project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	creation_datetime	is_ffpe	portion_number	state	weight
HCMI-CMDC	30ad857e-34d5-4ae1-8ca1-e962d10d6440	HCM-CSHL-0459-C17	540bcdd8-6880-458c-ab8a-6772772ac3e1	HCM-CSHL-0459-C17-86A	626914d7-6c1f-5e90-8638-e2db80a857c6	'--	'--	'--	'--	'--	'--
HCMI-CMDC	30ad857e-34d5-4ae1-8ca1-e962d10d6440	HCM-CSHL-0459-C17	540bcdd8-6880-458c-ab8a-6772772ac3e1	HCM-CSHL-0459-C17-86A	9fa4fed9-ccad-5e32-8f9c-8ba7df59f9ae	'--	'--	'--	'--	'--	'--
HCMI-CMDC	30ad857e-34d5-4ae1-8ca1-e962d10d6440	HCM-CSHL-0459-C17	7c9a2b93-20bb-409d-9c96-84592df18834	HCM-CSHL-0459-C17-01B	aa1f53d2-d2ec-4a28-a6c2-8dc2209ebd9c	HCM-CSHL-0459-C17-01B-01	1574035200	True	'--	released	1200.0
HCMI-CMDC	30ad857e-34d5-4ae1-8ca1-e962d10d6440	HCM-CSHL-0459-C17	a14a4f36-9be1-4a6b-83a0-b9e00dcb4115	HCM-CSHL-0459-C17-85A	48c90012-e405-53d1-b997-b6de51ed91c1	'--	'--	'--	'--	'--	'--
HCMI-CMDC	30ad857e-34d5-4ae1-8ca1-e962d10d6440	HCM-CSHL-0459-C17	a14a4f36-9be1-4a6b-83a0-b9e00dcb4115	HCM-CSHL-0459-C17-85A	90319a93-053e-5ca5-b8aa-b030762a9d48	'--	'--	'--	'--	'--	'--
HCMI-CMDC	359ca5c2-0d00-4b88-be2d-476e6b4c02ef	HCM-BROD-0016-C25	ddcb3bac-3e48-4b7f-bd03-e4981e2851d4	HCM-BROD-0016-C25-10B	da8768bb-a510-4108-bc9b-bcfedec267c5	HCM-BROD-0016-C25-10B-01	1571184000	False	'--	released	'--
HCMI-CMDC	359ca5c2-0d00-4b88-be2d-476e6b4c02ef	HCM-BROD-0016-C25	e2dc33e3-c499-447b-a9f7-ca1c50ae7d0e	HCM-BROD-0016-C25-85A	0a2dc7e1-80ff-5897-b052-fce5c7106dba	'--	'--	'--	'--	'--	'--
HCMI-CMDC	359ca5c2-0d00-4b88-be2d-476e6b4c02ef	HCM-BROD-0016-C25	e2dc33e3-c499-447b-a9f7-ca1c50ae7d0e	HCM-BROD-0016-C25-85A	12aaa880-c681-5bc4-a4bb-605dd9186fe3	'--	'--	'--	'--	'--	'--
HCMI-CMDC	373c15fd-f995-419d-beef-951db2706411	HCM-CSHL-0085-C24	0fd9fef2-564c-48a5-ab03-d229527d095d	HCM-CSHL-0085-C24-10A	281e74a3-9176-41f8-9c0f-dfce7cdd681c	HCM-CSHL-0085-C24-10A-01	1564444800	False	'--	released	2.0
HCMI-CMDC	373c15fd-f995-419d-beef-951db2706411	HCM-CSHL-0085-C24	231924e3-c786-42a1-a897-5fcf9fdf8d05	HCM-CSHL-0085-C24-06A	d0e9a575-2dc1-4304-b12e-151a86631e37	HCM-CSHL-0085-C24-06A-11	1565136000	False	'--	released	10.0
HCMI-CMDC	373c15fd-f995-419d-beef-951db2706411	HCM-CSHL-0085-C24	4e2376b8-312a-411a-8a28-ed1ea0a7b73a	HCM-CSHL-0085-C24-85M	415fa477-cdde-5669-bb87-c82dfcf91412	'--	'--	'--	'--	'--	'--
HCMI-CMDC	373c15fd-f995-419d-beef-951db2706411	HCM-CSHL-0085-C24	4e2376b8-312a-411a-8a28-ed1ea0a7b73a	HCM-CSHL-0085-C24-85M	614bafb1-c970-5ed3-bcf5-927dd68e264d	'--	'--	'--	'--	'--	'--
HCMI-CMDC	373c15fd-f995-419d-beef-951db2706411	HCM-CSHL-0085-C24	b9d06707-4115-41bc-9c5f-ec58114ac787	HCM-CSHL-0085-C24-85A	340de4dd-e79e-5fc6-9324-041876fc8a8f	'--	'--	'--	'--	'--	'--
HCMI-CMDC	373c15fd-f995-419d-beef-951db2706411	HCM-CSHL-0085-C24	b9d06707-4115-41bc-9c5f-ec58114ac787	HCM-CSHL-0085-C24-85A	65147c0f-dfec-5dcf-af92-94d9457e238d	'--	'--	'--	'--	'--	'--
HCMI-CMDC	373c15fd-f995-419d-beef-951db2706411	HCM-CSHL-0085-C24	bfc70f94-99ce-4afd-9bd8-371c940650cc	HCM-CSHL-0085-C24-01A	4c2a9ab0-c96a-42f5-b1ee-285c48bf7b47	HCM-CSHL-0085-C24-01A-01	1563840000	False	'--	released	'--
HCMI-CMDC	388c484f-639a-448c-882e-2897f29e55b2	HCM-SANG-0288-C18	25ecc350-16c6-4761-9bd5-e41f51660059	HCM-SANG-0288-C18-85A-01R-A80W-32	d3e62547-75e9-5a0f-bfb2-ccaaf5f5250b	'--	'--	'--	'--	'--	'--
HCMI-CMDC	388c484f-639a-448c-882e-2897f29e55b2	HCM-SANG-0288-C18	4475418e-da4b-47f1-be78-46cd5f3d9ab7	HCM-SANG-0288-C18-85A	1210c6d0-12a6-5cfd-bbb7-e5b2c9d0efa4	'--	'--	'--	'--	'--	'--
HCMI-CMDC	388c484f-639a-448c-882e-2897f29e55b2	HCM-SANG-0288-C18	4475418e-da4b-47f1-be78-46cd5f3d9ab7	HCM-SANG-0288-C18-85A	eb745125-3bc3-50f0-b493-435a53b57792	'--	'--	'--	'--	'--	'--
HCMI-CMDC	388c484f-639a-448c-882e-2897f29e55b2	HCM-SANG-0288-C18	905521f7-0e17-4115-b210-d2e6263b2a80	HCM-SANG-0288-C18-10A	f169fb40-b2f6-4882-8c0a-d4cdf774a104	HCM-SANG-0288-C18-10A-01	1560470400	False	'--	released	'--
HCMI-CMDC	388c484f-639a-448c-882e-2897f29e55b2	HCM-SANG-0288-C18	af65f424-051b-4646-8fb5-92c5adf6a17e	HCM-SANG-0288-C18-10A-01D-A80T-32	785d263f-6b75-51ab-9456-8c546968240b	'--	'--	'--	'--	'--	'--
HCMI-CMDC	388c484f-639a-448c-882e-2897f29e55b2	HCM-SANG-0288-C18	e76ae98e-8b68-4d8f-9e52-412014853b5b	HCM-SANG-0288-C18-85A-01D-A80T-32	b885af75-a75f-5f76-a6a3-d7770582acbf	'--	'--	'--	'--	'--	'--
HCMI-CMDC	39aa41b3-af16-4ac0-aaab-49baf567e77c	HCM-BROD-0614-C71	566e65b5-bc58-480a-8ee1-7edbfdd5404a	HCM-BROD-0614-C71-10A	5964d96e-0e0b-4af3-8fb8-a671b0724e2a	HCM-BROD-0614-C71-10A-01	1596153600	False	'--	released	'--
HCMI-CMDC	39aa41b3-af16-4ac0-aaab-49baf567e77c	HCM-BROD-0614-C71	de54cd37-a639-4468-94a1-a173077d11ab	HCM-BROD-0614-C71-01A	7c7e8582-64a0-4c8b-ab68-ad27e28e2cac	HCM-BROD-0614-C71-01A-11	1597708800	False	'--	released	20.0
HCMI-CMDC	39aa41b3-af16-4ac0-aaab-49baf567e77c	HCM-BROD-0614-C71	df6981f3-5324-467d-a1f1-76f23f4d608b	HCM-BROD-0614-C71-85B	174cc14e-2c9e-59b8-9e2f-4cbba7aee598	'--	'--	'--	'--	'--	'--
HCMI-CMDC	39aa41b3-af16-4ac0-aaab-49baf567e77c	HCM-BROD-0614-C71	df6981f3-5324-467d-a1f1-76f23f4d608b	HCM-BROD-0614-C71-85B	f9ceb64a-933f-5c93-ba97-b50355e437d1	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3b013c00-dfc1-451e-aacc-be734f4b1c00	HCM-CSHL-0058-C34	2a5177e1-3ac6-4e8e-9484-2a187b0d7931	HCM-CSHL-0058-C34-01B	87c6fa98-2c51-4c6b-8430-df85fd646b04	HCM-CSHL-0058-C34-01B-01	1542067200	True	'--	released	1200.0
HCMI-CMDC	3b013c00-dfc1-451e-aacc-be734f4b1c00	HCM-CSHL-0058-C34	33a4078a-48bf-4b86-8286-49c223749fe8	HCM-CSHL-0058-C34-10A	108d9050-d187-41d5-bd09-cefb6bfe9560	HCM-CSHL-0058-C34-10A-01	1539561600	False	'--	released	2.0
HCMI-CMDC	3b013c00-dfc1-451e-aacc-be734f4b1c00	HCM-CSHL-0058-C34	699d6579-b165-48da-90ca-98d6ef86d39f	HCM-CSHL-0058-C34-85C	64097570-ed1b-5b6a-99c9-86bb22925b91	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3b013c00-dfc1-451e-aacc-be734f4b1c00	HCM-CSHL-0058-C34	699d6579-b165-48da-90ca-98d6ef86d39f	HCM-CSHL-0058-C34-85C	54018b7d-c23d-5f25-bc1d-8b3c4644c8c1	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3b013c00-dfc1-451e-aacc-be734f4b1c00	HCM-CSHL-0058-C34	72e7b6df-fcf9-4a3d-b71d-7270c857d796	HCM-CSHL-0058-C34-86A	cf570e7c-9c7b-546d-8ca0-e1e0d69c8716	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3b013c00-dfc1-451e-aacc-be734f4b1c00	HCM-CSHL-0058-C34	72e7b6df-fcf9-4a3d-b71d-7270c857d796	HCM-CSHL-0058-C34-86A	9d04ecc2-4740-51af-9735-b6a031c620aa	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3b348a82-127f-42ac-bc41-c55fdf8cac7a	HCM-CSHL-0080-C25	069ef60c-6945-4bce-b1b1-ad16c2c7224f	HCM-CSHL-0080-C25-01A	4a52edba-5977-460f-9d34-d97e8a9bdce1	HCM-CSHL-0080-C25-01A-11	1542672000	False	'--	released	30.0
HCMI-CMDC	3b348a82-127f-42ac-bc41-c55fdf8cac7a	HCM-CSHL-0080-C25	395a762a-4f79-4415-b185-eaecf93fe2cf	HCM-CSHL-0080-C25-10A	de2b2622-f537-48fb-86ce-d22aebbc907c	HCM-CSHL-0080-C25-10A-01	1547510400	False	'--	released	2.0
HCMI-CMDC	3b348a82-127f-42ac-bc41-c55fdf8cac7a	HCM-CSHL-0080-C25	e847c7f0-bc29-457b-917e-6965aaaa9868	HCM-CSHL-0080-C25-85A	2fb627d8-1a7f-5ff8-9d8f-e00f3bdbde16	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3b348a82-127f-42ac-bc41-c55fdf8cac7a	HCM-CSHL-0080-C25	e847c7f0-bc29-457b-917e-6965aaaa9868	HCM-CSHL-0080-C25-85A	55768464-d8af-57c5-be97-3b2feb1a9fbc	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3b797720-33ef-45e0-9830-5f6007f1d5a7	HCM-CSHL-0060-C18	7bda59a9-087a-42b0-bea8-c5eedaf68042	HCM-CSHL-0060-C18-01B	d1ad936d-9b5f-404b-a8bc-0551b026260e	HCM-CSHL-0060-C18-01B-01	1542067200	True	'--	released	1200.0
HCMI-CMDC	3b797720-33ef-45e0-9830-5f6007f1d5a7	HCM-CSHL-0060-C18	82d4ab96-47cb-49bc-b1b0-42ffc03a85c7	HCM-CSHL-0060-C18-10A	091c4a01-4b12-404b-b2d5-5574ed153030	HCM-CSHL-0060-C18-10A-01	1533254400	False	'--	released	2.0
HCMI-CMDC	3b797720-33ef-45e0-9830-5f6007f1d5a7	HCM-CSHL-0060-C18	e0687f8f-d317-495c-a90c-97f30dcb854d	HCM-CSHL-0060-C18-85A	49772df9-b111-5e56-9d0f-10f12f0f99d8	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3b797720-33ef-45e0-9830-5f6007f1d5a7	HCM-CSHL-0060-C18	e0687f8f-d317-495c-a90c-97f30dcb854d	HCM-CSHL-0060-C18-85A	340c82a4-02e8-5d42-9176-a0b066f13c77	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3b84c894-91d7-4c3e-8f17-4d6adc8bb468	HCM-BROD-0339-C43	816e34cd-335c-48f4-b2d0-3eb6c4bbe39f	HCM-BROD-0339-C43-10A	3829676e-9cdf-4a2b-bb42-e29536e760ed	HCM-BROD-0339-C43-10A-01	1565740800	False	'--	released	'--
HCMI-CMDC	3b84c894-91d7-4c3e-8f17-4d6adc8bb468	HCM-BROD-0339-C43	b129099e-1ad5-4b5d-a47d-2dbf1f44a5c5	HCM-BROD-0339-C43-85M	1c8515b0-c965-5f37-9389-2ed505b7347f	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3b84c894-91d7-4c3e-8f17-4d6adc8bb468	HCM-BROD-0339-C43	b129099e-1ad5-4b5d-a47d-2dbf1f44a5c5	HCM-BROD-0339-C43-85M	eabc0f7c-ff97-5d2b-aec0-30672aabadc7	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3b84c894-91d7-4c3e-8f17-4d6adc8bb468	HCM-BROD-0339-C43	b37c5fa5-2dc5-462c-a957-b09ebd55e2d8	HCM-BROD-0339-C43-06A	255a1955-5d1f-4764-aba1-f3b5334424d3	HCM-BROD-0339-C43-06A-01	1565740800	False	'--	released	'--
HCMI-CMDC	3d06ca77-a9a1-4e52-9b3d-a6f4f98167d6	HCM-BROD-0052-C49	8c07e49c-350d-4dc1-b65d-142b17eae858	HCM-BROD-0052-C49-85A	db5efbf8-db0a-5e29-abbc-ab62ba6e17b8	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3d06ca77-a9a1-4e52-9b3d-a6f4f98167d6	HCM-BROD-0052-C49	8c07e49c-350d-4dc1-b65d-142b17eae858	HCM-BROD-0052-C49-85A	566ee92c-c73b-5841-aeca-b71a9761b561	'--	'--	'--	'--	'--	'--
HCMI-CMDC	3d06ca77-a9a1-4e52-9b3d-a6f4f98167d6	HCM-BROD-0052-C49	f8aa4801-1612-404a-ab58-f693244c19a8	HCM-BROD-0052-C49-01A	6d058e59-6e50-4c79-9954-adaca1d81598	HCM-BROD-0052-C49-01A-11	1566864000	False	'--	released	10.0
HCMI-CMDC	40520215-88c6-4cab-8f58-af3936a8faba	HCM-SANG-0306-C15	29a1da0f-abe2-4932-b572-c5a2dcd624ab	HCM-SANG-0306-C15-85A	583835da-4bfe-52df-a0a6-9da20ed49e5c	'--	'--	'--	'--	'--	'--
HCMI-CMDC	40520215-88c6-4cab-8f58-af3936a8faba	HCM-SANG-0306-C15	29a1da0f-abe2-4932-b572-c5a2dcd624ab	HCM-SANG-0306-C15-85A	c945c7dc-abec-5cfa-926f-4652b9c423c6	'--	'--	'--	'--	'--	'--
HCMI-CMDC	40520215-88c6-4cab-8f58-af3936a8faba	HCM-SANG-0306-C15	73a500bf-ef7d-444c-a28c-ca6ded53cf5b	HCM-SANG-0306-C15-10A	2df20a90-a9e2-46e3-a389-e2fa5bc4295e	HCM-SANG-0306-C15-10A-01	1560470400	False	'--	released	'--
HCMI-CMDC	40520215-88c6-4cab-8f58-af3936a8faba	HCM-SANG-0306-C15	c19d7a57-3d5e-4a9c-b209-c6f5f5100cc0	HCM-SANG-0306-C15-10A-01D-A80T-32	253eef45-5b62-5d79-95fc-0d217181c7a8	'--	'--	'--	'--	'--	'--
HCMI-CMDC	40520215-88c6-4cab-8f58-af3936a8faba	HCM-SANG-0306-C15	d5f0d2bf-c285-4fd8-b54b-e9f3a8f3be6c	HCM-SANG-0306-C15-85A-01D-A80T-32	1e5adf85-a3c8-55dd-bab8-602da75a946b	'--	'--	'--	'--	'--	'--
HCMI-CMDC	40520215-88c6-4cab-8f58-af3936a8faba	HCM-SANG-0306-C15	db9bead2-1383-4b5e-a29e-005171ee4852	HCM-SANG-0306-C15-85A-01R-A80W-32	780cbfe2-d25e-597f-bd5d-0bffa51e8d65	'--	'--	'--	'--	'--	'--
HCMI-CMDC	42d1a293-4c3b-496b-92b5-7482c8020751	HCM-BROD-0025-C16	4aa55d79-f278-47ae-a57b-e7e55c7a5286	HCM-BROD-0025-C16-01A	a59798c0-c2ff-42e5-b1d9-99f30de71499	HCM-BROD-0025-C16-01A-01	1571184000	True	'--	released	'--
HCMI-CMDC	42d1a293-4c3b-496b-92b5-7482c8020751	HCM-BROD-0025-C16	55b7ac6b-7b7c-4569-a1f6-d85d2cac9623	HCM-BROD-0025-C16-85A	1eb1aa7f-7ae8-50ce-a508-b321d240ad0c	'--	'--	'--	'--	'--	'--
HCMI-CMDC	42d1a293-4c3b-496b-92b5-7482c8020751	HCM-BROD-0025-C16	55b7ac6b-7b7c-4569-a1f6-d85d2cac9623	HCM-BROD-0025-C16-85A	09c92cc4-8702-593c-b789-156208e5f72e	'--	'--	'--	'--	'--	'--
HCMI-CMDC	42d1a293-4c3b-496b-92b5-7482c8020751	HCM-BROD-0025-C16	5caee07c-ae26-4e49-b73f-d4078a545750	HCM-BROD-0025-C16-10A	e8f256f1-9226-4f91-a9e6-f67c13bf81c3	HCM-BROD-0025-C16-10A-01	1565740800	False	'--	released	'--
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	0e20c8aa-6d87-400c-9cb2-dd69311e885d	HCM-SANG-0298-C15-10A	57ecdaec-a656-4858-9821-2e8c7cb0f641	HCM-SANG-0298-C15-10A-01	1560470400	False	'--	released	'--
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	103b227b-cacb-4661-a70c-e3b635dfab8f	HCM-SANG-0298-C15-08A-01D-A80T-32	34f075c2-f25f-5f17-8010-1febb107885d	'--	'--	'--	'--	'--	'--
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	1804f3f0-5551-4343-8aff-9aeb291698cc	HCM-SANG-0298-C15-10A-01D-A80T-32	3ef1c118-5625-5774-aeee-5e06c5ef10f6	'--	'--	'--	'--	'--	'--
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	bb36710d-a4fd-4deb-9df4-a806b4cb8b1f	HCM-SANG-0298-C15-85A-01R-A80W-32	4c3f959d-922f-597b-a906-37caf4042571	'--	'--	'--	'--	'--	'--
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	d81a0ac2-ce67-46e7-a24a-222e67476ef2	HCM-SANG-0298-C15-85A-01D-A80T-32	727b3180-8b5b-5c91-ae8f-e940348aeadd	'--	'--	'--	'--	'--	'--
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	e38cc93c-1141-466f-8a0a-620dfe69b88b	HCM-SANG-0298-C15-85A	a2191b16-38ba-5b58-8bdc-0ced17aef58b	'--	'--	'--	'--	'--	'--
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	e38cc93c-1141-466f-8a0a-620dfe69b88b	HCM-SANG-0298-C15-85A	dcabea21-d38e-5c97-9372-3e33d830838f	'--	'--	'--	'--	'--	'--
HCMI-CMDC	45f60f6f-3ee8-4da5-b3de-bd5e29b25198	HCM-BROD-0138-C25	2819b821-8cb0-44f3-a0cf-7ce72d617eb4	HCM-BROD-0138-C25-85B	7245b074-9559-5642-9449-a3f241ba7ae9	'--	'--	'--	'--	'--	'--
HCMI-CMDC	45f60f6f-3ee8-4da5-b3de-bd5e29b25198	HCM-BROD-0138-C25	2819b821-8cb0-44f3-a0cf-7ce72d617eb4	HCM-BROD-0138-C25-85B	e9ec34d1-0e8c-5936-be2f-a08ee07d737e	'--	'--	'--	'--	'--	'--
HCMI-CMDC	45f60f6f-3ee8-4da5-b3de-bd5e29b25198	HCM-BROD-0138-C25	6544ff63-f271-4a02-a11b-4b69feb18ec3	HCM-BROD-0138-C25-10A	9486eb98-2403-4138-b4ca-c80e6e9f7170	HCM-BROD-0138-C25-10A-01	1540339200	False	'--	released	'--
HCMI-CMDC	46b1210c-4042-4c67-9e68-06e960f201f2	HCM-BROD-0051-C64	0827ee44-964e-4dbf-8437-b2e11eb1d5f9	HCM-BROD-0051-C64-10A	848e1c9d-f452-45de-8cdf-36d6b7810d10	HCM-BROD-0051-C64-10A-01	1551398400	False	'--	released	'--
HCMI-CMDC	46b1210c-4042-4c67-9e68-06e960f201f2	HCM-BROD-0051-C64	195411fa-6503-42fd-b240-548a1c33e660	HCM-BROD-0051-C64-85A	553f006b-f792-5072-8f50-bdb03662302d	'--	'--	'--	'--	'--	'--
HCMI-CMDC	46b1210c-4042-4c67-9e68-06e960f201f2	HCM-BROD-0051-C64	62ea3f36-5a2b-48f5-ae12-a51d12dfac22	HCM-BROD-0051-C64-85B	028af06d-0114-5490-bea7-e5809473d775	'--	'--	'--	'--	'--	'--
HCMI-CMDC	46b1210c-4042-4c67-9e68-06e960f201f2	HCM-BROD-0051-C64	7f03c144-303d-413c-94a2-2df61b05f462	HCM-BROD-0051-C64-06B	6d6823dd-ef82-4159-9329-643df9acb49d	HCM-BROD-0051-C64-06B-01	1571184000	True	'--	released	'--
HCMI-CMDC	46b1210c-4042-4c67-9e68-06e960f201f2	HCM-BROD-0051-C64	8b997e5e-0ee5-44ca-9ccb-1854b4bc7ff3	HCM-BROD-0051-C64-86A	32351feb-15a5-577e-9700-7361b30ab8b8	'--	'--	'--	'--	'--	'--
HCMI-CMDC	46b1210c-4042-4c67-9e68-06e960f201f2	HCM-BROD-0051-C64	8b997e5e-0ee5-44ca-9ccb-1854b4bc7ff3	HCM-BROD-0051-C64-86A	4aca081c-3eb8-563e-bf38-8537bc65d5df	'--	'--	'--	'--	'--	'--
HCMI-CMDC	47322ea3-6bbe-442b-a656-c48469cc99c1	HCM-BROD-0335-C43	2ccdf84e-0d53-4b91-9dcc-939951f722b6	HCM-BROD-0335-C43-85M	42d7666c-03f5-57f2-af2d-7e0339a778f6	'--	'--	'--	'--	'--	'--
HCMI-CMDC	47322ea3-6bbe-442b-a656-c48469cc99c1	HCM-BROD-0335-C43	2ccdf84e-0d53-4b91-9dcc-939951f722b6	HCM-BROD-0335-C43-85M	f0324f23-0849-5bc5-b143-d31f419e6301	'--	'--	'--	'--	'--	'--
HCMI-CMDC	47322ea3-6bbe-442b-a656-c48469cc99c1	HCM-BROD-0335-C43	6cacdfa9-89e3-4984-926c-69e94ee7ca1a	HCM-BROD-0335-C43-10A	b848a38c-2e03-4518-b5e3-0f6ab0144719	HCM-BROD-0335-C43-10A-01	1565740800	False	'--	released	'--
HCMI-CMDC	4829dd8c-5445-41b3-ae37-bbcc333e8c9e	HCM-BROD-0001-C18	04bbf585-fd12-4c41-b6b1-2214a5826286	HCM-BROD-0001-C18-06A	ddea617a-e13c-4b8c-9c32-ff9c837acc28	HCM-BROD-0001-C18-06A-21	1595203200	False	'--	released	30.0
HCMI-CMDC	4829dd8c-5445-41b3-ae37-bbcc333e8c9e	HCM-BROD-0001-C18	b86c4689-af28-45f0-b726-fcea32d46f88	HCM-BROD-0001-C18-85M	540d76e8-bde9-59fd-a7eb-15574464c040	'--	'--	'--	'--	'--	'--
HCMI-CMDC	4829dd8c-5445-41b3-ae37-bbcc333e8c9e	HCM-BROD-0001-C18	b86c4689-af28-45f0-b726-fcea32d46f88	HCM-BROD-0001-C18-85M	ebfb1655-eb47-5fd4-b41e-18e2f69657ff	'--	'--	'--	'--	'--	'--
HCMI-CMDC	4829dd8c-5445-41b3-ae37-bbcc333e8c9e	HCM-BROD-0001-C18	d1cb7521-a0cd-49f2-bf93-b02b6d99e7d5	HCM-BROD-0001-C18-10A	66233b5c-d2d8-4822-b0e8-ca7fd4081bf5	HCM-BROD-0001-C18-10A-01	1540339200	False	'--	released	'--
HCMI-CMDC	489ae53c-0c19-433b-b22d-8dc09f2161be	HCM-CSHL-0180-C25	13755f14-1596-4b00-bd74-4de2c3d52689	HCM-CSHL-0180-C25-85B	128e1b85-df6f-5078-aabc-0bf73914a030	'--	'--	'--	'--	'--	'--
HCMI-CMDC	489ae53c-0c19-433b-b22d-8dc09f2161be	HCM-CSHL-0180-C25	13755f14-1596-4b00-bd74-4de2c3d52689	HCM-CSHL-0180-C25-85B	195d9e0f-e91d-59c2-9ccb-72a1a55fe571	'--	'--	'--	'--	'--	'--
HCMI-CMDC	489ae53c-0c19-433b-b22d-8dc09f2161be	HCM-CSHL-0180-C25	5294aeff-6cad-49ce-9ce6-d4190655188b	HCM-CSHL-0180-C25-01A	592d3b2a-3284-4411-97d8-3537119d1fa5	HCM-CSHL-0180-C25-01A-11	1565049600	False	'--	released	30.0
HCMI-CMDC	489ae53c-0c19-433b-b22d-8dc09f2161be	HCM-CSHL-0180-C25	e09d4946-6a1c-41ce-8397-aba58a0e358a	HCM-CSHL-0180-C25-10A	e0e18099-13cb-4c8d-aebb-26b40eb1e03f	HCM-CSHL-0180-C25-10A-01	1562544000	False	'--	released	'--
HCMI-CMDC	496a0dcf-431a-467a-a150-5c7486d72bee	HCM-CSHL-0155-C50	2a77c0b6-5391-4ee1-ad7b-d136fff919ad	HCM-CSHL-0155-C50-86A	6d72611f-6fdc-566d-9336-a6945f9a88bb	'--	'--	'--	'--	'--	'--
HCMI-CMDC	496a0dcf-431a-467a-a150-5c7486d72bee	HCM-CSHL-0155-C50	6305ebd0-d831-4800-878b-e20cb785793a	HCM-CSHL-0155-C50-10A	3f62f098-3a61-40df-855d-5e706a13f9ad	HCM-CSHL-0155-C50-10A-01	1551052800	False	'--	released	2.0
HCMI-CMDC	496a0dcf-431a-467a-a150-5c7486d72bee	HCM-CSHL-0155-C50	83679910-b27a-495a-a582-dc0c8d81ba3b	HCM-CSHL-0155-C50-85D	cd9d9f4b-6013-5df3-aebf-cad719aa0a35	'--	'--	'--	'--	'--	'--
HCMI-CMDC	496a0dcf-431a-467a-a150-5c7486d72bee	HCM-CSHL-0155-C50	83679910-b27a-495a-a582-dc0c8d81ba3b	HCM-CSHL-0155-C50-85D	45fdaffd-1ad5-5902-8643-d281585acc03	'--	'--	'--	'--	'--	'--
HCMI-CMDC	4b9b3130-2483-4e5d-8c4d-e225590a5cd2	HCM-BROD-0048-C71	852dc616-371c-47af-b216-e1a860c9769d	HCM-BROD-0048-C71-01A	b766dbb1-f085-4a53-ac98-d07496ae8d36	HCM-BROD-0048-C71-01A-01	1552348800	True	'--	released	'--
HCMI-CMDC	4b9b3130-2483-4e5d-8c4d-e225590a5cd2	HCM-BROD-0048-C71	89bc8bd1-0eb8-40d7-8839-18516f4393eb	HCM-BROD-0048-C71-10B	82b9b6a2-dc42-4456-9a4f-fa5a6170b657	HCM-BROD-0048-C71-10B-01	1571184000	False	'--	released	'--
HCMI-CMDC	4b9b3130-2483-4e5d-8c4d-e225590a5cd2	HCM-BROD-0048-C71	d6cdbb3d-021e-496c-8dbb-6d445e92e4ed	HCM-BROD-0048-C71-85A	267b95e2-f3e5-5fec-a814-657d23e93577	'--	'--	'--	'--	'--	'--
HCMI-CMDC	4b9b3130-2483-4e5d-8c4d-e225590a5cd2	HCM-BROD-0048-C71	d6cdbb3d-021e-496c-8dbb-6d445e92e4ed	HCM-BROD-0048-C71-85A	2a1c287d-6742-5e04-8526-203ac7f0efbc	'--	'--	'--	'--	'--	'--
HCMI-CMDC	4c48e9c9-5f8f-43e2-a972-367b260b40eb	HCM-CSHL-0179-C25	20d10a0c-1792-45b3-b633-02e8d7478e12	HCM-CSHL-0179-C25-10A	a9626aad-ac79-4376-98da-b7874471633d	HCM-CSHL-0179-C25-10A-01	1564444800	False	'--	released	2.0
HCMI-CMDC	4c48e9c9-5f8f-43e2-a972-367b260b40eb	HCM-CSHL-0179-C25	50545094-7eab-46b6-a9b9-d01c9ed30f85	HCM-CSHL-0179-C25-01A	bdf2099a-9dd8-4bdb-825a-a7beea2f96e8	HCM-CSHL-0179-C25-01A-11	1565049600	False	'--	released	30.0
HCMI-CMDC	4c48e9c9-5f8f-43e2-a972-367b260b40eb	HCM-CSHL-0179-C25	57af1820-b0f9-4d92-8455-5e450836550a	HCM-CSHL-0179-C25-85A	3425584f-27c6-5d09-8f7a-dcbd2ef44bc3	'--	'--	'--	'--	'--	'--
