project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	aliquot_id	aliquot_submitter_id	aliquot_quantity	aliquot_volume	amount	analyte_type	analyte_type_id	concentration	no_matched_normal_low_pass_wgs	no_matched_normal_targeted_sequencing	no_matched_normal_wgs	no_matched_normal_wxs	selected_normal_low_pass_wgs	selected_normal_targeted_sequencing	selected_normal_wgs	selected_normal_wxs	source_center	state
HCMI-CMDC	3b348a82-127f-42ac-bc41-c55fdf8cac7a	HCM-CSHL-0080-C25	e847c7f0-bc29-457b-917e-6965aaaa9868	HCM-CSHL-0080-C25-85A	55768464-d8af-57c5-be97-3b2feb1a9fbc	'--	f6974a0a-2d17-452a-9135-266903314a71	HCM-CSHL-0080-C25-85A-01D	a30070a7-6312-4a43-bb15-7559dcdb89e8	HCM-CSHL-0080-C25-85A-01D-A77E-36	4.8	60.0	'--	'--	'--	0.08	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	3b797720-33ef-45e0-9830-5f6007f1d5a7	HCM-CSHL-0060-C18	7bda59a9-087a-42b0-bea8-c5eedaf68042	HCM-CSHL-0060-C18-01B	d1ad936d-9b5f-404b-a8bc-0551b026260e	HCM-CSHL-0060-C18-01B-01	2a74784a-6e98-48d7-8927-5bbc152359bc	HCM-CSHL-0060-C18-01B-01R	0c751882-8fa7-4094-b34a-23110ed15125	HCM-CSHL-0060-C18-01B-01R-A77G-41	2.52	14.0	'--	'--	'--	0.18	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	3b797720-33ef-45e0-9830-5f6007f1d5a7	HCM-CSHL-0060-C18	7bda59a9-087a-42b0-bea8-c5eedaf68042	HCM-CSHL-0060-C18-01B	d1ad936d-9b5f-404b-a8bc-0551b026260e	HCM-CSHL-0060-C18-01B-01	e82f3a66-5f9c-4600-b997-af9cfbdad90a	HCM-CSHL-0060-C18-01B-01D	0777af11-7ec3-4ab1-a737-5c0e79cde787	HCM-CSHL-0060-C18-01B-01D-A77E-36	8.4	60.0	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	3b797720-33ef-45e0-9830-5f6007f1d5a7	HCM-CSHL-0060-C18	82d4ab96-47cb-49bc-b1b0-42ffc03a85c7	HCM-CSHL-0060-C18-10A	091c4a01-4b12-404b-b2d5-5574ed153030	HCM-CSHL-0060-C18-10A-01	2da883bf-ea6c-4d49-8dcf-36e41dd5b7c1	HCM-CSHL-0060-C18-10A-01D	1f716f36-37b5-44f8-b376-e036f55eecb8	HCM-CSHL-0060-C18-10A-01D-A77E-36	1.8	60.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	3b797720-33ef-45e0-9830-5f6007f1d5a7	HCM-CSHL-0060-C18	e0687f8f-d317-495c-a90c-97f30dcb854d	HCM-CSHL-0060-C18-85A	49772df9-b111-5e56-9d0f-10f12f0f99d8	'--	b7e3089a-54c2-49e3-a3dd-cbfd5d8ffc19	HCM-CSHL-0060-C18-85A-01D	1392d239-34cb-41cb-8d2e-a89f3570d9c9	HCM-CSHL-0060-C18-85A-01D-A77E-36	1.8	60.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	3b797720-33ef-45e0-9830-5f6007f1d5a7	HCM-CSHL-0060-C18	e0687f8f-d317-495c-a90c-97f30dcb854d	HCM-CSHL-0060-C18-85A	340c82a4-02e8-5d42-9176-a0b066f13c77	'--	bf7b242c-27f2-4334-bb1e-e9f139530aa3	HCM-CSHL-0060-C18-85A-01R	14f0d143-23ba-487f-8956-538cd706ba0c	HCM-CSHL-0060-C18-85A-01R-A77F-41	2.09	19.0	'--	'--	'--	0.11	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	3b84c894-91d7-4c3e-8f17-4d6adc8bb468	HCM-BROD-0339-C43	816e34cd-335c-48f4-b2d0-3eb6c4bbe39f	HCM-BROD-0339-C43-10A	3829676e-9cdf-4a2b-bb42-e29536e760ed	HCM-BROD-0339-C43-10A-01	34550b5b-3cfa-49cc-92ae-d9eebfc6dac7	HCM-BROD-0339-C43-10A-01D	8adc893c-8bb2-4fdb-b716-40845a595e21	HCM-BROD-0339-C43-10A-01D-A79C-36	1.5	10.0	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	3b84c894-91d7-4c3e-8f17-4d6adc8bb468	HCM-BROD-0339-C43	b129099e-1ad5-4b5d-a47d-2dbf1f44a5c5	HCM-BROD-0339-C43-85M	1c8515b0-c965-5f37-9389-2ed505b7347f	'--	38dbed8f-f9c9-4f98-a76f-b44031a1e83c	HCM-BROD-0339-C43-85M-01R	0f698098-853a-481e-82a4-d9be5793b562	HCM-BROD-0339-C43-85M-01R-A79D-41	1.48	8.2	'--	'--	'--	0.18	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	3b84c894-91d7-4c3e-8f17-4d6adc8bb468	HCM-BROD-0339-C43	b129099e-1ad5-4b5d-a47d-2dbf1f44a5c5	HCM-BROD-0339-C43-85M	eabc0f7c-ff97-5d2b-aec0-30672aabadc7	'--	6d410531-100f-46f5-8ad0-f05b0dc6eba5	HCM-BROD-0339-C43-85M-01D	cb9b9bbe-34fb-451a-923d-4b9f6103b3cd	HCM-BROD-0339-C43-85M-01D-A79C-36	2.04	14.6	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	3b84c894-91d7-4c3e-8f17-4d6adc8bb468	HCM-BROD-0339-C43	b37c5fa5-2dc5-462c-a957-b09ebd55e2d8	HCM-BROD-0339-C43-06A	255a1955-5d1f-4764-aba1-f3b5334424d3	HCM-BROD-0339-C43-06A-01	f14b1ef0-f2a8-4c03-a451-4b4b8cc076c2	HCM-BROD-0339-C43-06A-01D	8b878538-7036-4f10-a4a6-619151156020	HCM-BROD-0339-C43-06A-01D-A79C-36	0.84	14.0	'--	'--	'--	0.06	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	3d06ca77-a9a1-4e52-9b3d-a6f4f98167d6	HCM-BROD-0052-C49	8c07e49c-350d-4dc1-b65d-142b17eae858	HCM-BROD-0052-C49-85A	db5efbf8-db0a-5e29-abbc-ab62ba6e17b8	'--	0f3dbd98-acd2-4dd2-8c93-b32e8150f52f	HCM-BROD-0052-C49-85A-01D	48dc69be-818f-42b7-8a07-ff0545c5778d	HCM-BROD-0052-C49-85A-01D-A78T-36	2.4	80.0	'--	'--	'--	0.03	'--	'--	True	True	'--	'--	'--	'--	23	released
HCMI-CMDC	3d06ca77-a9a1-4e52-9b3d-a6f4f98167d6	HCM-BROD-0052-C49	8c07e49c-350d-4dc1-b65d-142b17eae858	HCM-BROD-0052-C49-85A	566ee92c-c73b-5841-aeca-b71a9761b561	'--	86ef06cb-e16c-4901-81fc-d7bbce56f225	HCM-BROD-0052-C49-85A-01R	92962c72-99c4-45be-be3b-76dc6cd5306a	HCM-BROD-0052-C49-85A-01R-A78V-41	1.51	8.4	'--	'--	'--	0.18	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	3d06ca77-a9a1-4e52-9b3d-a6f4f98167d6	HCM-BROD-0052-C49	f8aa4801-1612-404a-ab58-f693244c19a8	HCM-BROD-0052-C49-01A	6d058e59-6e50-4c79-9954-adaca1d81598	HCM-BROD-0052-C49-01A-11	8d3687bf-4a00-4fad-9c59-0c05ee97a8de	HCM-BROD-0052-C49-01A-11R	b21500e5-14dc-4758-aa8b-7d3b6555cee9	HCM-BROD-0052-C49-01A-11R-A78V-41	1.49	8.3	'--	'--	'--	0.18	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	3d06ca77-a9a1-4e52-9b3d-a6f4f98167d6	HCM-BROD-0052-C49	f8aa4801-1612-404a-ab58-f693244c19a8	HCM-BROD-0052-C49-01A	6d058e59-6e50-4c79-9954-adaca1d81598	HCM-BROD-0052-C49-01A-11	9380873a-f125-4999-8575-8942724c3633	HCM-BROD-0052-C49-01A-11D	ac4eba0c-c23f-44fd-9f99-085f11a84a82	HCM-BROD-0052-C49-01A-11D-A78T-36	1.68	56.0	'--	'--	'--	0.03	'--	'--	'--	True	'--	'--	'--	'--	23	released
HCMI-CMDC	40520215-88c6-4cab-8f58-af3936a8faba	HCM-SANG-0306-C15	29a1da0f-abe2-4932-b572-c5a2dcd624ab	HCM-SANG-0306-C15-85A	583835da-4bfe-52df-a0a6-9da20ed49e5c	'--	263d15ea-bbbb-4286-9609-bcadf0683234	HCM-SANG-0306-C15-85A-01D	2b095f4b-8ab8-4599-8f2c-41368bc67a5b	HCM-SANG-0306-C15-85A-01D-A78M-36	0.36	12.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	40520215-88c6-4cab-8f58-af3936a8faba	HCM-SANG-0306-C15	29a1da0f-abe2-4932-b572-c5a2dcd624ab	HCM-SANG-0306-C15-85A	c945c7dc-abec-5cfa-926f-4652b9c423c6	'--	5befafa9-9161-47db-9bc6-aa745564598b	HCM-SANG-0306-C15-85A-01R	0c477a8b-1398-40c1-8ac7-e623ff11031e	HCM-SANG-0306-C15-85A-01R-A78N-41	1.54	9.6	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	40520215-88c6-4cab-8f58-af3936a8faba	HCM-SANG-0306-C15	73a500bf-ef7d-444c-a28c-ca6ded53cf5b	HCM-SANG-0306-C15-10A	2df20a90-a9e2-46e3-a389-e2fa5bc4295e	HCM-SANG-0306-C15-10A-01	e1069cbd-8ad6-4d5f-ae83-abf493f4c5e1	HCM-SANG-0306-C15-10A-01D	f24a7db0-452b-4582-a7ce-4860b9b4349f	HCM-SANG-0306-C15-10A-01D-A78M-36	1.2	40.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	40520215-88c6-4cab-8f58-af3936a8faba	HCM-SANG-0306-C15	c19d7a57-3d5e-4a9c-b209-c6f5f5100cc0	HCM-SANG-0306-C15-10A-01D-A80T-32	253eef45-5b62-5d79-95fc-0d217181c7a8	'--	60cb8074-470c-5f98-8499-320c00403901	'--	cc0ca2fd-f0e4-499c-a181-08226fa8efb5	HCM-SANG-0306-C15-10A-01D-A80T-32-aliquot	'--	'--	'--	DNA	D	'--	'--	'--	'--	'--	'--	'--	True	'--	SANG	released
HCMI-CMDC	40520215-88c6-4cab-8f58-af3936a8faba	HCM-SANG-0306-C15	d5f0d2bf-c285-4fd8-b54b-e9f3a8f3be6c	HCM-SANG-0306-C15-85A-01D-A80T-32	1e5adf85-a3c8-55dd-bab8-602da75a946b	'--	754a425a-b5ba-5056-8e5e-3762574af8e9	'--	9c8e05d6-1ea7-494f-acff-1e1455390eef	HCM-SANG-0306-C15-85A-01D-A80T-32-aliquot	'--	'--	'--	DNA	D	'--	'--	'--	'--	'--	'--	'--	False	'--	SANG	released
HCMI-CMDC	40520215-88c6-4cab-8f58-af3936a8faba	HCM-SANG-0306-C15	db9bead2-1383-4b5e-a29e-005171ee4852	HCM-SANG-0306-C15-85A-01R-A80W-32	780cbfe2-d25e-597f-bd5d-0bffa51e8d65	'--	1b52f9fc-2268-5ca7-bbfc-ca2be537a80e	'--	7f85b49e-60b0-48de-8806-5fc89d8e517f	HCM-SANG-0306-C15-85A-01R-A80W-32-aliquot	'--	'--	'--	RNA	R	'--	'--	'--	'--	'--	'--	'--	'--	'--	SANG	released
HCMI-CMDC	42d1a293-4c3b-496b-92b5-7482c8020751	HCM-BROD-0025-C16	4aa55d79-f278-47ae-a57b-e7e55c7a5286	HCM-BROD-0025-C16-01A	a59798c0-c2ff-42e5-b1d9-99f30de71499	HCM-BROD-0025-C16-01A-01	bf9a266c-c916-4e76-9dc4-17071132b952	HCM-BROD-0025-C16-01A-01D	e0afce96-f2b5-4971-a8c5-9850afc75ca2	HCM-BROD-0025-C16-01A-01D-A80U-36	2.4	80.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	42d1a293-4c3b-496b-92b5-7482c8020751	HCM-BROD-0025-C16	55b7ac6b-7b7c-4569-a1f6-d85d2cac9623	HCM-BROD-0025-C16-85A	1eb1aa7f-7ae8-50ce-a508-b321d240ad0c	'--	cc03e7bc-2d66-4a1b-a650-2419a5b66e29	HCM-BROD-0025-C16-85A-01R	087175b8-2f1f-4685-89ad-a851fb1b69c4	HCM-BROD-0025-C16-85A-01R-A80V-41	0.92	18.4	'--	'--	'--	0.05	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	42d1a293-4c3b-496b-92b5-7482c8020751	HCM-BROD-0025-C16	55b7ac6b-7b7c-4569-a1f6-d85d2cac9623	HCM-BROD-0025-C16-85A	09c92cc4-8702-593c-b789-156208e5f72e	'--	eed5759a-85e9-4a36-b43a-1a9f74cccdae	HCM-BROD-0025-C16-85A-01D	1c06c79d-77c4-4ab1-8315-60fca869a382	HCM-BROD-0025-C16-85A-01D-A80U-36	0.66	22.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	42d1a293-4c3b-496b-92b5-7482c8020751	HCM-BROD-0025-C16	5caee07c-ae26-4e49-b73f-d4078a545750	HCM-BROD-0025-C16-10A	e8f256f1-9226-4f91-a9e6-f67c13bf81c3	HCM-BROD-0025-C16-10A-01	dfec8541-5a34-43c4-8d93-5f112e37cb6c	HCM-BROD-0025-C16-10A-01D	0c1d0d42-83b8-4d3f-980b-46cfab84d705	HCM-BROD-0025-C16-10A-01D-A80U-36	1.56	52.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	0e20c8aa-6d87-400c-9cb2-dd69311e885d	HCM-SANG-0298-C15-10A	57ecdaec-a656-4858-9821-2e8c7cb0f641	HCM-SANG-0298-C15-10A-01	dba4d950-1fcc-45eb-bbad-3fb58393da02	HCM-SANG-0298-C15-10A-01D	d5c22aca-e617-4d53-a3df-3f43773bf96b	HCM-SANG-0298-C15-10A-01D-A79M-36	10.8	60.0	'--	'--	'--	0.18	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	103b227b-cacb-4661-a70c-e3b635dfab8f	HCM-SANG-0298-C15-08A-01D-A80T-32	34f075c2-f25f-5f17-8010-1febb107885d	'--	cde3bb68-64d0-506a-bdab-53beec365081	'--	97f70167-1199-413d-b709-c00c0b8d7045	HCM-SANG-0298-C15-08A-01D-A80T-32-aliquot	'--	'--	'--	DNA	D	'--	'--	'--	'--	'--	'--	'--	False	'--	SANG	released
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	1804f3f0-5551-4343-8aff-9aeb291698cc	HCM-SANG-0298-C15-10A-01D-A80T-32	3ef1c118-5625-5774-aeee-5e06c5ef10f6	'--	32ef4164-3e2f-59ca-92b5-a64c8f0bb098	'--	cd5f9d23-b2dd-4067-b375-f20cc6abe3e9	HCM-SANG-0298-C15-10A-01D-A80T-32-aliquot	'--	'--	'--	DNA	D	'--	'--	'--	'--	'--	'--	'--	True	'--	SANG	released
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	bb36710d-a4fd-4deb-9df4-a806b4cb8b1f	HCM-SANG-0298-C15-85A-01R-A80W-32	4c3f959d-922f-597b-a906-37caf4042571	'--	4aba0a35-bba0-57b1-90b5-b70c145c49e3	'--	862da3a3-694a-47ba-aca6-0f4a38c134a2	HCM-SANG-0298-C15-85A-01R-A80W-32-aliquot	'--	'--	'--	RNA	R	'--	'--	'--	'--	'--	'--	'--	'--	'--	SANG	released
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	d81a0ac2-ce67-46e7-a24a-222e67476ef2	HCM-SANG-0298-C15-85A-01D-A80T-32	727b3180-8b5b-5c91-ae8f-e940348aeadd	'--	c4f2d5ee-4464-5aaf-81b0-b987e5ab4eae	'--	b6401f65-143a-4e1d-9ef8-0d9310f827d4	HCM-SANG-0298-C15-85A-01D-A80T-32-aliquot	'--	'--	'--	DNA	D	'--	'--	'--	'--	'--	'--	'--	False	'--	SANG	released
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	e38cc93c-1141-466f-8a0a-620dfe69b88b	HCM-SANG-0298-C15-85A	a2191b16-38ba-5b58-8bdc-0ced17aef58b	'--	c3ae28d3-d2dc-4ffe-9a8f-849448166a21	HCM-SANG-0298-C15-85A-01R	b8d9bb6f-1c95-4208-aa03-05a79f569fb5	HCM-SANG-0298-C15-85A-01R-A79P-41	1.48	8.2	'--	'--	'--	0.18	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	43cf7159-9c43-4a01-91ef-ca5df26acfca	HCM-SANG-0298-C15	e38cc93c-1141-466f-8a0a-620dfe69b88b	HCM-SANG-0298-C15-85A	dcabea21-d38e-5c97-9372-3e33d830838f	'--	eadfd063-84cd-445c-aaad-2ba08d291b91	HCM-SANG-0298-C15-85A-01D	5728eff0-b186-46dc-9ab9-33cff6c5a168	HCM-SANG-0298-C15-85A-01D-A79M-36	13.6	80.0	'--	'--	'--	0.17	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	45f60f6f-3ee8-4da5-b3de-bd5e29b25198	HCM-BROD-0138-C25	2819b821-8cb0-44f3-a0cf-7ce72d617eb4	HCM-BROD-0138-C25-85B	7245b074-9559-5642-9449-a3f241ba7ae9	'--	a5e12f7e-4f5d-4266-88f9-16c23770ea27	HCM-BROD-0138-C25-85B-01R	649daa2a-551e-44b6-a8e8-69c61220cb56	HCM-BROD-0138-C25-85B-01R-A79O-41	1.45	14.5	'--	'--	'--	0.1	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	45f60f6f-3ee8-4da5-b3de-bd5e29b25198	HCM-BROD-0138-C25	2819b821-8cb0-44f3-a0cf-7ce72d617eb4	HCM-BROD-0138-C25-85B	e9ec34d1-0e8c-5936-be2f-a08ee07d737e	'--	fc5f2091-d13a-48ed-bbf3-46a38cac833a	HCM-BROD-0138-C25-85B-01D	8a48e810-52c6-42ef-a3a2-25df76ad048c	HCM-BROD-0138-C25-85B-01D-A79L-36	1.92	64.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	45f60f6f-3ee8-4da5-b3de-bd5e29b25198	HCM-BROD-0138-C25	6544ff63-f271-4a02-a11b-4b69feb18ec3	HCM-BROD-0138-C25-10A	9486eb98-2403-4138-b4ca-c80e6e9f7170	HCM-BROD-0138-C25-10A-01	a08586f3-7de8-4849-a072-b174389088b5	HCM-BROD-0138-C25-10A-01D	6214e47e-204a-4205-8b78-2ccf320e9d5c	HCM-BROD-0138-C25-10A-01D-A79L-36	0.85	28.2	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	46b1210c-4042-4c67-9e68-06e960f201f2	HCM-BROD-0051-C64	0827ee44-964e-4dbf-8437-b2e11eb1d5f9	HCM-BROD-0051-C64-10A	848e1c9d-f452-45de-8cdf-36d6b7810d10	HCM-BROD-0051-C64-10A-01	6d1b40ae-0185-4231-9048-1fea269b0b58	HCM-BROD-0051-C64-10A-01D	16f195ac-95bd-4e7f-a91f-1fdf84221f71	HCM-BROD-0051-C64-10A-01D-A79L-36	1.8	60.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	46b1210c-4042-4c67-9e68-06e960f201f2	HCM-BROD-0051-C64	195411fa-6503-42fd-b240-548a1c33e660	HCM-BROD-0051-C64-85A	553f006b-f792-5072-8f50-bdb03662302d	'--	821141eb-9892-4e95-a518-98e0406ab3cb	HCM-BROD-0051-C64-85A-01D	c8568580-df29-4411-a609-6d00bee5230b	HCM-BROD-0051-C64-85A-01D-A79L-36	2.4	80.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	46b1210c-4042-4c67-9e68-06e960f201f2	HCM-BROD-0051-C64	62ea3f36-5a2b-48f5-ae12-a51d12dfac22	HCM-BROD-0051-C64-85B	028af06d-0114-5490-bea7-e5809473d775	'--	efb87271-da1e-408d-8d1d-a4dbcf7e2ae5	HCM-BROD-0051-C64-85B-01R	d294be1e-4e43-4953-beb3-8582fd0a3ba3	HCM-BROD-0051-C64-85B-01R-A79O-41	1.5	10.7	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	46b1210c-4042-4c67-9e68-06e960f201f2	HCM-BROD-0051-C64	7f03c144-303d-413c-94a2-2df61b05f462	HCM-BROD-0051-C64-06B	6d6823dd-ef82-4159-9329-643df9acb49d	HCM-BROD-0051-C64-06B-01	4cf28bf6-ce07-4f47-9f55-7f4bbbac0703	HCM-BROD-0051-C64-06B-01D	f42ee8e8-384a-41e2-afa0-614539b695a0	HCM-BROD-0051-C64-06B-01D-A79L-36	1.44	48.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	46b1210c-4042-4c67-9e68-06e960f201f2	HCM-BROD-0051-C64	8b997e5e-0ee5-44ca-9ccb-1854b4bc7ff3	HCM-BROD-0051-C64-86A	32351feb-15a5-577e-9700-7361b30ab8b8	'--	34fd97ba-4f06-4dff-ae43-94c473e73340	HCM-BROD-0051-C64-86A-01R	38b76714-b7b8-4808-bfb7-a6b080f73593	HCM-BROD-0051-C64-86A-01R-A85D-41	1.5	8.8	'--	'--	'--	0.17	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	46b1210c-4042-4c67-9e68-06e960f201f2	HCM-BROD-0051-C64	8b997e5e-0ee5-44ca-9ccb-1854b4bc7ff3	HCM-BROD-0051-C64-86A	4aca081c-3eb8-563e-bf38-8537bc65d5df	'--	f9285a58-700d-407b-aa2f-e8257d752d63	HCM-BROD-0051-C64-86A-01D	b623fc18-374a-41d4-af8c-b52e11aa5b2b	HCM-BROD-0051-C64-86A-01D-A85C-36	2.4	80.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	47322ea3-6bbe-442b-a656-c48469cc99c1	HCM-BROD-0335-C43	2ccdf84e-0d53-4b91-9dcc-939951f722b6	HCM-BROD-0335-C43-85M	42d7666c-03f5-57f2-af2d-7e0339a778f6	'--	e7fd0047-27bb-4ffd-837f-6ff05d54baaf	HCM-BROD-0335-C43-85M-01D	06d1a983-858f-454a-9b0d-448bf29670cc	HCM-BROD-0335-C43-85M-01D-A78T-36	2.4	80.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	47322ea3-6bbe-442b-a656-c48469cc99c1	HCM-BROD-0335-C43	2ccdf84e-0d53-4b91-9dcc-939951f722b6	HCM-BROD-0335-C43-85M	f0324f23-0849-5bc5-b143-d31f419e6301	'--	f9a2e102-f495-4ec8-b038-25beaa892cc1	HCM-BROD-0335-C43-85M-01R	839a15d8-9c22-4f82-a89a-c6dcf8c1e0bd	HCM-BROD-0335-C43-85M-01R-A78V-41	1.52	11.7	'--	'--	'--	0.13	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	47322ea3-6bbe-442b-a656-c48469cc99c1	HCM-BROD-0335-C43	6cacdfa9-89e3-4984-926c-69e94ee7ca1a	HCM-BROD-0335-C43-10A	b848a38c-2e03-4518-b5e3-0f6ab0144719	HCM-BROD-0335-C43-10A-01	107931a1-6be8-4b2c-8f7c-de22523b3045	HCM-BROD-0335-C43-10A-01D	31c27aec-0049-4da6-b748-0dd5d93d76c5	HCM-BROD-0335-C43-10A-01D-A78T-36	1.8	60.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	4829dd8c-5445-41b3-ae37-bbcc333e8c9e	HCM-BROD-0001-C18	04bbf585-fd12-4c41-b6b1-2214a5826286	HCM-BROD-0001-C18-06A	ddea617a-e13c-4b8c-9c32-ff9c837acc28	HCM-BROD-0001-C18-06A-21	105414b5-f9f3-4f9e-aea7-ea29dc823dbd	HCM-BROD-0001-C18-06A-21D	3e4e1eca-35d5-4556-94a3-b230e1bf7c6e	HCM-BROD-0001-C18-06A-21D-A82H-36	2.4	80.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	4829dd8c-5445-41b3-ae37-bbcc333e8c9e	HCM-BROD-0001-C18	04bbf585-fd12-4c41-b6b1-2214a5826286	HCM-BROD-0001-C18-06A	ddea617a-e13c-4b8c-9c32-ff9c837acc28	HCM-BROD-0001-C18-06A-21	fb0939d5-2543-4d72-9d9b-e40b932816f8	HCM-BROD-0001-C18-06A-21R	621dbe0e-3a73-45eb-a6ea-5df5aacbbcdd	HCM-BROD-0001-C18-06A-21R-A82J-41	1.65	11.0	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	4829dd8c-5445-41b3-ae37-bbcc333e8c9e	HCM-BROD-0001-C18	b86c4689-af28-45f0-b726-fcea32d46f88	HCM-BROD-0001-C18-85M	540d76e8-bde9-59fd-a7eb-15574464c040	'--	1dc37965-3082-45ba-97b7-27c4237671b2	HCM-BROD-0001-C18-85M-01D	7ea1f7cb-e9a9-49f6-b2b5-3e6288fd9372	HCM-BROD-0001-C18-85M-01D-A82H-36	2.4	80.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	4829dd8c-5445-41b3-ae37-bbcc333e8c9e	HCM-BROD-0001-C18	b86c4689-af28-45f0-b726-fcea32d46f88	HCM-BROD-0001-C18-85M	ebfb1655-eb47-5fd4-b41e-18e2f69657ff	'--	7c6df2b1-2bdf-4458-89b2-29a6b1d71400	HCM-BROD-0001-C18-85M-01R	1436a6b8-e82e-49f1-b03a-295d100efd0c	HCM-BROD-0001-C18-85M-01R-A82J-41	1.65	11.0	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	4829dd8c-5445-41b3-ae37-bbcc333e8c9e	HCM-BROD-0001-C18	d1cb7521-a0cd-49f2-bf93-b02b6d99e7d5	HCM-BROD-0001-C18-10A	66233b5c-d2d8-4822-b0e8-ca7fd4081bf5	HCM-BROD-0001-C18-10A-01	ff3f5361-79be-45ca-9d8f-421152d314ec	HCM-BROD-0001-C18-10A-01D	cab6c807-024a-4f7e-be78-dbeda86f16e8	HCM-BROD-0001-C18-10A-01D-A82H-36	1.8	60.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
HCMI-CMDC	489ae53c-0c19-433b-b22d-8dc09f2161be	HCM-CSHL-0180-C25	13755f14-1596-4b00-bd74-4de2c3d52689	HCM-CSHL-0180-C25-85B	128e1b85-df6f-5078-aabc-0bf73914a030	'--	a225edc3-f67a-4c92-ba81-5f594ea361ee	HCM-CSHL-0180-C25-85B-01D	67333dbc-cbc8-4c00-b814-35a0ee21dea9	HCM-CSHL-0180-C25-85B-01D-A79L-36	2.4	80.0	'--	'--	'--	0.03	'--	'--	'--	'--	'--	'--	'--	'--	23	released
