treatmentid	sampleid	Dose	Response
Venetoclax	140986	19.95	16.68
Venetoclax	140986	49.88	35.45
Venetoclax	140994	0.0021	61.44
Venetoclax	140994	0.00519	59.72
Venetoclax	140994	0.00998	71.86
Venetoclax	140994	0.02992	74.15
Venetoclax	140994	0.0798	43.87
Venetoclax	140994	0.1995	49.73
Venetoclax	140994	0.5087	64.02
Venetoclax	140994	0.9975	48.94
Venetoclax	140994	2.993	33.18
Venetoclax	140994	7.98	20.13
Venetoclax	140994	19.95	11.21
Venetoclax	140994	49.88	3.8
Venetoclax	141065	0.0021	107.37
Venetoclax	141065	0.00519	100.71
Venetoclax	141065	0.00998	100.96
Venetoclax	141065	0.02992	65.01
Venetoclax	141065	0.0798	39.63
Venetoclax	141065	0.1995	21.01
Venetoclax	141065	0.5087	19.11
Venetoclax	141065	0.9975	19.1
Venetoclax	141065	2.993	15.54
Venetoclax	141065	7.98	7.11
Venetoclax	141065	19.95	4.83
Venetoclax	141065	49.88	3.79
Venetoclax	141110	0.0021	84.4
Venetoclax	141110	0.00519	80.14
Venetoclax	141110	0.00998	81.88
Venetoclax	141110	0.02992	41.84
Venetoclax	141110	0.0798	19.9
Venetoclax	141110	0.1995	18.78
Venetoclax	141110	0.5087	23.74
Venetoclax	141110	0.9975	10.31
Venetoclax	141110	2.993	5.64
Venetoclax	141110	7.98	13.12
Venetoclax	141110	19.95	19.34
Venetoclax	141110	49.88	3.62
Venetoclax	150017	0.0021	100.8
Venetoclax	150017	0.00519	84.72
Venetoclax	150017	0.00998	84.38
Venetoclax	150017	0.02992	74.47
Venetoclax	150017	0.0798	64.56
Venetoclax	150017	0.1995	46.94
Venetoclax	150017	0.5087	23.26
Venetoclax	150017	0.9975	20.57
Venetoclax	150017	2.993	7.08
Venetoclax	150017	7.98	7.52
Venetoclax	150017	19.95	3.84
Venetoclax	150017	49.88	2.83
Venetoclax	141059	0.0021	92.79
Venetoclax	141059	0.00519	98.33
Venetoclax	141059	0.00998	88.94
Venetoclax	141059	0.02992	77.16
Venetoclax	141059	0.0798	54.32
Venetoclax	141059	0.1995	54.33
Venetoclax	141059	0.5087	43.73
Venetoclax	141059	0.9975	47.09
Venetoclax	141059	2.993	43.07
Venetoclax	141059	7.98	34.23
Venetoclax	141059	19.95	41.21
Venetoclax	141059	49.88	19.62
Venetoclax	140630	0.0021	90.08
Venetoclax	140630	0.00519	93.99
Venetoclax	140630	0.00998	89.37
Venetoclax	140630	0.02992	77.95
Venetoclax	140630	0.0798	83.83
Venetoclax	140630	0.1995	55.16
Venetoclax	140630	0.5087	43.96
Venetoclax	140630	0.9975	33.01
Venetoclax	140630	2.993	27.94
Venetoclax	140630	7.98	35.28
Venetoclax	140630	19.95	17.8
Venetoclax	140630	49.88	14.38
Venetoclax	140690	0.0021	87.65
Venetoclax	140690	0.00519	85.82
Venetoclax	140690	0.00998	90.26
Venetoclax	140690	0.02992	80.76
Venetoclax	140690	0.0798	90.33
Venetoclax	140690	0.1995	76.42
Venetoclax	140690	0.5087	70.92
Venetoclax	140690	0.9975	40.76
Venetoclax	140690	2.993	28
Venetoclax	140690	7.98	57.6
Venetoclax	140690	19.95	56.29
Venetoclax	140690	49.88	27.8
Venetoclax	140699	0.0021	86.16
Venetoclax	140699	0.00519	87.01
Venetoclax	140699	0.00998	77.54
Venetoclax	140699	0.02992	64.84
Venetoclax	140699	0.0798	41.95
Venetoclax	140699	0.1995	37.99
Venetoclax	140699	0.499	14.55
Venetoclax	140699	0.5087	21.9
Venetoclax	140699	1.5	3.38
Venetoclax	140699	3.99	12.38
Venetoclax	140699	9.98	7.02
Venetoclax	140699	24.9	-1.35
Venetoclax	140743	0.0021	95.35
Venetoclax	140743	0.00519	90.99
Venetoclax	140743	0.00998	83.2
Venetoclax	140743	0.02992	68.37
Venetoclax	140743	0.0798	62.18
Venetoclax	140743	0.1995	48.72
Venetoclax	140743	0.499	29.57
Venetoclax	140743	0.5087	31.76
Venetoclax	140743	1.5	17.6
Venetoclax	140743	3.99	19.03
Venetoclax	140743	9.98	14.41
Venetoclax	140743	24.9	12.55
Venetoclax	140915	0.0021	82.34
Venetoclax	140915	0.00519	164.73
Venetoclax	140915	0.00998	81.47
Venetoclax	140915	0.02992	64.52
Venetoclax	140915	0.0798	79.98
Venetoclax	140915	0.1995	25.93
Venetoclax	140915	0.499	29.42
Venetoclax	140915	0.5087	29.26
Venetoclax	140915	1.5	15.41
Venetoclax	140915	3.99	3.83
Venetoclax	140915	9.98	16.71
Venetoclax	140915	24.9	1.89
Venetoclax	140877	0.0021	81.68
Venetoclax	140877	0.00519	68.6
Venetoclax	140877	0.00998	63.15
Venetoclax	140877	0.02992	58.42
Venetoclax	140877	0.0798	44.18
Venetoclax	140877	0.1995	23.05
Venetoclax	140877	0.499	10.92
Venetoclax	140877	0.5087	13.46
Venetoclax	140877	1.5	11.79
Venetoclax	140877	3.99	7.73
Venetoclax	140877	9.98	4.45
Venetoclax	140877	24.9	-1.67
Venetoclax	140932	0.0021	85.04
Venetoclax	140932	0.00519	78.18
Venetoclax	140932	0.00998	70.96
Venetoclax	140932	0.02992	57.67
Venetoclax	140932	0.0798	56.45
Venetoclax	140932	0.1995	50
Venetoclax	140932	0.499	46.9
Venetoclax	140932	0.5087	43.76
Venetoclax	140932	1.5	39.52
Venetoclax	140932	3.99	40.74
Venetoclax	140932	9.98	35.81
Venetoclax	140932	24.9	25.11
Venetoclax	140972	0.0021	87.29
Venetoclax	140972	0.00519	76.87
Venetoclax	140972	0.00998	57.47
Venetoclax	140972	0.02992	59.3
Venetoclax	140972	0.0798	40.54
Venetoclax	140972	0.1995	34.08
Venetoclax	140972	0.499	18.07
Venetoclax	140972	0.5087	21.05
Venetoclax	140972	1.5	15.43
Venetoclax	140972	3.99	20.92
Venetoclax	140972	9.98	13.63
Venetoclax	140972	24.9	4.18
Venetoclax	150099	0.0021	84.12
Venetoclax	150099	0.00519	75.74
Venetoclax	150099	0.00998	79.2
Venetoclax	150099	0.02992	64.7
Venetoclax	150099	0.0798	30.38
Venetoclax	150099	0.1995	20.21
Venetoclax	150099	0.499	13.07
Venetoclax	150099	0.5087	12.94
Venetoclax	150099	1.5	10.93
Venetoclax	150099	3.99	13.8
Venetoclax	150099	9.98	9.94
Venetoclax	150099	24.9	1.86
Venetoclax	140699	0.0021	69.24
Venetoclax	140699	0.00519	66.19
Venetoclax	140699	0.00998	58.15
Venetoclax	140699	0.02992	53.78
Venetoclax	140699	0.0798	43.11
Venetoclax	140699	0.1995	34.9
Venetoclax	140699	0.4988	22.56
Venetoclax	140699	0.5087	19.11
Venetoclax	140699	1.496	14.17
Venetoclax	140699	3.99	6.63
Venetoclax	140699	9.975	5.03
Venetoclax	140699	24.94	14.38
Venetoclax	140743	0.0021	113.67
Venetoclax	140743	0.00519	69.66
Venetoclax	140743	0.00998	90.29
Venetoclax	140743	0.02992	64.08
Venetoclax	140743	0.0798	26.98
Venetoclax	140743	0.1995	19.36
Venetoclax	140743	0.4988	17.84
Venetoclax	140743	0.5087	25.05
Venetoclax	140743	1.496	16.51
Venetoclax	140743	3.99	6.76
Venetoclax	140743	9.975	25.97
Venetoclax	140743	24.94	6.45
Venetoclax	140786	0.002095	81.02
Venetoclax	140786	0.005187	131.46
Venetoclax	140786	0.009975	91
Venetoclax	140786	0.02992	76.16
Venetoclax	140786	0.0798	80.82
Venetoclax	140786	0.1995	81.54
Venetoclax	140786	0.499	70.77
Venetoclax	140786	0.5087	55.67
Venetoclax	140786	1.5	52.32
Venetoclax	140786	3.99	38.13
Venetoclax	140786	9.98	15.86
Venetoclax	140786	24.9	10.34
Venetoclax	140877	0.0021	73.73
Venetoclax	140877	0.00519	75.66
Venetoclax	140877	0.00998	49.31
Venetoclax	140877	0.02992	58.13
Venetoclax	140877	0.0798	26.74
Venetoclax	140877	0.1995	19.69
Venetoclax	140877	0.4988	4.33
Venetoclax	140877	0.5087	7.11
Venetoclax	140877	1.496	0.94
Venetoclax	140877	3.99	5.1
Venetoclax	140877	9.975	4.78
Venetoclax	140877	24.94	2.07
Venetoclax	140915	0.002095	51.15
Venetoclax	140915	0.005187	55.5
Venetoclax	140915	0.009975	69.67
Venetoclax	140915	0.02992	39.77
Venetoclax	140915	0.0798	33.57
Venetoclax	140915	0.1995	31.81
Venetoclax	140915	0.4988	27.54
Venetoclax	140915	0.5087	16.69
Venetoclax	140915	1.496	18.21
Venetoclax	140915	3.99	12.79
Venetoclax	140915	9.975	5.24
Venetoclax	140915	24.94	20.39
Venetoclax	140932	0.002095	80.44
Venetoclax	140932	0.005187	82.9
Venetoclax	140932	0.009975	75.93
Venetoclax	140932	0.02992	97.43
Venetoclax	140932	0.0798	56.73
Venetoclax	140932	0.1995	63.28
Venetoclax	140932	0.4988	44.24
Venetoclax	140932	0.5087	43.75
Venetoclax	140932	1.496	43.85
Venetoclax	140932	3.99	32.16
Venetoclax	140932	9.975	32.45
Venetoclax	140932	24.94	34.38
Venetoclax	140884	0.0021	88.84
Venetoclax	140884	0.00519	111.87
Venetoclax	140884	0.00998	95.78
Venetoclax	140884	0.02992	69.28
Venetoclax	140884	0.0798	60.68
Venetoclax	140884	0.1995	56.11
Venetoclax	140884	0.4988	42.82
Venetoclax	140884	0.5087	31.81
Venetoclax	140884	1.496	36.88
Venetoclax	140884	3.99	42.93
Venetoclax	140884	9.975	31.64
Venetoclax	140884	24.94	29.83
Venetoclax	140918	0.0021	131.73
Venetoclax	140918	0.00519	114.51
Venetoclax	140918	0.00998	101.73
Venetoclax	140918	0.02992	80.89
Venetoclax	140918	0.0798	80.95
Venetoclax	140918	0.1995	58.29
Venetoclax	140918	0.4988	23.73
Venetoclax	140918	0.5087	44.51
Venetoclax	140918	1.496	29.91
Venetoclax	140918	3.99	30.6
Venetoclax	140918	9.975	28.61
Venetoclax	140918	24.94	22.53
Venetoclax	150108	0.0021	87.64
Venetoclax	150108	0.00519	61.56
Venetoclax	150108	0.00998	76.46
Venetoclax	150108	0.02992	44.32
Venetoclax	150108	0.0798	30.13
Venetoclax	150108	0.1995	23.74
Venetoclax	150108	0.4988	16.84
Venetoclax	150108	0.5087	5.01
Venetoclax	150108	1.496	5.33
Venetoclax	150108	3.99	8.64
Venetoclax	150108	9.975	12.89
Venetoclax	150108	24.94	7.1
Venetoclax	160005	0.0021	105.06
Venetoclax	160005	0.00519	96.11
Venetoclax	160005	0.00998	102.79
Venetoclax	160005	0.02992	79.38
Venetoclax	160005	0.0798	58.4
Venetoclax	160005	0.1995	75.29
Venetoclax	160005	0.4988	53.42
Venetoclax	160005	0.5087	59.39
Venetoclax	160005	1.496	54.42
Venetoclax	160005	3.99	49.28
Venetoclax	160005	9.975	41.7
Venetoclax	160005	24.94	35.84
Crenolanib	130695	0.0021	92.012
Crenolanib	130695	0.0052	73.61
Crenolanib	130695	0.01	126.997
Crenolanib	130695	0.0299	80.991
Crenolanib	130695	0.0798	65.116
Crenolanib	130695	0.1995	38.018
Crenolanib	130695	0.4988	42.973
Crenolanib	130695	0.5087	36.906
Crenolanib	130695	1.496	25.379
Crenolanib	130695	3.99	2.123
Crenolanib	130695	9.975	1.112
Crenolanib	130695	24.94	1.314
Crenolanib	140005	0.0021	70.828
Crenolanib	140005	0.0052	101.628
Crenolanib	140005	0.01	78.68
Crenolanib	140005	0.0299	77.039
Crenolanib	140005	0.0798	56.614
Crenolanib	140005	0.1995	54.241
Crenolanib	140005	0.4988	39.573
Crenolanib	140005	0.5087	45.43
Crenolanib	140005	1.496	11.222
Crenolanib	140005	3.99	0.164
Crenolanib	140005	9.975	0.391
Crenolanib	140005	24.94	0.72
Crenolanib	140899	0.0021	99.57
Crenolanib	140899	0.00519	95.34
Crenolanib	140899	0.00998	90.18
Crenolanib	140899	0.02992	104.43
Crenolanib	140899	0.0798	97.06
Crenolanib	140899	0.1995	94.79
Crenolanib	140899	0.5087	94.79
Crenolanib	140899	0.9975	85.81
Crenolanib	140899	2.993	74.04
Crenolanib	140899	7.98	20.64
Crenolanib	140899	19.95	8.73
Crenolanib	140899	49.88	3.45
Crenolanib	140903	0.0021	105.07
Crenolanib	140903	0.00519	92.44
Crenolanib	140903	0.00998	102.81
Crenolanib	140903	0.02992	90.17
Crenolanib	140903	0.0798	91.85
Crenolanib	140903	0.1995	87.61
Crenolanib	140903	0.5087	77.13
Crenolanib	140903	0.9975	53.7
Crenolanib	140903	2.993	26.93
Crenolanib	140903	7.98	6.5
Crenolanib	140903	19.95	0.12
Crenolanib	140903	49.88	0.23
Crenolanib	150870	0.0021	98.24
Crenolanib	150870	0.00519	95.29
Crenolanib	150870	0.00998	90.21
Crenolanib	150870	0.02992	89.49
Crenolanib	150870	0.0798	90.98
Crenolanib	150870	0.1995	83
Crenolanib	150870	0.5087	78.74
Crenolanib	150870	0.9975	68.08
Crenolanib	150870	2.993	47.42
Crenolanib	150870	7.98	12.13
Crenolanib	150870	19.95	2.44
Crenolanib	150870	49.88	1.49
Crenolanib	150918	0.0021	113.55
Crenolanib	150918	0.00519	96
Crenolanib	150918	0.00998	105.52
Crenolanib	150918	0.02992	88.07
Crenolanib	150918	0.0798	92.11
Crenolanib	150918	0.1995	95.58
Crenolanib	150918	0.5087	87.6
Crenolanib	150918	0.9975	93.89
Crenolanib	150918	2.993	57.62
Crenolanib	150918	7.98	12.65
Crenolanib	150918	19.95	0.49
Crenolanib	150918	49.88	0.66
Crenolanib	151009	0.0021	98.48
Crenolanib	151009	0.00519	104.6
Crenolanib	151009	0.00998	89.16
Crenolanib	151009	0.02992	92.62
Crenolanib	151009	0.0798	123.96
Crenolanib	151009	0.1995	104.29
Crenolanib	151009	0.5087	100.71
Crenolanib	151009	0.9975	110.47
Crenolanib	151009	2.993	84.08
Crenolanib	151009	7.98	19.45
Crenolanib	151009	19.95	1.88
Crenolanib	151009	49.88	0.66
Crenolanib	151492	0.0021	145.71
Crenolanib	151492	0.00519	79.36
Crenolanib	151492	0.00998	99.52
Crenolanib	151492	0.02992	112.9
Crenolanib	151492	0.0798	114.03
Crenolanib	151492	0.1995	98.79
Crenolanib	151492	0.5087	88.79
Crenolanib	151492	0.9975	93.07
Crenolanib	151492	2.993	73.24
Crenolanib	151492	7.98	13.66
Crenolanib	151492	19.95	3.1
Crenolanib	151492	49.88	2.94
Crenolanib	151494	0.0021	84.53
Crenolanib	151494	0.00519	89.54
Crenolanib	151494	0.00998	84.96
Crenolanib	151494	0.02992	99.44
Crenolanib	151494	0.0798	86.77
Crenolanib	151494	0.1995	62.45
Crenolanib	151494	0.5087	67.39
Crenolanib	151494	0.9975	57.09
Crenolanib	151494	2.993	35.31
Crenolanib	151494	7.98	4.97
Crenolanib	151494	19.95	1.09
Crenolanib	151494	49.88	1.12
Crenolanib	160025	0.0021	100.06
Crenolanib	160025	0.00519	99.13
Crenolanib	160025	0.00998	97.06
Crenolanib	160025	0.02992	92.71
Crenolanib	160025	0.0798	100.41
Crenolanib	160025	0.1995	115.96
Crenolanib	160025	0.5087	86.84
Crenolanib	160025	0.9975	100.3
Crenolanib	160025	2.993	66.8
Crenolanib	160025	7.98	15
Crenolanib	160025	19.95	2.38
Crenolanib	160025	49.88	1.41
Crenolanib	160312	0.0021	89.4
Crenolanib	160312	0.00519	72.14
Crenolanib	160312	0.00998	81.71
Crenolanib	160312	0.02992	64.23
Crenolanib	160312	0.0798	60.67
Crenolanib	160312	0.1995	74.16
Crenolanib	160312	0.5087	61.31
Crenolanib	160312	0.9975	53.33
Crenolanib	160312	2.993	25.46
Crenolanib	160312	7.98	7.43
Crenolanib	160312	19.95	1.32
Crenolanib	160312	49.88	0.54
Crenolanib	160545	0.0021	98.05
Crenolanib	160545	0.00519	91.82
Crenolanib	160545	0.00998	107.5
Crenolanib	160545	0.02992	105.09
Crenolanib	160545	0.0798	92.59
Crenolanib	160545	0.1995	104.41
Crenolanib	160545	0.5087	105.18
Crenolanib	160545	0.9975	91.55
Crenolanib	160545	2.993	82.65
Crenolanib	160545	7.98	28.16
Crenolanib	160545	19.95	8.07
Crenolanib	160545	49.88	2.38
Crenolanib	160616	0.0021	89.28
Crenolanib	160616	0.00519	98.07
Crenolanib	160616	0.00998	106.65
Crenolanib	160616	0.02992	116.61
Crenolanib	160616	0.0798	121.41
Crenolanib	160616	0.1995	97.28
Crenolanib	160616	0.5087	87.43
Crenolanib	160616	0.9975	77.23
Crenolanib	160616	2.993	52.65
Crenolanib	160616	7.98	12.37
Crenolanib	160616	19.95	0.77
Crenolanib	160616	49.88	1
Crenolanib	160622	0.0021	107.35
Crenolanib	160622	0.00519	108.25
Crenolanib	160622	0.00998	114.2
Crenolanib	160622	0.02992	99.05
Crenolanib	160622	0.0798	103.47
Crenolanib	160622	0.1995	100.39
Crenolanib	160622	0.5087	95.38
Crenolanib	160622	0.9975	82.17
Crenolanib	160622	2.993	78.4
Crenolanib	160622	7.98	21.73
Crenolanib	160622	19.95	1.52
Crenolanib	160622	49.88	0.81
Crenolanib	160778	0.0021	111.92
Crenolanib	160778	0.00519	109.36
Crenolanib	160778	0.00998	96.62
Crenolanib	160778	0.02992	87.78
Crenolanib	160778	0.0798	85.13
Crenolanib	160778	0.1995	83.93
Crenolanib	160778	0.5087	87.38
Crenolanib	160778	0.9975	81.95
Crenolanib	160778	2.993	67.98
Crenolanib	160778	7.98	19.8
Crenolanib	160778	19.95	2.67
Crenolanib	160778	49.88	0.74
Crenolanib	160781	0.0021	121.45
Crenolanib	160781	0.00519	91.14
Crenolanib	160781	0.00998	125.64
Crenolanib	160781	0.02992	109.56
Crenolanib	160781	0.0798	124.24
Crenolanib	160781	0.1995	112.82
Crenolanib	160781	0.5087	118.65
Crenolanib	160781	0.9975	83.92
Crenolanib	160781	2.993	105.13
Crenolanib	160781	7.98	38.23
Crenolanib	160781	19.95	4.9
Crenolanib	160781	49.88	6.29
Crenolanib	160890	0.0021	100.08
Crenolanib	160890	0.00519	96.52
Crenolanib	160890	0.00998	97.73
Crenolanib	160890	0.02992	85.89
Crenolanib	160890	0.0798	91.25
Crenolanib	160890	0.1995	91.44
Crenolanib	160890	0.5087	86.77
Crenolanib	160890	0.9975	82.09
Crenolanib	160890	2.993	41.25
Crenolanib	160890	7.98	9.74
Crenolanib	160890	19.95	0.51
Crenolanib	160890	49.88	0.34
Crenolanib	161192	0.0021	90.14
Crenolanib	161192	0.00519	80.79
Crenolanib	161192	0.00998	100.26
Crenolanib	161192	0.02992	96.54
Crenolanib	161192	0.0798	90.91
Crenolanib	161192	0.1995	118.31
Crenolanib	161192	0.5087	61.33
Crenolanib	161192	0.9975	82.2
Crenolanib	161192	2.993	49.17
Crenolanib	161192	7.98	8.32
Crenolanib	161192	19.95	10.12
Crenolanib	161192	49.88	5.25
Crenolanib	141018	0.0021	110.54
Crenolanib	141018	0.00519	120.23
Crenolanib	141018	0.00998	101.31
Crenolanib	141018	0.02992	87.41
Crenolanib	141018	0.0798	99.72
Crenolanib	141018	0.1995	78.18
Crenolanib	141018	0.5087	126.04
Crenolanib	141018	0.998	98.69
Crenolanib	141018	2.99	71.79
Crenolanib	141018	7.98	20.28
Crenolanib	141018	20	2.28
Crenolanib	141018	49.9	0.68
Crenolanib	150441	0.0021	107.43
Crenolanib	150441	0.00519	101.93
Crenolanib	150441	0.00998	114.01
Crenolanib	150441	0.02992	115.32
Crenolanib	150441	0.0798	110.66
Crenolanib	150441	0.1995	97.29
Crenolanib	150441	0.5087	96.92
Crenolanib	150441	0.998	90.96
Crenolanib	150441	2.99	75.16
Crenolanib	150441	7.98	32.22
Crenolanib	150441	20	3.44
Crenolanib	150441	49.9	1.61
Crenolanib	150718	0.0021	83.07
Crenolanib	150718	0.00519	88.99
Crenolanib	150718	0.00998	101.99
Crenolanib	150718	0.02992	76.38
Crenolanib	150718	0.0798	107.9
Crenolanib	150718	0.1995	77.26
Crenolanib	150718	0.5087	70.47
Crenolanib	150718	0.998	55.43
Crenolanib	150718	2.99	56.89
Crenolanib	150718	7.98	7.81
Crenolanib	150718	20	1.02
Crenolanib	150718	49.9	1.99
Crenolanib	150793	0.0021	70.11
Crenolanib	150793	0.00519	83.93
Crenolanib	150793	0.00998	69.66
Crenolanib	150793	0.02992	71.89
Crenolanib	150793	0.0798	55.86
Crenolanib	150793	0.1995	47.73
Crenolanib	150793	0.5087	48.09
Crenolanib	150793	0.998	53.62
Crenolanib	150793	2.99	30.69
Crenolanib	150793	7.98	3.1
Crenolanib	150793	20	0.94
Crenolanib	150793	49.9	0.48
Crenolanib	151149	0.0021	86.31
Crenolanib	151149	0.00519	106.46
Crenolanib	151149	0.00998	84.32
Crenolanib	151149	0.02992	79.52
Crenolanib	151149	0.0798	41.3
Crenolanib	151149	0.1995	40.29
Crenolanib	151149	0.5087	35.53
Crenolanib	151149	0.998	37.54
Crenolanib	151149	2.99	15.92
Crenolanib	151149	7.98	3.35
Crenolanib	151149	20	0.1
Crenolanib	151149	49.9	0.12
Crenolanib	151620	0.0021	112.58
Crenolanib	151620	0.00519	143.39
Crenolanib	151620	0.00998	101.3
Crenolanib	151620	0.02992	109.99
Crenolanib	151620	0.0798	53.1
Crenolanib	151620	0.1995	113.97
Crenolanib	151620	0.5087	67.35
Crenolanib	151620	0.998	100
Crenolanib	151620	2.99	56.89
Crenolanib	151620	7.98	0.56
Crenolanib	151620	20	1.39
Crenolanib	151620	49.9	1.02
Crenolanib	150749	0.0021	107.99
Crenolanib	150749	0.00519	91.23
Crenolanib	150749	0.00998	121.08
Crenolanib	150749	0.02992	100.35
Crenolanib	150749	0.0798	93.1
Crenolanib	150749	0.1995	80.71
Crenolanib	150749	0.5087	103.62
Crenolanib	150749	0.998	89.36
Crenolanib	150749	2.99	61.54
Crenolanib	150749	7.98	14.38
Crenolanib	150749	20	4.4
Crenolanib	150749	49.9	0.27
Crenolanib	140692	0.0021	88.91
Crenolanib	140692	0.00519	106.4
Crenolanib	140692	0.00998	93.01
Crenolanib	140692	0.02992	93.53
Crenolanib	140692	0.0798	90.7
Crenolanib	140692	0.1995	46.16
Crenolanib	140692	0.5087	82.91
Crenolanib	140692	0.9975	42.86
Crenolanib	140692	2.993	9.27
Crenolanib	140692	7.98	0.66
Crenolanib	140692	19.95	0.26
Crenolanib	140692	49.88	0.79
Crenolanib	150054	0.0021	96.95
Crenolanib	150054	0.00519	121.48
Crenolanib	150054	0.00998	70.2
Crenolanib	150054	0.02992	109.81
Crenolanib	150054	0.0798	56.55
Crenolanib	150054	0.1995	79.17
Crenolanib	150054	0.5087	103.71
Crenolanib	150054	0.9975	87.19
Crenolanib	150054	2.993	31.06
Crenolanib	150054	7.98	8.8
Crenolanib	150054	19.95	0.24
Crenolanib	150054	49.88	0.84
Crenolanib	150122	0.0021	102
Crenolanib	150122	0.00519	111.36
Crenolanib	150122	0.00998	93.75
Crenolanib	150122	0.02992	102.39
Crenolanib	150122	0.0798	93.31
Crenolanib	150122	0.1995	108.83
Crenolanib	150122	0.5087	100.95
Crenolanib	150122	0.9975	88.43
Crenolanib	150122	2.993	64.75
Crenolanib	150122	7.98	9.51
Crenolanib	150122	19.95	1.72
Crenolanib	150122	49.88	0.9
Crenolanib	150204	0.0021	135.94
Crenolanib	150204	0.00519	83.23
Crenolanib	150204	0.00998	76.52
Crenolanib	150204	0.02992	80.99
Crenolanib	150204	0.0798	101.76
Crenolanib	150204	0.1995	102.88
Crenolanib	150204	0.5087	69.33
Crenolanib	150204	0.9975	140.58
Crenolanib	150204	2.993	84.82
Crenolanib	150204	7.98	18.69
Crenolanib	150204	19.95	4.95
Crenolanib	150204	49.88	1.12
Crenolanib	150412	0.0021	125.5
Crenolanib	150412	0.00519	114.4
Crenolanib	150412	0.00998	115.23
Crenolanib	150412	0.02992	122.02
Crenolanib	150412	0.0798	97.35
Crenolanib	150412	0.1995	130.46
Crenolanib	150412	0.5087	115.89
Crenolanib	150412	0.9975	111.75
Crenolanib	150412	2.993	81.79
Crenolanib	150412	7.98	6.62
Crenolanib	150412	19.95	1.16
Crenolanib	150412	49.88	0
Crenolanib	150851	0.0021	93.73
Crenolanib	150851	0.00519	92.18
Crenolanib	150851	0.00998	91.15
Crenolanib	150851	0.02992	94.96
Crenolanib	150851	0.0798	88.98
Crenolanib	150851	0.1995	85.14
Crenolanib	150851	0.5087	68.66
Crenolanib	150851	0.9975	73.4
Crenolanib	150851	2.993	28.85
Crenolanib	150851	7.98	6.4
Crenolanib	150851	19.95	1.8
Crenolanib	150851	49.88	1.65
Crenolanib	151331	0.0021	107.88
Crenolanib	151331	0.00519	114.25
Crenolanib	151331	0.00998	95.55
Crenolanib	151331	0.02992	120.52
Crenolanib	151331	0.0798	115.54
Crenolanib	151331	0.1995	94.55
Crenolanib	151331	0.5087	107.24
Crenolanib	151331	0.9975	116.64
Crenolanib	151331	2.993	69.39
Crenolanib	151331	7.98	11.99
Crenolanib	151331	19.95	2.04
Crenolanib	151331	49.88	0.99
Crenolanib	140700	0.0021	62.1
Crenolanib	140700	0.00519	71.51
Crenolanib	140700	0.00998	71.41
Crenolanib	140700	0.02992	160.3
Crenolanib	140700	0.0798	10409.24
Crenolanib	140700	0.1995	173.55
Crenolanib	140700	0.5087	110.55
Crenolanib	140700	0.9975	75.31
Crenolanib	140700	2.993	49.91
Crenolanib	140700	7.98	7.34
Crenolanib	140700	19.95	0.1
Crenolanib	140700	49.88	1.85
Crenolanib	140986	0.0021	108.94
Crenolanib	140986	0.00519	103.14
Crenolanib	140986	0.00998	104.86
Crenolanib	140986	0.02992	117.76
Crenolanib	140986	0.0798	94.41
Crenolanib	140986	0.1995	83.14
Crenolanib	140986	0.5087	87.63
Crenolanib	140986	0.9975	71.7
Crenolanib	140986	2.993	31.52
Crenolanib	140986	7.98	22.7
Crenolanib	140986	19.95	15.35
Crenolanib	140986	49.88	9.31
Crenolanib	140994	0.0021	79.45
Crenolanib	140994	0.00519	73.64
Crenolanib	140994	0.00998	110.03
Crenolanib	140994	0.02992	56.52
Crenolanib	140994	0.0798	80.28
Crenolanib	140994	0.1995	107.14
Crenolanib	140994	0.5087	64.26
Crenolanib	140994	0.9975	59.93
Crenolanib	140994	2.993	29.14
Crenolanib	140994	7.98	4.52
Crenolanib	140994	19.95	0.23
Crenolanib	140994	49.88	1.24
Crenolanib	141065	0.0021	96.51
Crenolanib	141065	0.00519	89.85
Crenolanib	141065	0.00998	88.65
Crenolanib	141065	0.02992	83.3
Crenolanib	141065	0.0798	73.62
Crenolanib	141065	0.1995	51.07
Crenolanib	141065	0.5087	39.3
Crenolanib	141065	0.9975	42.78
Crenolanib	141065	2.993	13.32
Crenolanib	141065	7.98	0.28
Crenolanib	141065	19.95	0.59
Crenolanib	141065	49.88	1.06
Crenolanib	141110	0.0021	65.14
Crenolanib	141110	0.00519	51.78
Crenolanib	141110	0.00998	70.77
Crenolanib	141110	0.02992	95
Crenolanib	141110	0.0798	79.22
Crenolanib	141110	0.1995	89.12
Crenolanib	141110	0.5087	71.16
Crenolanib	141110	0.9975	52.8
Crenolanib	141110	2.993	47.66
Crenolanib	141110	7.98	9.15
Crenolanib	141110	19.95	2.35
Crenolanib	141110	49.88	3.42
Crenolanib	150017	0.0021	90.32
Crenolanib	150017	0.00519	106.44
Crenolanib	150017	0.00998	98.71
Crenolanib	150017	0.02992	110.34
Crenolanib	150017	0.0798	103.5
Crenolanib	150017	0.1995	100.69
Crenolanib	150017	0.5087	85.3
Crenolanib	150017	0.9975	81.39
Crenolanib	150017	2.993	63.66
Crenolanib	150017	7.98	15.54
Crenolanib	150017	19.95	0.89
Crenolanib	150017	49.88	1.07
Crenolanib	141059	0.0021	90.06
Crenolanib	141059	0.00519	99.96
Crenolanib	141059	0.00998	92.85
Crenolanib	141059	0.02992	92.2
Crenolanib	141059	0.0798	94.81
