treatmentid	sampleid	Dose	Response
Ruxolitinib	160005	9.975	11.37
Ruxolitinib	160005	24.94	0.82
2-fluoroAraA (fludarabine)	130695	0.0021	83.659
2-fluoroAraA (fludarabine)	130695	0.0052	46.829
2-fluoroAraA (fludarabine)	130695	0.01	73.293
2-fluoroAraA (fludarabine)	130695	0.0299	44.512
2-fluoroAraA (fludarabine)	130695	0.0798	57.195
2-fluoroAraA (fludarabine)	130695	0.1995	40.122
2-fluoroAraA (fludarabine)	130695	0.4988	30
2-fluoroAraA (fludarabine)	130695	0.5087	39.878
2-fluoroAraA (fludarabine)	130695	1.496	35.122
2-fluoroAraA (fludarabine)	130695	3.99	21.22
2-fluoroAraA (fludarabine)	130695	9.975	14.146
2-fluoroAraA (fludarabine)	130695	24.94	16.585
2-fluoroAraA (fludarabine)	140005	0.0021	83.841
2-fluoroAraA (fludarabine)	140005	0.0052	68.889
2-fluoroAraA (fludarabine)	140005	0.01	62.15
2-fluoroAraA (fludarabine)	140005	0.0299	128.672
2-fluoroAraA (fludarabine)	140005	0.0798	82.415
2-fluoroAraA (fludarabine)	140005	0.1995	50.556
2-fluoroAraA (fludarabine)	140005	0.4988	10.918
2-fluoroAraA (fludarabine)	140005	0.5087	36.981
2-fluoroAraA (fludarabine)	140005	1.496	13.43
2-fluoroAraA (fludarabine)	140005	3.99	5.725
2-fluoroAraA (fludarabine)	140005	9.975	3.841
2-fluoroAraA (fludarabine)	140005	24.94	3.599
2-fluoroAraA (fludarabine)	140899	0.0021	102.82
2-fluoroAraA (fludarabine)	140899	0.00519	93.18
2-fluoroAraA (fludarabine)	140899	0.00998	109.95
2-fluoroAraA (fludarabine)	140899	0.02992	106.33
2-fluoroAraA (fludarabine)	140899	0.0798	111.12
2-fluoroAraA (fludarabine)	140899	0.1995	107.14
2-fluoroAraA (fludarabine)	140899	0.5087	83.36
2-fluoroAraA (fludarabine)	140899	0.9975	51.07
2-fluoroAraA (fludarabine)	140899	2.993	35.9
2-fluoroAraA (fludarabine)	140899	7.98	23.68
2-fluoroAraA (fludarabine)	140899	19.95	20.62
2-fluoroAraA (fludarabine)	140899	49.88	14.95
2-fluoroAraA (fludarabine)	140903	0.0021	95.38
2-fluoroAraA (fludarabine)	140903	0.00519	94.43
2-fluoroAraA (fludarabine)	140903	0.00998	98.53
2-fluoroAraA (fludarabine)	140903	0.02992	98.96
2-fluoroAraA (fludarabine)	140903	0.0798	98.39
2-fluoroAraA (fludarabine)	140903	0.1995	97.31
2-fluoroAraA (fludarabine)	140903	0.5087	86.73
2-fluoroAraA (fludarabine)	140903	0.9975	72.72
2-fluoroAraA (fludarabine)	140903	2.993	32.19
2-fluoroAraA (fludarabine)	140903	7.98	20.1
2-fluoroAraA (fludarabine)	140903	19.95	12.02
2-fluoroAraA (fludarabine)	140903	49.88	6.98
2-fluoroAraA (fludarabine)	150870	0.0021	91.5
2-fluoroAraA (fludarabine)	150870	0.00519	75.09
2-fluoroAraA (fludarabine)	150870	0.00998	84.88
2-fluoroAraA (fludarabine)	150870	0.02992	84.2
2-fluoroAraA (fludarabine)	150870	0.0798	84.28
2-fluoroAraA (fludarabine)	150870	0.1995	74.96
2-fluoroAraA (fludarabine)	150870	0.5087	54.48
2-fluoroAraA (fludarabine)	150870	0.9975	40.11
2-fluoroAraA (fludarabine)	150870	2.993	24.67
2-fluoroAraA (fludarabine)	150870	7.98	19.47
2-fluoroAraA (fludarabine)	150870	19.95	16.07
2-fluoroAraA (fludarabine)	150870	49.88	10.89
2-fluoroAraA (fludarabine)	150918	0.0021	96.61
2-fluoroAraA (fludarabine)	150918	0.00519	84.09
2-fluoroAraA (fludarabine)	150918	0.00998	87.83
2-fluoroAraA (fludarabine)	150918	0.02992	77.16
2-fluoroAraA (fludarabine)	150918	0.0798	85.96
2-fluoroAraA (fludarabine)	150918	0.1995	79.51
2-fluoroAraA (fludarabine)	150918	0.5087	56.24
2-fluoroAraA (fludarabine)	150918	0.9975	49.22
2-fluoroAraA (fludarabine)	150918	2.993	31.42
2-fluoroAraA (fludarabine)	150918	7.98	20.3
2-fluoroAraA (fludarabine)	150918	19.95	17.14
2-fluoroAraA (fludarabine)	150918	49.88	10.99
2-fluoroAraA (fludarabine)	151009	0.0021	84.09
2-fluoroAraA (fludarabine)	151009	0.00519	83.24
2-fluoroAraA (fludarabine)	151009	0.00998	88.81
2-fluoroAraA (fludarabine)	151009	0.02992	89.56
2-fluoroAraA (fludarabine)	151009	0.0798	78.33
2-fluoroAraA (fludarabine)	151009	0.1995	83.14
2-fluoroAraA (fludarabine)	151009	0.5087	81.73
2-fluoroAraA (fludarabine)	151009	0.9975	69.92
2-fluoroAraA (fludarabine)	151009	2.993	37.16
2-fluoroAraA (fludarabine)	151009	7.98	31.71
2-fluoroAraA (fludarabine)	151009	19.95	25.54
2-fluoroAraA (fludarabine)	151009	49.88	16.5
2-fluoroAraA (fludarabine)	151492	0.0021	93.29
2-fluoroAraA (fludarabine)	151492	0.00519	92.4
2-fluoroAraA (fludarabine)	151492	0.00998	62.79
2-fluoroAraA (fludarabine)	151492	0.02992	110.73
2-fluoroAraA (fludarabine)	151492	0.0798	115.83
2-fluoroAraA (fludarabine)	151492	0.1995	85.69
2-fluoroAraA (fludarabine)	151492	0.5087	83.27
2-fluoroAraA (fludarabine)	151492	0.9975	88.19
2-fluoroAraA (fludarabine)	151492	2.993	62.34
2-fluoroAraA (fludarabine)	151492	7.98	51.61
2-fluoroAraA (fludarabine)	151492	19.95	45.17
2-fluoroAraA (fludarabine)	151492	49.88	35.24
2-fluoroAraA (fludarabine)	151494	0.0021	87.22
2-fluoroAraA (fludarabine)	151494	0.00519	75.99
2-fluoroAraA (fludarabine)	151494	0.00998	90.51
2-fluoroAraA (fludarabine)	151494	0.02992	119.65
2-fluoroAraA (fludarabine)	151494	0.0798	89.15
2-fluoroAraA (fludarabine)	151494	0.1995	70.68
2-fluoroAraA (fludarabine)	151494	0.5087	43.4
2-fluoroAraA (fludarabine)	151494	0.9975	58.35
2-fluoroAraA (fludarabine)	151494	2.993	55.99
2-fluoroAraA (fludarabine)	151494	7.98	34.13
2-fluoroAraA (fludarabine)	151494	19.95	14.49
2-fluoroAraA (fludarabine)	151494	49.88	3.02
2-fluoroAraA (fludarabine)	160025	0.0021	98.83
2-fluoroAraA (fludarabine)	160025	0.00519	85
2-fluoroAraA (fludarabine)	160025	0.00998	94.73
2-fluoroAraA (fludarabine)	160025	0.02992	80.53
2-fluoroAraA (fludarabine)	160025	0.0798	104.38
2-fluoroAraA (fludarabine)	160025	0.1995	78.82
2-fluoroAraA (fludarabine)	160025	0.5087	67.18
2-fluoroAraA (fludarabine)	160025	0.9975	46.04
2-fluoroAraA (fludarabine)	160025	2.993	29.86
2-fluoroAraA (fludarabine)	160025	7.98	23.65
2-fluoroAraA (fludarabine)	160025	19.95	20.57
2-fluoroAraA (fludarabine)	160025	49.88	9.08
2-fluoroAraA (fludarabine)	160312	0.0021	86.65
2-fluoroAraA (fludarabine)	160312	0.00519	87.93
2-fluoroAraA (fludarabine)	160312	0.00998	92.29
2-fluoroAraA (fludarabine)	160312	0.02992	89.71
2-fluoroAraA (fludarabine)	160312	0.0798	100.33
2-fluoroAraA (fludarabine)	160312	0.1995	102.35
2-fluoroAraA (fludarabine)	160312	0.5087	90.55
2-fluoroAraA (fludarabine)	160312	0.9975	81.39
2-fluoroAraA (fludarabine)	160312	2.993	43.82
2-fluoroAraA (fludarabine)	160312	7.98	20.45
2-fluoroAraA (fludarabine)	160312	19.95	5.15
2-fluoroAraA (fludarabine)	160312	49.88	2.6
2-fluoroAraA (fludarabine)	160545	0.0021	98.75
2-fluoroAraA (fludarabine)	160545	0.00519	84.16
2-fluoroAraA (fludarabine)	160545	0.00998	96.43
2-fluoroAraA (fludarabine)	160545	0.02992	110.85
2-fluoroAraA (fludarabine)	160545	0.0798	97.31
2-fluoroAraA (fludarabine)	160545	0.1995	97.29
2-fluoroAraA (fludarabine)	160545	0.5087	68.62
2-fluoroAraA (fludarabine)	160545	0.9975	62.32
2-fluoroAraA (fludarabine)	160545	2.993	37.05
2-fluoroAraA (fludarabine)	160545	7.98	27.42
2-fluoroAraA (fludarabine)	160545	19.95	24.65
2-fluoroAraA (fludarabine)	160545	49.88	17.94
2-fluoroAraA (fludarabine)	160616	0.0021	81.66
2-fluoroAraA (fludarabine)	160616	0.00519	72.16
2-fluoroAraA (fludarabine)	160616	0.00998	94.24
2-fluoroAraA (fludarabine)	160616	0.02992	88.25
2-fluoroAraA (fludarabine)	160616	0.0798	93.63
2-fluoroAraA (fludarabine)	160616	0.1995	68.23
2-fluoroAraA (fludarabine)	160616	0.5087	54.23
2-fluoroAraA (fludarabine)	160616	0.9975	21.09
2-fluoroAraA (fludarabine)	160616	2.993	25.02
2-fluoroAraA (fludarabine)	160616	7.98	18
2-fluoroAraA (fludarabine)	160616	19.95	10.98
2-fluoroAraA (fludarabine)	160616	49.88	8.39
2-fluoroAraA (fludarabine)	160622	0.0021	106.64
2-fluoroAraA (fludarabine)	160622	0.00519	103.49
2-fluoroAraA (fludarabine)	160622	0.00998	105.06
2-fluoroAraA (fludarabine)	160622	0.02992	90.04
2-fluoroAraA (fludarabine)	160622	0.0798	95.87
2-fluoroAraA (fludarabine)	160622	0.1995	85.9
2-fluoroAraA (fludarabine)	160622	0.5087	69.56
2-fluoroAraA (fludarabine)	160622	0.9975	54.47
2-fluoroAraA (fludarabine)	160622	2.993	42.56
2-fluoroAraA (fludarabine)	160622	7.98	38.51
2-fluoroAraA (fludarabine)	160622	19.95	31.12
2-fluoroAraA (fludarabine)	160622	49.88	20
2-fluoroAraA (fludarabine)	160778	0.0021	106.28
2-fluoroAraA (fludarabine)	160778	0.00519	82.99
2-fluoroAraA (fludarabine)	160778	0.00998	98.53
2-fluoroAraA (fludarabine)	160778	0.02992	96.76
2-fluoroAraA (fludarabine)	160778	0.0798	86.15
2-fluoroAraA (fludarabine)	160778	0.1995	84.23
2-fluoroAraA (fludarabine)	160778	0.5087	65.87
2-fluoroAraA (fludarabine)	160778	0.9975	64.28
2-fluoroAraA (fludarabine)	160778	2.993	37.07
2-fluoroAraA (fludarabine)	160778	7.98	32.16
2-fluoroAraA (fludarabine)	160778	19.95	26.29
2-fluoroAraA (fludarabine)	160778	49.88	19.85
2-fluoroAraA (fludarabine)	160781	0.0021	88.38
2-fluoroAraA (fludarabine)	160781	0.00519	93.7
2-fluoroAraA (fludarabine)	160781	0.00998	59.56
2-fluoroAraA (fludarabine)	160781	0.02992	76.27
2-fluoroAraA (fludarabine)	160781	0.0798	111.62
2-fluoroAraA (fludarabine)	160781	0.1995	115.74
2-fluoroAraA (fludarabine)	160781	0.5087	55.93
2-fluoroAraA (fludarabine)	160781	0.9975	61.99
2-fluoroAraA (fludarabine)	160781	2.993	17.92
2-fluoroAraA (fludarabine)	160781	7.98	41.89
2-fluoroAraA (fludarabine)	160781	19.95	17.92
2-fluoroAraA (fludarabine)	160781	49.88	14.53
2-fluoroAraA (fludarabine)	160890	0.0021	104.74
2-fluoroAraA (fludarabine)	160890	0.00519	95.28
2-fluoroAraA (fludarabine)	160890	0.00998	97.27
2-fluoroAraA (fludarabine)	160890	0.02992	88.02
2-fluoroAraA (fludarabine)	160890	0.0798	91.22
2-fluoroAraA (fludarabine)	160890	0.1995	87.43
2-fluoroAraA (fludarabine)	160890	0.5087	84.1
2-fluoroAraA (fludarabine)	160890	0.9975	68.9
2-fluoroAraA (fludarabine)	160890	2.993	32.62
2-fluoroAraA (fludarabine)	160890	7.98	20.6
2-fluoroAraA (fludarabine)	160890	19.95	14.35
2-fluoroAraA (fludarabine)	160890	49.88	4.45
2-fluoroAraA (fludarabine)	161192	0.0021	66.47
2-fluoroAraA (fludarabine)	161192	0.00519	78.34
2-fluoroAraA (fludarabine)	161192	0.00998	92.73
2-fluoroAraA (fludarabine)	161192	0.02992	60.24
2-fluoroAraA (fludarabine)	161192	0.0798	115.73
2-fluoroAraA (fludarabine)	161192	0.1995	54.45
2-fluoroAraA (fludarabine)	161192	0.5087	50.74
2-fluoroAraA (fludarabine)	161192	0.9975	39.61
2-fluoroAraA (fludarabine)	161192	2.993	44.21
2-fluoroAraA (fludarabine)	161192	7.98	44.81
2-fluoroAraA (fludarabine)	161192	19.95	54.45
2-fluoroAraA (fludarabine)	161192	49.88	11.28
2-fluoroAraA (fludarabine)	141018	0.0021	96.82
2-fluoroAraA (fludarabine)	141018	0.00519	98.33
2-fluoroAraA (fludarabine)	141018	0.00998	110.61
2-fluoroAraA (fludarabine)	141018	0.02992	96.93
2-fluoroAraA (fludarabine)	141018	0.0798	106.52
2-fluoroAraA (fludarabine)	141018	0.1995	94.56
2-fluoroAraA (fludarabine)	141018	0.5087	71.94
2-fluoroAraA (fludarabine)	141018	0.998	56.22
2-fluoroAraA (fludarabine)	141018	2.99	40.93
2-fluoroAraA (fludarabine)	141018	7.98	23.05
2-fluoroAraA (fludarabine)	141018	20	12.71
2-fluoroAraA (fludarabine)	141018	49.9	20.03
2-fluoroAraA (fludarabine)	150441	0.0021	89.74
2-fluoroAraA (fludarabine)	150441	0.00519	104.74
2-fluoroAraA (fludarabine)	150441	0.00998	102.56
2-fluoroAraA (fludarabine)	150441	0.02992	103.95
2-fluoroAraA (fludarabine)	150441	0.0798	97.66
2-fluoroAraA (fludarabine)	150441	0.1995	92.69
2-fluoroAraA (fludarabine)	150441	0.5087	70.27
2-fluoroAraA (fludarabine)	150441	0.998	51.9
2-fluoroAraA (fludarabine)	150441	2.99	37.55
2-fluoroAraA (fludarabine)	150441	7.98	30.55
2-fluoroAraA (fludarabine)	150441	20	23.47
2-fluoroAraA (fludarabine)	150441	49.9	19.26
2-fluoroAraA (fludarabine)	150718	0.0021	74.39
2-fluoroAraA (fludarabine)	150718	0.00519	99.36
2-fluoroAraA (fludarabine)	150718	0.00998	83.63
2-fluoroAraA (fludarabine)	150718	0.02992	123.75
2-fluoroAraA (fludarabine)	150718	0.0798	85.4
2-fluoroAraA (fludarabine)	150718	0.1995	129.65
2-fluoroAraA (fludarabine)	150718	0.5087	99.66
2-fluoroAraA (fludarabine)	150718	0.998	52.85
2-fluoroAraA (fludarabine)	150718	2.99	39.18
2-fluoroAraA (fludarabine)	150718	7.98	22.66
2-fluoroAraA (fludarabine)	150718	20	3.49
2-fluoroAraA (fludarabine)	150718	49.9	1.43
2-fluoroAraA (fludarabine)	150793	0.0021	63.34
2-fluoroAraA (fludarabine)	150793	0.00519	77.67
2-fluoroAraA (fludarabine)	150793	0.00998	67.52
2-fluoroAraA (fludarabine)	150793	0.02992	82.44
2-fluoroAraA (fludarabine)	150793	0.0798	78.41
2-fluoroAraA (fludarabine)	150793	0.1995	67.59
2-fluoroAraA (fludarabine)	150793	0.5087	38.61
2-fluoroAraA (fludarabine)	150793	0.998	23.67
2-fluoroAraA (fludarabine)	150793	2.99	10.3
2-fluoroAraA (fludarabine)	150793	7.98	8.53
2-fluoroAraA (fludarabine)	150793	20	5.42
2-fluoroAraA (fludarabine)	150793	49.9	3.82
2-fluoroAraA (fludarabine)	151149	0.0021	85.65
2-fluoroAraA (fludarabine)	151149	0.00519	98.84
2-fluoroAraA (fludarabine)	151149	0.00998	94.94
2-fluoroAraA (fludarabine)	151149	0.02992	86.52
2-fluoroAraA (fludarabine)	151149	0.0798	89.99
2-fluoroAraA (fludarabine)	151149	0.1995	98.01
2-fluoroAraA (fludarabine)	151149	0.5087	82.77
2-fluoroAraA (fludarabine)	151149	0.998	48.21
2-fluoroAraA (fludarabine)	151149	2.99	28.28
2-fluoroAraA (fludarabine)	151149	7.98	9.86
2-fluoroAraA (fludarabine)	151149	20	3.98
2-fluoroAraA (fludarabine)	151149	49.9	0.8
2-fluoroAraA (fludarabine)	151620	0.0021	112.79
2-fluoroAraA (fludarabine)	151620	0.00519	85.85
2-fluoroAraA (fludarabine)	151620	0.00998	85.55
2-fluoroAraA (fludarabine)	151620	0.02992	122.71
2-fluoroAraA (fludarabine)	151620	0.0798	60.55
2-fluoroAraA (fludarabine)	151620	0.1995	92.56
2-fluoroAraA (fludarabine)	151620	0.5087	130.3
2-fluoroAraA (fludarabine)	151620	0.998	58.71
2-fluoroAraA (fludarabine)	151620	2.99	20.09
2-fluoroAraA (fludarabine)	151620	7.98	42.17
2-fluoroAraA (fludarabine)	151620	20	17.17
2-fluoroAraA (fludarabine)	151620	49.9	7.54
2-fluoroAraA (fludarabine)	150749	0.0021	70.14
2-fluoroAraA (fludarabine)	150749	0.00519	83.02
2-fluoroAraA (fludarabine)	150749	0.00998	108.07
2-fluoroAraA (fludarabine)	150749	0.02992	116.44
2-fluoroAraA (fludarabine)	150749	0.0798	112.41
2-fluoroAraA (fludarabine)	150749	0.1995	137.53
2-fluoroAraA (fludarabine)	150749	0.5087	65.41
2-fluoroAraA (fludarabine)	150749	0.998	60.14
2-fluoroAraA (fludarabine)	150749	2.99	38.81
2-fluoroAraA (fludarabine)	150749	7.98	37.26
2-fluoroAraA (fludarabine)	150749	20	29.74
2-fluoroAraA (fludarabine)	150749	49.9	15.32
2-fluoroAraA (fludarabine)	140692	0.0021	71.83
2-fluoroAraA (fludarabine)	140692	0.00519	110.76
2-fluoroAraA (fludarabine)	140692	0.00998	110.63
2-fluoroAraA (fludarabine)	140692	0.02992	109.98
2-fluoroAraA (fludarabine)	140692	0.0798	94.72
2-fluoroAraA (fludarabine)	140692	0.1995	85.52
2-fluoroAraA (fludarabine)	140692	0.5087	29.87
2-fluoroAraA (fludarabine)	140692	0.9975	27.45
2-fluoroAraA (fludarabine)	140692	2.993	11.25
2-fluoroAraA (fludarabine)	140692	7.98	11.44
2-fluoroAraA (fludarabine)	140692	19.95	7.89
2-fluoroAraA (fludarabine)	140692	49.88	5.45
2-fluoroAraA (fludarabine)	150054	0.0021	62.06
2-fluoroAraA (fludarabine)	150054	0.00519	106.54
2-fluoroAraA (fludarabine)	150054	0.00998	73.83
2-fluoroAraA (fludarabine)	150054	0.02992	102.45
2-fluoroAraA (fludarabine)	150054	0.0798	66.04
2-fluoroAraA (fludarabine)	150054	0.1995	101.02
2-fluoroAraA (fludarabine)	150054	0.5087	99.37
2-fluoroAraA (fludarabine)	150054	0.9975	75.82
2-fluoroAraA (fludarabine)	150054	2.993	60.64
2-fluoroAraA (fludarabine)	150054	7.98	77.65
2-fluoroAraA (fludarabine)	150054	19.95	9.61
2-fluoroAraA (fludarabine)	150054	49.88	28.95
2-fluoroAraA (fludarabine)	150122	0.0021	86.45
2-fluoroAraA (fludarabine)	150122	0.00519	85.15
2-fluoroAraA (fludarabine)	150122	0.00998	92.22
2-fluoroAraA (fludarabine)	150122	0.02992	91.29
2-fluoroAraA (fludarabine)	150122	0.0798	96.29
2-fluoroAraA (fludarabine)	150122	0.1995	83.69
2-fluoroAraA (fludarabine)	150122	0.5087	48.9
2-fluoroAraA (fludarabine)	150122	0.9975	40.15
2-fluoroAraA (fludarabine)	150122	2.993	23.85
2-fluoroAraA (fludarabine)	150122	7.98	17.53
2-fluoroAraA (fludarabine)	150122	19.95	15.61
2-fluoroAraA (fludarabine)	150122	49.88	12.87
2-fluoroAraA (fludarabine)	150204	0.0021	78.99
2-fluoroAraA (fludarabine)	150204	0.00519	127.67
2-fluoroAraA (fludarabine)	150204	0.00998	103.42
2-fluoroAraA (fludarabine)	150204	0.02992	78.99
2-fluoroAraA (fludarabine)	150204	0.0798	82.41
2-fluoroAraA (fludarabine)	150204	0.1995	116.57
2-fluoroAraA (fludarabine)	150204	0.5087	85.82
2-fluoroAraA (fludarabine)	150204	0.9975	116.05
2-fluoroAraA (fludarabine)	150204	2.993	58.33
2-fluoroAraA (fludarabine)	150204	7.98	46.88
2-fluoroAraA (fludarabine)	150204	19.95	31.34
2-fluoroAraA (fludarabine)	150204	49.88	26.39
2-fluoroAraA (fludarabine)	150412	0.0021	88.05
2-fluoroAraA (fludarabine)	150412	0.00519	133.93
2-fluoroAraA (fludarabine)	150412	0.00998	93.21
2-fluoroAraA (fludarabine)	150412	0.02992	52.83
2-fluoroAraA (fludarabine)	150412	0.0798	37
2-fluoroAraA (fludarabine)	150412	0.1995	77.54
2-fluoroAraA (fludarabine)	150412	0.5087	104.36
2-fluoroAraA (fludarabine)	150412	0.9975	54.44
2-fluoroAraA (fludarabine)	150412	2.993	12.12
2-fluoroAraA (fludarabine)	150412	7.98	28.92
2-fluoroAraA (fludarabine)	150412	19.95	26.82
2-fluoroAraA (fludarabine)	150412	49.88	10.99
2-fluoroAraA (fludarabine)	150851	0.0021	79.91
2-fluoroAraA (fludarabine)	150851	0.00519	80.64
2-fluoroAraA (fludarabine)	150851	0.00998	80.26
2-fluoroAraA (fludarabine)	150851	0.02992	97.63
2-fluoroAraA (fludarabine)	150851	0.0798	89.54
2-fluoroAraA (fludarabine)	150851	0.1995	87.77
2-fluoroAraA (fludarabine)	150851	0.5087	61.34
2-fluoroAraA (fludarabine)	150851	0.9975	53.91
2-fluoroAraA (fludarabine)	150851	2.993	31.65
2-fluoroAraA (fludarabine)	150851	7.98	24.7
2-fluoroAraA (fludarabine)	150851	19.95	13.75
2-fluoroAraA (fludarabine)	150851	49.88	14.22
2-fluoroAraA (fludarabine)	151331	0.0021	82.73
2-fluoroAraA (fludarabine)	151331	0.00519	95.59
2-fluoroAraA (fludarabine)	151331	0.00998	76.98
2-fluoroAraA (fludarabine)	151331	0.02992	81.59
2-fluoroAraA (fludarabine)	151331	0.0798	83.3
2-fluoroAraA (fludarabine)	151331	0.1995	72
2-fluoroAraA (fludarabine)	151331	0.5087	45.76
2-fluoroAraA (fludarabine)	151331	0.9975	37.52
2-fluoroAraA (fludarabine)	151331	2.993	15.74
2-fluoroAraA (fludarabine)	151331	7.98	18.54
2-fluoroAraA (fludarabine)	151331	19.95	10.29
2-fluoroAraA (fludarabine)	151331	49.88	11.9
2-fluoroAraA (fludarabine)	140700	0.0021	70.44
2-fluoroAraA (fludarabine)	140700	0.00519	66.09
2-fluoroAraA (fludarabine)	140700	0.00998	90.2
2-fluoroAraA (fludarabine)	140700	0.02992	63.88
2-fluoroAraA (fludarabine)	140700	0.0798	66.67
2-fluoroAraA (fludarabine)	140700	0.1995	41.56
2-fluoroAraA (fludarabine)	140700	0.5087	43.75
2-fluoroAraA (fludarabine)	140700	0.9975	36.24
2-fluoroAraA (fludarabine)	140700	2.993	22.33
2-fluoroAraA (fludarabine)	140700	7.98	27.15
2-fluoroAraA (fludarabine)	140700	19.95	16.58
2-fluoroAraA (fludarabine)	140700	49.88	13.17
2-fluoroAraA (fludarabine)	140986	0.0021	86.54
2-fluoroAraA (fludarabine)	140986	0.00519	67.77
2-fluoroAraA (fludarabine)	140986	0.00998	108.63
2-fluoroAraA (fludarabine)	140986	0.02992	78.1
2-fluoroAraA (fludarabine)	140986	0.0798	48.72
2-fluoroAraA (fludarabine)	140986	0.1995	86.82
2-fluoroAraA (fludarabine)	140986	0.5087	59.81
2-fluoroAraA (fludarabine)	140986	0.9975	44.27
2-fluoroAraA (fludarabine)	140986	2.993	21.61
2-fluoroAraA (fludarabine)	140986	7.98	32.13
2-fluoroAraA (fludarabine)	140986	19.95	23.22
2-fluoroAraA (fludarabine)	140986	49.88	33.27
2-fluoroAraA (fludarabine)	140994	0.0021	75.02
2-fluoroAraA (fludarabine)	140994	0.00519	49.16
2-fluoroAraA (fludarabine)	140994	0.00998	71.25
2-fluoroAraA (fludarabine)	140994	0.02992	93.06
2-fluoroAraA (fludarabine)	140994	0.0798	63.44
2-fluoroAraA (fludarabine)	140994	0.1995	89.71
2-fluoroAraA (fludarabine)	140994	0.5087	54.58
2-fluoroAraA (fludarabine)	140994	0.9975	25.42
2-fluoroAraA (fludarabine)	140994	2.993	19.99
2-fluoroAraA (fludarabine)	140994	7.98	6
2-fluoroAraA (fludarabine)	140994	19.95	2.38
2-fluoroAraA (fludarabine)	140994	49.88	1.8
2-fluoroAraA (fludarabine)	141065	0.0021	85.19
2-fluoroAraA (fludarabine)	141065	0.00519	104.86
2-fluoroAraA (fludarabine)	141065	0.00998	70.06
2-fluoroAraA (fludarabine)	141065	0.02992	109.46
2-fluoroAraA (fludarabine)	141065	0.0798	86.67
2-fluoroAraA (fludarabine)	141065	0.1995	88.94
2-fluoroAraA (fludarabine)	141065	0.5087	45.6
2-fluoroAraA (fludarabine)	141065	0.9975	28.93
2-fluoroAraA (fludarabine)	141065	2.993	11.51
2-fluoroAraA (fludarabine)	141065	7.98	3.07
2-fluoroAraA (fludarabine)	141065	19.95	2.84
2-fluoroAraA (fludarabine)	141065	49.88	3.36
2-fluoroAraA (fludarabine)	141110	0.0021	91.74
2-fluoroAraA (fludarabine)	141110	0.00519	49.88
2-fluoroAraA (fludarabine)	141110	0.00998	81.92
2-fluoroAraA (fludarabine)	141110	0.02992	84.73
2-fluoroAraA (fludarabine)	141110	0.0798	89.41
2-fluoroAraA (fludarabine)	141110	0.1995	52.13
2-fluoroAraA (fludarabine)	141110	0.5087	64.94
2-fluoroAraA (fludarabine)	141110	0.9975	88.75
2-fluoroAraA (fludarabine)	141110	2.993	26.08
2-fluoroAraA (fludarabine)	141110	7.98	30.29
2-fluoroAraA (fludarabine)	141110	19.95	13.03
2-fluoroAraA (fludarabine)	141110	49.88	12.93
2-fluoroAraA (fludarabine)	150017	0.0021	87.49
2-fluoroAraA (fludarabine)	150017	0.00519	91.46
2-fluoroAraA (fludarabine)	150017	0.00998	88.52
2-fluoroAraA (fludarabine)	150017	0.02992	93.12
2-fluoroAraA (fludarabine)	150017	0.0798	90.21
2-fluoroAraA (fludarabine)	150017	0.1995	75.39
2-fluoroAraA (fludarabine)	150017	0.5087	53.64
2-fluoroAraA (fludarabine)	150017	0.9975	32.67
2-fluoroAraA (fludarabine)	150017	2.993	13.05
2-fluoroAraA (fludarabine)	150017	7.98	13.63
2-fluoroAraA (fludarabine)	150017	19.95	5.23
2-fluoroAraA (fludarabine)	150017	49.88	7.96
2-fluoroAraA (fludarabine)	141059	0.0021	85.24
2-fluoroAraA (fludarabine)	141059	0.00519	80.21
2-fluoroAraA (fludarabine)	141059	0.00998	81.17
2-fluoroAraA (fludarabine)	141059	0.02992	101.59
2-fluoroAraA (fludarabine)	141059	0.0798	79.78
2-fluoroAraA (fludarabine)	141059	0.1995	67.53
2-fluoroAraA (fludarabine)	141059	0.5087	58.76
2-fluoroAraA (fludarabine)	141059	0.9975	36.1
2-fluoroAraA (fludarabine)	141059	2.993	23.23
2-fluoroAraA (fludarabine)	141059	7.98	11.75
2-fluoroAraA (fludarabine)	141059	19.95	13.21
2-fluoroAraA (fludarabine)	141059	49.88	8.62
2-fluoroAraA (fludarabine)	140630	0.0021	92.51
2-fluoroAraA (fludarabine)	140630	0.00519	71.12
2-fluoroAraA (fludarabine)	140630	0.00998	83.58
2-fluoroAraA (fludarabine)	140630	0.02992	91.19
2-fluoroAraA (fludarabine)	140630	0.0798	78.46
2-fluoroAraA (fludarabine)	140630	0.1995	100.84
2-fluoroAraA (fludarabine)	140630	0.5087	55.17
2-fluoroAraA (fludarabine)	140630	0.9975	34.85
2-fluoroAraA (fludarabine)	140630	2.993	23.58
2-fluoroAraA (fludarabine)	140630	7.98	12.04
2-fluoroAraA (fludarabine)	140630	19.95	11.95
2-fluoroAraA (fludarabine)	140630	49.88	6.71
2-fluoroAraA (fludarabine)	140690	0.0021	83.53
2-fluoroAraA (fludarabine)	140690	0.00519	97.82
2-fluoroAraA (fludarabine)	140690	0.00998	84.57
2-fluoroAraA (fludarabine)	140690	0.02992	89.59
2-fluoroAraA (fludarabine)	140690	0.0798	95.39
2-fluoroAraA (fludarabine)	140690	0.1995	61.49
2-fluoroAraA (fludarabine)	140690	0.5087	72.88
