"patient_id","common_name","cancer_type","other_names","species","improve_sample_id","id_source","other_id","model_type"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGROV1","Homo sapiens (Human)",1175,"CCLE","IGROV1_OVARY","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGROV1","Homo sapiens (Human)",1175,"COSMIC","905968","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGROV1","Homo sapiens (Human)",1175,"Cellosaurus","CVCL_1304","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","Igrov1","Homo sapiens (Human)",1175,"DepMap","ACH-000966","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","Igrov1","Homo sapiens (Human)",1175,"Sanger","SIDM00151","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","Igrov1","Homo sapiens (Human)",1175,"CCLE","IGROV1_OVARY","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","Igrov1","Homo sapiens (Human)",1175,"COSMIC","905968","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","Igrov1","Homo sapiens (Human)",1175,"Cellosaurus","CVCL_1304","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGR.OV1","Homo sapiens (Human)",1175,"DepMap","ACH-000966","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGR.OV1","Homo sapiens (Human)",1175,"Sanger","SIDM00151","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGR.OV1","Homo sapiens (Human)",1175,"CCLE","IGROV1_OVARY","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGR.OV1","Homo sapiens (Human)",1175,"COSMIC","905968","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGR.OV1","Homo sapiens (Human)",1175,"Cellosaurus","CVCL_1304","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGROV","Homo sapiens (Human)",1175,"DepMap","ACH-000966","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGROV","Homo sapiens (Human)",1175,"Sanger","SIDM00151","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGROV","Homo sapiens (Human)",1175,"CCLE","IGROV1_OVARY","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGROV","Homo sapiens (Human)",1175,"COSMIC","905968","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","IGROV","Homo sapiens (Human)",1175,"Cellosaurus","CVCL_1304","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1/P","Homo sapiens (Human)",1175,"DepMap","ACH-000966","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1/P","Homo sapiens (Human)",1175,"Sanger","SIDM00151","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1/P","Homo sapiens (Human)",1175,"CCLE","IGROV1_OVARY","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1/P","Homo sapiens (Human)",1175,"COSMIC","905968","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1/P","Homo sapiens (Human)",1175,"Cellosaurus","CVCL_1304","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1/p","Homo sapiens (Human)",1175,"DepMap","ACH-000966","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1/p","Homo sapiens (Human)",1175,"Sanger","SIDM00151","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1/p","Homo sapiens (Human)",1175,"CCLE","IGROV1_OVARY","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1/p","Homo sapiens (Human)",1175,"COSMIC","905968","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1/p","Homo sapiens (Human)",1175,"Cellosaurus","CVCL_1304","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1-P","Homo sapiens (Human)",1175,"DepMap","ACH-000966","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1-P","Homo sapiens (Human)",1175,"Sanger","SIDM00151","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1-P","Homo sapiens (Human)",1175,"CCLE","IGROV1_OVARY","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1-P","Homo sapiens (Human)",1175,"COSMIC","905968","cell line"
"PT-bGFaJu","IGROV1","Ovarian Carcinoma","OV1-P","Homo sapiens (Human)",1175,"Cellosaurus","CVCL_1304","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM12","Homo sapiens (Human)",1176,"DepMap","ACH-000969","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM12","Homo sapiens (Human)",1176,"Sanger","SIDM00150","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM12","Homo sapiens (Human)",1176,"CCLE","KM12_LARGE_INTESTINE","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM12","Homo sapiens (Human)",1176,"COSMIC","905989","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM12","Homo sapiens (Human)",1176,"Cellosaurus","CVCL_1331","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM-12","Homo sapiens (Human)",1176,"DepMap","ACH-000969","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM-12","Homo sapiens (Human)",1176,"Sanger","SIDM00150","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM-12","Homo sapiens (Human)",1176,"CCLE","KM12_LARGE_INTESTINE","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM-12","Homo sapiens (Human)",1176,"COSMIC","905989","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM-12","Homo sapiens (Human)",1176,"Cellosaurus","CVCL_1331","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM.12","Homo sapiens (Human)",1176,"DepMap","ACH-000969","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM.12","Homo sapiens (Human)",1176,"Sanger","SIDM00150","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM.12","Homo sapiens (Human)",1176,"CCLE","KM12_LARGE_INTESTINE","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM.12","Homo sapiens (Human)",1176,"COSMIC","905989","cell line"
"PT-ue72rD","KM12","Colorectal Carcinoma","KM.12","Homo sapiens (Human)",1176,"Cellosaurus","CVCL_1331","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047-RCC","Homo sapiens (Human)",1177,"DepMap","ACH-002150","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047-RCC","Homo sapiens (Human)",1177,"Sanger","SIDM00187","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047-RCC","Homo sapiens (Human)",1177,"CCLE","LB1047RCC_KIDNEY","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047-RCC","Homo sapiens (Human)",1177,"COSMIC","753577","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047-RCC","Homo sapiens (Human)",1177,"Cellosaurus","CVCL_1364","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047RCC","Homo sapiens (Human)",1177,"DepMap","ACH-002150","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047RCC","Homo sapiens (Human)",1177,"Sanger","SIDM00187","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047RCC","Homo sapiens (Human)",1177,"CCLE","LB1047RCC_KIDNEY","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047RCC","Homo sapiens (Human)",1177,"COSMIC","753577","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047RCC","Homo sapiens (Human)",1177,"Cellosaurus","CVCL_1364","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047","Homo sapiens (Human)",1177,"DepMap","ACH-002150","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047","Homo sapiens (Human)",1177,"Sanger","SIDM00187","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047","Homo sapiens (Human)",1177,"CCLE","LB1047RCC_KIDNEY","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047","Homo sapiens (Human)",1177,"COSMIC","753577","cell line"
"PT-fygqZz","LB1047-RCC","Kidney Carcinoma","LB1047","Homo sapiens (Human)",1177,"Cellosaurus","CVCL_1364","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT-4","Homo sapiens (Human)",1178,"DepMap","ACH-001127","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT-4","Homo sapiens (Human)",1178,"Sanger","SIDM00145","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT-4","Homo sapiens (Human)",1178,"CCLE","MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT-4","Homo sapiens (Human)",1178,"COSMIC","905958","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT-4","Homo sapiens (Human)",1178,"Cellosaurus","CVCL_0013","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt-4","Homo sapiens (Human)",1178,"DepMap","ACH-001127","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt-4","Homo sapiens (Human)",1178,"Sanger","SIDM00145","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt-4","Homo sapiens (Human)",1178,"CCLE","MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt-4","Homo sapiens (Human)",1178,"COSMIC","905958","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt-4","Homo sapiens (Human)",1178,"Cellosaurus","CVCL_0013","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT 4","Homo sapiens (Human)",1178,"DepMap","ACH-001127","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT 4","Homo sapiens (Human)",1178,"Sanger","SIDM00145","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT 4","Homo sapiens (Human)",1178,"CCLE","MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT 4","Homo sapiens (Human)",1178,"COSMIC","905958","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT 4","Homo sapiens (Human)",1178,"Cellosaurus","CVCL_0013","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt 4","Homo sapiens (Human)",1178,"DepMap","ACH-001127","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt 4","Homo sapiens (Human)",1178,"Sanger","SIDM00145","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt 4","Homo sapiens (Human)",1178,"CCLE","MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt 4","Homo sapiens (Human)",1178,"COSMIC","905958","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt 4","Homo sapiens (Human)",1178,"Cellosaurus","CVCL_0013","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT.4","Homo sapiens (Human)",1178,"DepMap","ACH-001127","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT.4","Homo sapiens (Human)",1178,"Sanger","SIDM00145","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT.4","Homo sapiens (Human)",1178,"CCLE","MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT.4","Homo sapiens (Human)",1178,"COSMIC","905958","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT.4","Homo sapiens (Human)",1178,"Cellosaurus","CVCL_0013","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT4","Homo sapiens (Human)",1178,"DepMap","ACH-001127","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT4","Homo sapiens (Human)",1178,"Sanger","SIDM00145","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT4","Homo sapiens (Human)",1178,"CCLE","MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT4","Homo sapiens (Human)",1178,"COSMIC","905958","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","MOLT4","Homo sapiens (Human)",1178,"Cellosaurus","CVCL_0013","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt4","Homo sapiens (Human)",1178,"DepMap","ACH-001127","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt4","Homo sapiens (Human)",1178,"Sanger","SIDM00145","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt4","Homo sapiens (Human)",1178,"CCLE","MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt4","Homo sapiens (Human)",1178,"COSMIC","905958","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","Molt4","Homo sapiens (Human)",1178,"Cellosaurus","CVCL_0013","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219","Homo sapiens (Human)",1178,"DepMap","ACH-001127","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219","Homo sapiens (Human)",1178,"Sanger","SIDM00145","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219","Homo sapiens (Human)",1178,"CCLE","MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219","Homo sapiens (Human)",1178,"COSMIC","905958","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219","Homo sapiens (Human)",1178,"Cellosaurus","CVCL_0013","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219C","Homo sapiens (Human)",1178,"DepMap","ACH-001127","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219C","Homo sapiens (Human)",1178,"Sanger","SIDM00145","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219C","Homo sapiens (Human)",1178,"CCLE","MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219C","Homo sapiens (Human)",1178,"COSMIC","905958","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219C","Homo sapiens (Human)",1178,"Cellosaurus","CVCL_0013","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM2219C","Homo sapiens (Human)",1178,"DepMap","ACH-001127","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM2219C","Homo sapiens (Human)",1178,"Sanger","SIDM00145","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM2219C","Homo sapiens (Human)",1178,"CCLE","MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM2219C","Homo sapiens (Human)",1178,"COSMIC","905958","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM2219C","Homo sapiens (Human)",1178,"Cellosaurus","CVCL_0013","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219D","Homo sapiens (Human)",1178,"DepMap","ACH-001127","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219D","Homo sapiens (Human)",1178,"Sanger","SIDM00145","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219D","Homo sapiens (Human)",1178,"CCLE","MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219D","Homo sapiens (Human)",1178,"COSMIC","905958","cell line"
"PT-1559gB","MOLT-4","T-Lymphoblastic Leukemia","GM02219D","Homo sapiens (Human)",1178,"Cellosaurus","CVCL_0013","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-Rb-1","Homo sapiens (Human)",1179,"DepMap","ACH-001421","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-Rb-1","Homo sapiens (Human)",1179,"Sanger","SIDM01414","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-Rb-1","Homo sapiens (Human)",1179,"CCLE","WERIRB1_AUTONOMIC_GANGLIA","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-Rb-1","Homo sapiens (Human)",1179,"Cellosaurus","CVCL_1792","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-Rb 1","Homo sapiens (Human)",1179,"DepMap","ACH-001421","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-Rb 1","Homo sapiens (Human)",1179,"Sanger","SIDM01414","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-Rb 1","Homo sapiens (Human)",1179,"CCLE","WERIRB1_AUTONOMIC_GANGLIA","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-Rb 1","Homo sapiens (Human)",1179,"Cellosaurus","CVCL_1792","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-RB1","Homo sapiens (Human)",1179,"DepMap","ACH-001421","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-RB1","Homo sapiens (Human)",1179,"Sanger","SIDM01414","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-RB1","Homo sapiens (Human)",1179,"CCLE","WERIRB1_AUTONOMIC_GANGLIA","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-RB1","Homo sapiens (Human)",1179,"Cellosaurus","CVCL_1792","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERIRb1","Homo sapiens (Human)",1179,"DepMap","ACH-001421","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERIRb1","Homo sapiens (Human)",1179,"Sanger","SIDM01414","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERIRb1","Homo sapiens (Human)",1179,"CCLE","WERIRB1_AUTONOMIC_GANGLIA","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERIRb1","Homo sapiens (Human)",1179,"Cellosaurus","CVCL_1792","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","Wills Eye Research Institute-Retinoblastoma-1","Homo sapiens (Human)",1179,"DepMap","ACH-001421","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","Wills Eye Research Institute-Retinoblastoma-1","Homo sapiens (Human)",1179,"Sanger","SIDM01414","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","Wills Eye Research Institute-Retinoblastoma-1","Homo sapiens (Human)",1179,"CCLE","WERIRB1_AUTONOMIC_GANGLIA","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","Wills Eye Research Institute-Retinoblastoma-1","Homo sapiens (Human)",1179,"Cellosaurus","CVCL_1792","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-RB-1","Homo sapiens (Human)",1179,"DepMap","ACH-001421","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-RB-1","Homo sapiens (Human)",1179,"Sanger","SIDM01414","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-RB-1","Homo sapiens (Human)",1179,"CCLE","WERIRB1_AUTONOMIC_GANGLIA","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-RB-1","Homo sapiens (Human)",1179,"Cellosaurus","CVCL_1792","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-Rb1","Homo sapiens (Human)",1179,"DepMap","ACH-001421","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-Rb1","Homo sapiens (Human)",1179,"Sanger","SIDM01414","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-Rb1","Homo sapiens (Human)",1179,"CCLE","WERIRB1_AUTONOMIC_GANGLIA","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI-Rb1","Homo sapiens (Human)",1179,"Cellosaurus","CVCL_1792","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI Rb-1","Homo sapiens (Human)",1179,"DepMap","ACH-001421","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI Rb-1","Homo sapiens (Human)",1179,"Sanger","SIDM01414","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI Rb-1","Homo sapiens (Human)",1179,"CCLE","WERIRB1_AUTONOMIC_GANGLIA","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI Rb-1","Homo sapiens (Human)",1179,"Cellosaurus","CVCL_1792","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI","Homo sapiens (Human)",1179,"DepMap","ACH-001421","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI","Homo sapiens (Human)",1179,"Sanger","SIDM01414","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI","Homo sapiens (Human)",1179,"CCLE","WERIRB1_AUTONOMIC_GANGLIA","cell line"
"PT-WBS2Hf","WERI-Rb-1","Other Solid Cancers","WERI","Homo sapiens (Human)",1179,"Cellosaurus","CVCL_1792","cell line"
"PT-gNoIDb","HCC2450","Squamous Cell Lung Carcinoma","HCC2450","Homo sapiens (Human)",1180,"DepMap","ACH-000975","cell line"
"PT-gNoIDb","HCC2450","Squamous Cell Lung Carcinoma","HCC2450","Homo sapiens (Human)",1180,"Sanger","SIDM01600","cell line"
"PT-gNoIDb","HCC2450","Squamous Cell Lung Carcinoma","HCC2450","Homo sapiens (Human)",1180,"CCLE","HCC2450_LUNG","cell line"
"PT-gNoIDb","HCC2450","Squamous Cell Lung Carcinoma","HCC2450","Homo sapiens (Human)",1180,"Cellosaurus","CVCL_5133","cell line"
"PT-gNoIDb","HCC2450","Squamous Cell Lung Carcinoma","HCC-2450","Homo sapiens (Human)",1180,"DepMap","ACH-000975","cell line"
"PT-gNoIDb","HCC2450","Squamous Cell Lung Carcinoma","HCC-2450","Homo sapiens (Human)",1180,"Sanger","SIDM01600","cell line"
"PT-gNoIDb","HCC2450","Squamous Cell Lung Carcinoma","HCC-2450","Homo sapiens (Human)",1180,"CCLE","HCC2450_LUNG","cell line"
"PT-gNoIDb","HCC2450","Squamous Cell Lung Carcinoma","HCC-2450","Homo sapiens (Human)",1180,"Cellosaurus","CVCL_5133","cell line"
"PT-gNoIDb","HCC2450","Squamous Cell Lung Carcinoma","Hamon Cancer Center 2450","Homo sapiens (Human)",1180,"DepMap","ACH-000975","cell line"
"PT-gNoIDb","HCC2450","Squamous Cell Lung Carcinoma","Hamon Cancer Center 2450","Homo sapiens (Human)",1180,"Sanger","SIDM01600","cell line"
"PT-gNoIDb","HCC2450","Squamous Cell Lung Carcinoma","Hamon Cancer Center 2450","Homo sapiens (Human)",1180,"CCLE","HCC2450_LUNG","cell line"
"PT-gNoIDb","HCC2450","Squamous Cell Lung Carcinoma","Hamon Cancer Center 2450","Homo sapiens (Human)",1180,"Cellosaurus","CVCL_5133","cell line"
"PT-GWlgbv","HCC-2279","Other Solid Cancers","HCC2279","Homo sapiens (Human)",1181,"DepMap","ACH-000731","cell line"
"PT-GWlgbv","HCC-2279","Other Solid Cancers","HCC2279","Homo sapiens (Human)",1181,"Sanger","SIDM01602","cell line"
"PT-GWlgbv","HCC-2279","Other Solid Cancers","HCC2279","Homo sapiens (Human)",1181,"CCLE","HCC2279_LUNG","cell line"
"PT-GWlgbv","HCC-2279","Other Solid Cancers","HCC2279","Homo sapiens (Human)",1181,"Cellosaurus","CVCL_5131","cell line"
"PT-GWlgbv","HCC-2279","Other Solid Cancers","HCC-2279","Homo sapiens (Human)",1181,"DepMap","ACH-000731","cell line"
"PT-GWlgbv","HCC-2279","Other Solid Cancers","HCC-2279","Homo sapiens (Human)",1181,"Sanger","SIDM01602","cell line"
"PT-GWlgbv","HCC-2279","Other Solid Cancers","HCC-2279","Homo sapiens (Human)",1181,"CCLE","HCC2279_LUNG","cell line"
"PT-GWlgbv","HCC-2279","Other Solid Cancers","HCC-2279","Homo sapiens (Human)",1181,"Cellosaurus","CVCL_5131","cell line"
"PT-GWlgbv","HCC-2279","Other Solid Cancers","Hamon Cancer Center 2279","Homo sapiens (Human)",1181,"DepMap","ACH-000731","cell line"
"PT-GWlgbv","HCC-2279","Other Solid Cancers","Hamon Cancer Center 2279","Homo sapiens (Human)",1181,"Sanger","SIDM01602","cell line"
"PT-GWlgbv","HCC-2279","Other Solid Cancers","Hamon Cancer Center 2279","Homo sapiens (Human)",1181,"CCLE","HCC2279_LUNG","cell line"
"PT-GWlgbv","HCC-2279","Other Solid Cancers","Hamon Cancer Center 2279","Homo sapiens (Human)",1181,"Cellosaurus","CVCL_5131","cell line"
"PT-0H6Zc0","HCC-1833","Non-Small Cell Lung Carcinoma","HCC1833","Homo sapiens (Human)",1182,"DepMap","ACH-000712","cell line"
"PT-0H6Zc0","HCC-1833","Non-Small Cell Lung Carcinoma","HCC1833","Homo sapiens (Human)",1182,"Sanger","SIDM01604","cell line"
"PT-0H6Zc0","HCC-1833","Non-Small Cell Lung Carcinoma","HCC1833","Homo sapiens (Human)",1182,"CCLE","HCC1833_LUNG","cell line"
"PT-0H6Zc0","HCC-1833","Non-Small Cell Lung Carcinoma","HCC1833","Homo sapiens (Human)",1182,"Cellosaurus","CVCL_5129","cell line"
"PT-0H6Zc0","HCC-1833","Non-Small Cell Lung Carcinoma","HCC-1833","Homo sapiens (Human)",1182,"DepMap","ACH-000712","cell line"
"PT-0H6Zc0","HCC-1833","Non-Small Cell Lung Carcinoma","HCC-1833","Homo sapiens (Human)",1182,"Sanger","SIDM01604","cell line"
"PT-0H6Zc0","HCC-1833","Non-Small Cell Lung Carcinoma","HCC-1833","Homo sapiens (Human)",1182,"CCLE","HCC1833_LUNG","cell line"
"PT-0H6Zc0","HCC-1833","Non-Small Cell Lung Carcinoma","HCC-1833","Homo sapiens (Human)",1182,"Cellosaurus","CVCL_5129","cell line"
