"patient_id","common_name","cancer_type","other_names","species","improve_sample_id","id_source","other_id","model_type"
"PT-T2KFTw","MKN74","Gastric Carcinoma","MKN74","Homo sapiens (Human)",188,"COSMIC","908140","cell line"
"PT-T2KFTw","MKN74","Gastric Carcinoma","MKN74","Homo sapiens (Human)",188,"Cellosaurus","CVCL_2791","cell line"
"PT-T2KFTw","MKN74","Gastric Carcinoma","MKN-74","Homo sapiens (Human)",188,"DepMap","ACH-000758","cell line"
"PT-T2KFTw","MKN74","Gastric Carcinoma","MKN-74","Homo sapiens (Human)",188,"Sanger","SIDM00248","cell line"
"PT-T2KFTw","MKN74","Gastric Carcinoma","MKN-74","Homo sapiens (Human)",188,"CCLE","MKN74_STOMACH","cell line"
"PT-T2KFTw","MKN74","Gastric Carcinoma","MKN-74","Homo sapiens (Human)",188,"COSMIC","908140","cell line"
"PT-T2KFTw","MKN74","Gastric Carcinoma","MKN-74","Homo sapiens (Human)",188,"Cellosaurus","CVCL_2791","cell line"
"PT-T2KFTw","MKN74","Gastric Carcinoma","MKN 74","Homo sapiens (Human)",188,"DepMap","ACH-000758","cell line"
"PT-T2KFTw","MKN74","Gastric Carcinoma","MKN 74","Homo sapiens (Human)",188,"Sanger","SIDM00248","cell line"
"PT-T2KFTw","MKN74","Gastric Carcinoma","MKN 74","Homo sapiens (Human)",188,"CCLE","MKN74_STOMACH","cell line"
"PT-T2KFTw","MKN74","Gastric Carcinoma","MKN 74","Homo sapiens (Human)",188,"COSMIC","908140","cell line"
"PT-T2KFTw","MKN74","Gastric Carcinoma","MKN 74","Homo sapiens (Human)",188,"Cellosaurus","CVCL_2791","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-O","Homo sapiens (Human)",189,"DepMap","ACH-000649","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-O","Homo sapiens (Human)",189,"Sanger","SIDM00125","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-O","Homo sapiens (Human)",189,"CCLE","786O_KIDNEY","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-O","Homo sapiens (Human)",189,"COSMIC","905947","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-O","Homo sapiens (Human)",189,"Cellosaurus","CVCL_1051","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-o","Homo sapiens (Human)",189,"DepMap","ACH-000649","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-o","Homo sapiens (Human)",189,"Sanger","SIDM00125","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-o","Homo sapiens (Human)",189,"CCLE","786O_KIDNEY","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-o","Homo sapiens (Human)",189,"COSMIC","905947","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-o","Homo sapiens (Human)",189,"Cellosaurus","CVCL_1051","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786O","Homo sapiens (Human)",189,"DepMap","ACH-000649","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786O","Homo sapiens (Human)",189,"Sanger","SIDM00125","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786O","Homo sapiens (Human)",189,"CCLE","786O_KIDNEY","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786O","Homo sapiens (Human)",189,"COSMIC","905947","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786O","Homo sapiens (Human)",189,"Cellosaurus","CVCL_1051","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-0","Homo sapiens (Human)",189,"DepMap","ACH-000649","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-0","Homo sapiens (Human)",189,"Sanger","SIDM00125","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-0","Homo sapiens (Human)",189,"CCLE","786O_KIDNEY","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-0","Homo sapiens (Human)",189,"COSMIC","905947","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-0","Homo sapiens (Human)",189,"Cellosaurus","CVCL_1051","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786.O","Homo sapiens (Human)",189,"DepMap","ACH-000649","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786.O","Homo sapiens (Human)",189,"Sanger","SIDM00125","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786.O","Homo sapiens (Human)",189,"CCLE","786O_KIDNEY","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786.O","Homo sapiens (Human)",189,"COSMIC","905947","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786.O","Homo sapiens (Human)",189,"Cellosaurus","CVCL_1051","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-O RCC","Homo sapiens (Human)",189,"DepMap","ACH-000649","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-O RCC","Homo sapiens (Human)",189,"Sanger","SIDM00125","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-O RCC","Homo sapiens (Human)",189,"CCLE","786O_KIDNEY","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-O RCC","Homo sapiens (Human)",189,"COSMIC","905947","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-O RCC","Homo sapiens (Human)",189,"Cellosaurus","CVCL_1051","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC 786-O","Homo sapiens (Human)",189,"DepMap","ACH-000649","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC 786-O","Homo sapiens (Human)",189,"Sanger","SIDM00125","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC 786-O","Homo sapiens (Human)",189,"CCLE","786O_KIDNEY","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC 786-O","Homo sapiens (Human)",189,"COSMIC","905947","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC 786-O","Homo sapiens (Human)",189,"Cellosaurus","CVCL_1051","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC_7860","Homo sapiens (Human)",189,"DepMap","ACH-000649","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC_7860","Homo sapiens (Human)",189,"Sanger","SIDM00125","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC_7860","Homo sapiens (Human)",189,"CCLE","786O_KIDNEY","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC_7860","Homo sapiens (Human)",189,"COSMIC","905947","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC_7860","Homo sapiens (Human)",189,"Cellosaurus","CVCL_1051","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC 7860","Homo sapiens (Human)",189,"DepMap","ACH-000649","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC 7860","Homo sapiens (Human)",189,"Sanger","SIDM00125","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC 7860","Homo sapiens (Human)",189,"CCLE","786O_KIDNEY","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC 7860","Homo sapiens (Human)",189,"COSMIC","905947","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","RCC 7860","Homo sapiens (Human)",189,"Cellosaurus","CVCL_1051","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","7860","Homo sapiens (Human)",189,"DepMap","ACH-000649","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","7860","Homo sapiens (Human)",189,"Sanger","SIDM00125","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","7860","Homo sapiens (Human)",189,"CCLE","786O_KIDNEY","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","7860","Homo sapiens (Human)",189,"COSMIC","905947","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","7860","Homo sapiens (Human)",189,"Cellosaurus","CVCL_1051","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-0WT","Homo sapiens (Human)",189,"DepMap","ACH-000649","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-0WT","Homo sapiens (Human)",189,"Sanger","SIDM00125","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-0WT","Homo sapiens (Human)",189,"CCLE","786O_KIDNEY","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-0WT","Homo sapiens (Human)",189,"COSMIC","905947","cell line"
"PT-4QH2lI","786-O","Kidney Carcinoma","786-0WT","Homo sapiens (Human)",189,"Cellosaurus","CVCL_1051","cell line"
"PT-zV8Sol","ACHN","Kidney Carcinoma","ACHN","Homo sapiens (Human)",190,"DepMap","ACH-000046","cell line"
"PT-zV8Sol","ACHN","Kidney Carcinoma","ACHN","Homo sapiens (Human)",190,"Sanger","SIDM00123","cell line"
"PT-zV8Sol","ACHN","Kidney Carcinoma","ACHN","Homo sapiens (Human)",190,"CCLE","ACHN_KIDNEY","cell line"
"PT-zV8Sol","ACHN","Kidney Carcinoma","ACHN","Homo sapiens (Human)",190,"COSMIC","905950","cell line"
"PT-zV8Sol","ACHN","Kidney Carcinoma","ACHN","Homo sapiens (Human)",190,"Cellosaurus","CVCL_1067","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49-HNC","Homo sapiens (Human)",191,"DepMap","ACH-002213","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49-HNC","Homo sapiens (Human)",191,"Sanger","SIDM00174","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49-HNC","Homo sapiens (Human)",191,"CCLE","BB49HNC_UPPER_AERODIGESTIVE_TRACT","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49-HNC","Homo sapiens (Human)",191,"COSMIC","753532","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49-HNC","Homo sapiens (Human)",191,"Cellosaurus","CVCL_1077","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49 HNC","Homo sapiens (Human)",191,"DepMap","ACH-002213","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49 HNC","Homo sapiens (Human)",191,"Sanger","SIDM00174","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49 HNC","Homo sapiens (Human)",191,"CCLE","BB49HNC_UPPER_AERODIGESTIVE_TRACT","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49 HNC","Homo sapiens (Human)",191,"COSMIC","753532","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49 HNC","Homo sapiens (Human)",191,"Cellosaurus","CVCL_1077","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49HNC","Homo sapiens (Human)",191,"DepMap","ACH-002213","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49HNC","Homo sapiens (Human)",191,"Sanger","SIDM00174","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49HNC","Homo sapiens (Human)",191,"CCLE","BB49HNC_UPPER_AERODIGESTIVE_TRACT","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49HNC","Homo sapiens (Human)",191,"COSMIC","753532","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49HNC","Homo sapiens (Human)",191,"Cellosaurus","CVCL_1077","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49-SCCHN","Homo sapiens (Human)",191,"DepMap","ACH-002213","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49-SCCHN","Homo sapiens (Human)",191,"Sanger","SIDM00174","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49-SCCHN","Homo sapiens (Human)",191,"CCLE","BB49HNC_UPPER_AERODIGESTIVE_TRACT","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49-SCCHN","Homo sapiens (Human)",191,"COSMIC","753532","cell line"
"PT-2UHafq","BB49-HNC","Head and Neck Carcinoma","BB49-SCCHN","Homo sapiens (Human)",191,"Cellosaurus","CVCL_1077","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65-RCC","Homo sapiens (Human)",192,"DepMap","ACH-002090","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65-RCC","Homo sapiens (Human)",192,"Sanger","SIDM00191","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65-RCC","Homo sapiens (Human)",192,"CCLE","BB65RCC_KIDNEY","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65-RCC","Homo sapiens (Human)",192,"COSMIC","753533","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65-RCC","Homo sapiens (Human)",192,"Cellosaurus","CVCL_1078","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65 RCC","Homo sapiens (Human)",192,"DepMap","ACH-002090","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65 RCC","Homo sapiens (Human)",192,"Sanger","SIDM00191","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65 RCC","Homo sapiens (Human)",192,"CCLE","BB65RCC_KIDNEY","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65 RCC","Homo sapiens (Human)",192,"COSMIC","753533","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65 RCC","Homo sapiens (Human)",192,"Cellosaurus","CVCL_1078","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65RCC","Homo sapiens (Human)",192,"DepMap","ACH-002090","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65RCC","Homo sapiens (Human)",192,"Sanger","SIDM00191","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65RCC","Homo sapiens (Human)",192,"CCLE","BB65RCC_KIDNEY","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65RCC","Homo sapiens (Human)",192,"COSMIC","753533","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65RCC","Homo sapiens (Human)",192,"Cellosaurus","CVCL_1078","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65","Homo sapiens (Human)",192,"DepMap","ACH-002090","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65","Homo sapiens (Human)",192,"Sanger","SIDM00191","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65","Homo sapiens (Human)",192,"CCLE","BB65RCC_KIDNEY","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65","Homo sapiens (Human)",192,"COSMIC","753533","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","BB65","Homo sapiens (Human)",192,"Cellosaurus","CVCL_1078","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","CAJE","Homo sapiens (Human)",192,"DepMap","ACH-002090","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","CAJE","Homo sapiens (Human)",192,"Sanger","SIDM00191","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","CAJE","Homo sapiens (Human)",192,"CCLE","BB65RCC_KIDNEY","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","CAJE","Homo sapiens (Human)",192,"COSMIC","753533","cell line"
"PT-ySk3os","BB65-RCC","Kidney Carcinoma","CAJE","Homo sapiens (Human)",192,"Cellosaurus","CVCL_1078","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT-549","Homo sapiens (Human)",193,"DepMap","ACH-000288","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT-549","Homo sapiens (Human)",193,"Sanger","SIDM00122","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT-549","Homo sapiens (Human)",193,"CCLE","BT549_BREAST","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT-549","Homo sapiens (Human)",193,"COSMIC","905951","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT-549","Homo sapiens (Human)",193,"Cellosaurus","CVCL_1092","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT 549","Homo sapiens (Human)",193,"DepMap","ACH-000288","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT 549","Homo sapiens (Human)",193,"Sanger","SIDM00122","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT 549","Homo sapiens (Human)",193,"CCLE","BT549_BREAST","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT 549","Homo sapiens (Human)",193,"COSMIC","905951","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT 549","Homo sapiens (Human)",193,"Cellosaurus","CVCL_1092","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT.549","Homo sapiens (Human)",193,"DepMap","ACH-000288","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT.549","Homo sapiens (Human)",193,"Sanger","SIDM00122","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT.549","Homo sapiens (Human)",193,"CCLE","BT549_BREAST","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT.549","Homo sapiens (Human)",193,"COSMIC","905951","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT.549","Homo sapiens (Human)",193,"Cellosaurus","CVCL_1092","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT549","Homo sapiens (Human)",193,"DepMap","ACH-000288","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT549","Homo sapiens (Human)",193,"Sanger","SIDM00122","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT549","Homo sapiens (Human)",193,"CCLE","BT549_BREAST","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT549","Homo sapiens (Human)",193,"COSMIC","905951","cell line"
"PT-hgWgpg","BT-549","Breast Carcinoma","BT549","Homo sapiens (Human)",193,"Cellosaurus","CVCL_1092","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPC-3","Homo sapiens (Human)",194,"DepMap","ACH-000535","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPC-3","Homo sapiens (Human)",194,"Sanger","SIDM00132","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPC-3","Homo sapiens (Human)",194,"CCLE","BXPC3_PANCREAS","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPC-3","Homo sapiens (Human)",194,"COSMIC","906693","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPC-3","Homo sapiens (Human)",194,"Cellosaurus","CVCL_0186","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPc-3","Homo sapiens (Human)",194,"DepMap","ACH-000535","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPc-3","Homo sapiens (Human)",194,"Sanger","SIDM00132","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPc-3","Homo sapiens (Human)",194,"CCLE","BXPC3_PANCREAS","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPc-3","Homo sapiens (Human)",194,"COSMIC","906693","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPc-3","Homo sapiens (Human)",194,"Cellosaurus","CVCL_0186","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BXPC-3","Homo sapiens (Human)",194,"DepMap","ACH-000535","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BXPC-3","Homo sapiens (Human)",194,"Sanger","SIDM00132","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BXPC-3","Homo sapiens (Human)",194,"CCLE","BXPC3_PANCREAS","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BXPC-3","Homo sapiens (Human)",194,"COSMIC","906693","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BXPC-3","Homo sapiens (Human)",194,"Cellosaurus","CVCL_0186","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","Bx-PC3","Homo sapiens (Human)",194,"DepMap","ACH-000535","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","Bx-PC3","Homo sapiens (Human)",194,"Sanger","SIDM00132","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","Bx-PC3","Homo sapiens (Human)",194,"CCLE","BXPC3_PANCREAS","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","Bx-PC3","Homo sapiens (Human)",194,"COSMIC","906693","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","Bx-PC3","Homo sapiens (Human)",194,"Cellosaurus","CVCL_0186","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BXPC3","Homo sapiens (Human)",194,"DepMap","ACH-000535","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BXPC3","Homo sapiens (Human)",194,"Sanger","SIDM00132","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BXPC3","Homo sapiens (Human)",194,"CCLE","BXPC3_PANCREAS","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BXPC3","Homo sapiens (Human)",194,"COSMIC","906693","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BXPC3","Homo sapiens (Human)",194,"Cellosaurus","CVCL_0186","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPC3","Homo sapiens (Human)",194,"DepMap","ACH-000535","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPC3","Homo sapiens (Human)",194,"Sanger","SIDM00132","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPC3","Homo sapiens (Human)",194,"CCLE","BXPC3_PANCREAS","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPC3","Homo sapiens (Human)",194,"COSMIC","906693","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPC3","Homo sapiens (Human)",194,"Cellosaurus","CVCL_0186","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPc3","Homo sapiens (Human)",194,"DepMap","ACH-000535","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPc3","Homo sapiens (Human)",194,"Sanger","SIDM00132","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPc3","Homo sapiens (Human)",194,"CCLE","BXPC3_PANCREAS","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPc3","Homo sapiens (Human)",194,"COSMIC","906693","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","BxPc3","Homo sapiens (Human)",194,"Cellosaurus","CVCL_0186","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","Biopsy xenograft of Pancreatic Carcinoma line-3","Homo sapiens (Human)",194,"DepMap","ACH-000535","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","Biopsy xenograft of Pancreatic Carcinoma line-3","Homo sapiens (Human)",194,"Sanger","SIDM00132","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","Biopsy xenograft of Pancreatic Carcinoma line-3","Homo sapiens (Human)",194,"CCLE","BXPC3_PANCREAS","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","Biopsy xenograft of Pancreatic Carcinoma line-3","Homo sapiens (Human)",194,"COSMIC","906693","cell line"
"PT-xfjEoE","BxPC-3","Pancreatic Carcinoma","Biopsy xenograft of Pancreatic Carcinoma line-3","Homo sapiens (Human)",194,"Cellosaurus","CVCL_0186","cell line"
"PT-3nLBts","CAS-1","Glioblastoma","CAS-1","Homo sapiens (Human)",195,"DepMap","ACH-000464","cell line"
"PT-3nLBts","CAS-1","Glioblastoma","CAS-1","Homo sapiens (Human)",195,"Sanger","SIDM00212","cell line"
"PT-3nLBts","CAS-1","Glioblastoma","CAS-1","Homo sapiens (Human)",195,"CCLE","CAS1_CENTRAL_NERVOUS_SYSTEM","cell line"
"PT-3nLBts","CAS-1","Glioblastoma","CAS-1","Homo sapiens (Human)",195,"COSMIC","910943","cell line"
"PT-3nLBts","CAS-1","Glioblastoma","CAS-1","Homo sapiens (Human)",195,"Cellosaurus","CVCL_1117","cell line"
"PT-3nLBts","CAS-1","Glioblastoma","CAS1","Homo sapiens (Human)",195,"DepMap","ACH-000464","cell line"
"PT-3nLBts","CAS-1","Glioblastoma","CAS1","Homo sapiens (Human)",195,"Sanger","SIDM00212","cell line"
"PT-3nLBts","CAS-1","Glioblastoma","CAS1","Homo sapiens (Human)",195,"CCLE","CAS1_CENTRAL_NERVOUS_SYSTEM","cell line"
"PT-3nLBts","CAS-1","Glioblastoma","CAS1","Homo sapiens (Human)",195,"COSMIC","910943","cell line"
"PT-3nLBts","CAS-1","Glioblastoma","CAS1","Homo sapiens (Human)",195,"Cellosaurus","CVCL_1117","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","CCF-STTG1","Homo sapiens (Human)",196,"DepMap","ACH-000329","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","CCF-STTG1","Homo sapiens (Human)",196,"Sanger","SIDM00131","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","CCF-STTG1","Homo sapiens (Human)",196,"CCLE","CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","CCF-STTG1","Homo sapiens (Human)",196,"COSMIC","906823","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","CCF-STTG1","Homo sapiens (Human)",196,"Cellosaurus","CVCL_1118","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","CCFSTTG1","Homo sapiens (Human)",196,"DepMap","ACH-000329","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","CCFSTTG1","Homo sapiens (Human)",196,"Sanger","SIDM00131","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","CCFSTTG1","Homo sapiens (Human)",196,"CCLE","CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","CCFSTTG1","Homo sapiens (Human)",196,"COSMIC","906823","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","CCFSTTG1","Homo sapiens (Human)",196,"Cellosaurus","CVCL_1118","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","STTG1","Homo sapiens (Human)",196,"DepMap","ACH-000329","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","STTG1","Homo sapiens (Human)",196,"Sanger","SIDM00131","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","STTG1","Homo sapiens (Human)",196,"CCLE","CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","STTG1","Homo sapiens (Human)",196,"COSMIC","906823","cell line"
"PT-GKdkIC","CCF-STTG1","Glioma","STTG1","Homo sapiens (Human)",196,"Cellosaurus","CVCL_1118","cell line"
"PT-dQkCfQ","COLO 668","Small Cell Lung Carcinoma","COLO 668","Homo sapiens (Human)",197,"DepMap","ACH-000803","cell line"
"PT-dQkCfQ","COLO 668","Small Cell Lung Carcinoma","COLO 668","Homo sapiens (Human)",197,"Sanger","SIDM00143","cell line"
