"common_name","cancer_type","other_names","species","improve_sample_id","id_source","other_id","model_type"
"IMR-32","Neuroblastoma","GM3320C","Homo sapiens (Human)",309,"Sanger","SIDM00226","cell line"
"IMR-32","Neuroblastoma","GM3320C","Homo sapiens (Human)",309,"CCLE","IMR32_AUTONOMIC_GANGLIA","cell line"
"IMR-32","Neuroblastoma","GM3320C","Homo sapiens (Human)",309,"Cellosaurus","CVCL_0346","cell line"
"IMR-32","Neuroblastoma","GM03320D","Homo sapiens (Human)",309,"DepMap","ACH-000310","cell line"
"IMR-32","Neuroblastoma","GM03320D","Homo sapiens (Human)",309,"Sanger","SIDM00226","cell line"
"IMR-32","Neuroblastoma","GM03320D","Homo sapiens (Human)",309,"CCLE","IMR32_AUTONOMIC_GANGLIA","cell line"
"IMR-32","Neuroblastoma","GM03320D","Homo sapiens (Human)",309,"Cellosaurus","CVCL_0346","cell line"
"IMR-32","Neuroblastoma","AG03320","Homo sapiens (Human)",309,"DepMap","ACH-000310","cell line"
"IMR-32","Neuroblastoma","AG03320","Homo sapiens (Human)",309,"Sanger","SIDM00226","cell line"
"IMR-32","Neuroblastoma","AG03320","Homo sapiens (Human)",309,"CCLE","IMR32_AUTONOMIC_GANGLIA","cell line"
"IMR-32","Neuroblastoma","AG03320","Homo sapiens (Human)",309,"Cellosaurus","CVCL_0346","cell line"
"IMR-32","Neuroblastoma","AG3320","Homo sapiens (Human)",309,"DepMap","ACH-000310","cell line"
"IMR-32","Neuroblastoma","AG3320","Homo sapiens (Human)",309,"Sanger","SIDM00226","cell line"
"IMR-32","Neuroblastoma","AG3320","Homo sapiens (Human)",309,"CCLE","IMR32_AUTONOMIC_GANGLIA","cell line"
"IMR-32","Neuroblastoma","AG3320","Homo sapiens (Human)",309,"Cellosaurus","CVCL_0346","cell line"
"NCI-H2122","Lung Adenocarcinoma","NCI-H2122","Homo sapiens (Human)",310,"DepMap","ACH-000311","cell line"
"NCI-H2122","Lung Adenocarcinoma","NCI-H2122","Homo sapiens (Human)",310,"Sanger","SIDM00702","cell line"
"NCI-H2122","Lung Adenocarcinoma","NCI-H2122","Homo sapiens (Human)",310,"CCLE","NCIH2122_LUNG","cell line"
"NCI-H2122","Lung Adenocarcinoma","NCI-H2122","Homo sapiens (Human)",310,"COSMIC","722046","cell line"
"NCI-H2122","Lung Adenocarcinoma","NCI-H2122","Homo sapiens (Human)",310,"WTSI","1015","cell line"
"NCI-H2122","Lung Adenocarcinoma","NCI-H2122","Homo sapiens (Human)",310,"Cellosaurus","CVCL_1531","cell line"
"NCI-H2122","Lung Adenocarcinoma","H2122","Homo sapiens (Human)",310,"DepMap","ACH-000311","cell line"
"NCI-H2122","Lung Adenocarcinoma","H2122","Homo sapiens (Human)",310,"Sanger","SIDM00702","cell line"
"NCI-H2122","Lung Adenocarcinoma","H2122","Homo sapiens (Human)",310,"CCLE","NCIH2122_LUNG","cell line"
"NCI-H2122","Lung Adenocarcinoma","H2122","Homo sapiens (Human)",310,"COSMIC","722046","cell line"
"NCI-H2122","Lung Adenocarcinoma","H2122","Homo sapiens (Human)",310,"WTSI","1015","cell line"
"NCI-H2122","Lung Adenocarcinoma","H2122","Homo sapiens (Human)",310,"Cellosaurus","CVCL_1531","cell line"
"NCI-H2122","Lung Adenocarcinoma","H-2122","Homo sapiens (Human)",310,"DepMap","ACH-000311","cell line"
"NCI-H2122","Lung Adenocarcinoma","H-2122","Homo sapiens (Human)",310,"Sanger","SIDM00702","cell line"
"NCI-H2122","Lung Adenocarcinoma","H-2122","Homo sapiens (Human)",310,"CCLE","NCIH2122_LUNG","cell line"
"NCI-H2122","Lung Adenocarcinoma","H-2122","Homo sapiens (Human)",310,"COSMIC","722046","cell line"
"NCI-H2122","Lung Adenocarcinoma","H-2122","Homo sapiens (Human)",310,"WTSI","1015","cell line"
"NCI-H2122","Lung Adenocarcinoma","H-2122","Homo sapiens (Human)",310,"Cellosaurus","CVCL_1531","cell line"
"NCI-H2122","Lung Adenocarcinoma","NCIH2122","Homo sapiens (Human)",310,"DepMap","ACH-000311","cell line"
"NCI-H2122","Lung Adenocarcinoma","NCIH2122","Homo sapiens (Human)",310,"Sanger","SIDM00702","cell line"
"NCI-H2122","Lung Adenocarcinoma","NCIH2122","Homo sapiens (Human)",310,"CCLE","NCIH2122_LUNG","cell line"
"NCI-H2122","Lung Adenocarcinoma","NCIH2122","Homo sapiens (Human)",310,"COSMIC","722046","cell line"
"NCI-H2122","Lung Adenocarcinoma","NCIH2122","Homo sapiens (Human)",310,"WTSI","1015","cell line"
"NCI-H2122","Lung Adenocarcinoma","NCIH2122","Homo sapiens (Human)",310,"Cellosaurus","CVCL_1531","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE(2)","Homo sapiens (Human)",311,"DepMap","ACH-000312","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE(2)","Homo sapiens (Human)",311,"Sanger","SIDM00894","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE(2)","Homo sapiens (Human)",311,"CCLE","SKNBE2_AUTONOMIC_GANGLIA","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE(2)","Homo sapiens (Human)",311,"Cellosaurus","CVCL_0528","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE2","Homo sapiens (Human)",311,"DepMap","ACH-000312","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE2","Homo sapiens (Human)",311,"Sanger","SIDM00894","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE2","Homo sapiens (Human)",311,"CCLE","SKNBE2_AUTONOMIC_GANGLIA","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE2","Homo sapiens (Human)",311,"Cellosaurus","CVCL_0528","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE-2","Homo sapiens (Human)",311,"DepMap","ACH-000312","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE-2","Homo sapiens (Human)",311,"Sanger","SIDM00894","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE-2","Homo sapiens (Human)",311,"CCLE","SKNBE2_AUTONOMIC_GANGLIA","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE-2","Homo sapiens (Human)",311,"Cellosaurus","CVCL_0528","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE(2)","Homo sapiens (Human)",311,"DepMap","ACH-000312","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE(2)","Homo sapiens (Human)",311,"Sanger","SIDM00894","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE(2)","Homo sapiens (Human)",311,"CCLE","SKNBE2_AUTONOMIC_GANGLIA","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE(2)","Homo sapiens (Human)",311,"Cellosaurus","CVCL_0528","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE-2","Homo sapiens (Human)",311,"DepMap","ACH-000312","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE-2","Homo sapiens (Human)",311,"Sanger","SIDM00894","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE-2","Homo sapiens (Human)",311,"CCLE","SKNBE2_AUTONOMIC_GANGLIA","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE-2","Homo sapiens (Human)",311,"Cellosaurus","CVCL_0528","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE2","Homo sapiens (Human)",311,"DepMap","ACH-000312","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE2","Homo sapiens (Human)",311,"Sanger","SIDM00894","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE2","Homo sapiens (Human)",311,"CCLE","SKNBE2_AUTONOMIC_GANGLIA","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE2","Homo sapiens (Human)",311,"Cellosaurus","CVCL_0528","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE","Homo sapiens (Human)",311,"DepMap","ACH-000312","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE","Homo sapiens (Human)",311,"Sanger","SIDM00894","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE","Homo sapiens (Human)",311,"CCLE","SKNBE2_AUTONOMIC_GANGLIA","cell line"
"SK-N-BE(2)","Neuroblastoma","SK-N-BE","Homo sapiens (Human)",311,"Cellosaurus","CVCL_0528","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE","Homo sapiens (Human)",311,"DepMap","ACH-000312","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE","Homo sapiens (Human)",311,"Sanger","SIDM00894","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE","Homo sapiens (Human)",311,"CCLE","SKNBE2_AUTONOMIC_GANGLIA","cell line"
"SK-N-BE(2)","Neuroblastoma","SKNBE","Homo sapiens (Human)",311,"Cellosaurus","CVCL_0528","cell line"
"KMRC-3","Renal Clear Cell Carcinoma","KMRC-3","Homo sapiens (Human)",312,"DepMap","ACH-000313","cell line"
"KMRC-3","Renal Clear Cell Carcinoma","KMRC-3","Homo sapiens (Human)",312,"CCLE","KMRC3_KIDNEY","cell line"
"KMRC-3","Renal Clear Cell Carcinoma","KMRC-3","Homo sapiens (Human)",312,"Cellosaurus","CVCL_2985","cell line"
"KMRC-3","Renal Clear Cell Carcinoma","KMRC3","Homo sapiens (Human)",312,"DepMap","ACH-000313","cell line"
"KMRC-3","Renal Clear Cell Carcinoma","KMRC3","Homo sapiens (Human)",312,"CCLE","KMRC3_KIDNEY","cell line"
"KMRC-3","Renal Clear Cell Carcinoma","KMRC3","Homo sapiens (Human)",312,"Cellosaurus","CVCL_2985","cell line"
"HCC-2108","Lung Adenocarcinoma","HCC2108","Homo sapiens (Human)",313,"DepMap","ACH-000314","cell line"
"HCC-2108","Lung Adenocarcinoma","HCC2108","Homo sapiens (Human)",313,"CCLE","HCC2108_LUNG","cell line"
"HCC-2108","Lung Adenocarcinoma","HCC2108","Homo sapiens (Human)",313,"Cellosaurus","CVCL_A352","cell line"
"HCC-2108","Lung Adenocarcinoma","HCC-2108","Homo sapiens (Human)",313,"DepMap","ACH-000314","cell line"
"HCC-2108","Lung Adenocarcinoma","HCC-2108","Homo sapiens (Human)",313,"CCLE","HCC2108_LUNG","cell line"
"HCC-2108","Lung Adenocarcinoma","HCC-2108","Homo sapiens (Human)",313,"Cellosaurus","CVCL_A352","cell line"
"HCC-2108","Lung Adenocarcinoma","Hamon Cancer Center 2108","Homo sapiens (Human)",313,"DepMap","ACH-000314","cell line"
"HCC-2108","Lung Adenocarcinoma","Hamon Cancer Center 2108","Homo sapiens (Human)",313,"CCLE","HCC2108_LUNG","cell line"
"HCC-2108","Lung Adenocarcinoma","Hamon Cancer Center 2108","Homo sapiens (Human)",313,"Cellosaurus","CVCL_A352","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas-422","Homo sapiens (Human)",314,"DepMap","ACH-000315","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas-422","Homo sapiens (Human)",314,"Sanger","SIDM01008","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas-422","Homo sapiens (Human)",314,"CCLE","KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas-422","Homo sapiens (Human)",314,"COSMIC","907274","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas-422","Homo sapiens (Human)",314,"WTSI","1973","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas-422","Homo sapiens (Human)",314,"Cellosaurus","CVCL_1325","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS-422","Homo sapiens (Human)",314,"DepMap","ACH-000315","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS-422","Homo sapiens (Human)",314,"Sanger","SIDM01008","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS-422","Homo sapiens (Human)",314,"CCLE","KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS-422","Homo sapiens (Human)",314,"COSMIC","907274","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS-422","Homo sapiens (Human)",314,"WTSI","1973","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS-422","Homo sapiens (Human)",314,"Cellosaurus","CVCL_1325","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas 422","Homo sapiens (Human)",314,"DepMap","ACH-000315","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas 422","Homo sapiens (Human)",314,"Sanger","SIDM01008","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas 422","Homo sapiens (Human)",314,"CCLE","KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas 422","Homo sapiens (Human)",314,"COSMIC","907274","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas 422","Homo sapiens (Human)",314,"WTSI","1973","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas 422","Homo sapiens (Human)",314,"Cellosaurus","CVCL_1325","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS 422","Homo sapiens (Human)",314,"DepMap","ACH-000315","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS 422","Homo sapiens (Human)",314,"Sanger","SIDM01008","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS 422","Homo sapiens (Human)",314,"CCLE","KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS 422","Homo sapiens (Human)",314,"COSMIC","907274","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS 422","Homo sapiens (Human)",314,"WTSI","1973","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS 422","Homo sapiens (Human)",314,"Cellosaurus","CVCL_1325","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas422","Homo sapiens (Human)",314,"DepMap","ACH-000315","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas422","Homo sapiens (Human)",314,"Sanger","SIDM01008","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas422","Homo sapiens (Human)",314,"CCLE","KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas422","Homo sapiens (Human)",314,"COSMIC","907274","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas422","Homo sapiens (Human)",314,"WTSI","1973","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","Karpas422","Homo sapiens (Human)",314,"Cellosaurus","CVCL_1325","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS422","Homo sapiens (Human)",314,"DepMap","ACH-000315","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS422","Homo sapiens (Human)",314,"Sanger","SIDM01008","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS422","Homo sapiens (Human)",314,"CCLE","KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS422","Homo sapiens (Human)",314,"COSMIC","907274","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS422","Homo sapiens (Human)",314,"WTSI","1973","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","KARPAS422","Homo sapiens (Human)",314,"Cellosaurus","CVCL_1325","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","K422","Homo sapiens (Human)",314,"DepMap","ACH-000315","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","K422","Homo sapiens (Human)",314,"Sanger","SIDM01008","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","K422","Homo sapiens (Human)",314,"CCLE","KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","K422","Homo sapiens (Human)",314,"COSMIC","907274","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","K422","Homo sapiens (Human)",314,"WTSI","1973","cell line"
"KARPAS-422","Diffuse Large B-Cell Lymphoma, NOS","K422","Homo sapiens (Human)",314,"Cellosaurus","CVCL_1325","cell line"
"SNU-886","Hepatocellular Carcinoma","SNU-886","Homo sapiens (Human)",315,"DepMap","ACH-000316","cell line"
"SNU-886","Hepatocellular Carcinoma","SNU-886","Homo sapiens (Human)",315,"CCLE","SNU886_LIVER","cell line"
"SNU-886","Hepatocellular Carcinoma","SNU-886","Homo sapiens (Human)",315,"Cellosaurus","CVCL_5103","cell line"
"SNU-886","Hepatocellular Carcinoma","SNU886","Homo sapiens (Human)",315,"DepMap","ACH-000316","cell line"
"SNU-886","Hepatocellular Carcinoma","SNU886","Homo sapiens (Human)",315,"CCLE","SNU886_LIVER","cell line"
"SNU-886","Hepatocellular Carcinoma","SNU886","Homo sapiens (Human)",315,"Cellosaurus","CVCL_5103","cell line"
"SNU-886","Hepatocellular Carcinoma","NCI-SNU-886","Homo sapiens (Human)",315,"DepMap","ACH-000316","cell line"
"SNU-886","Hepatocellular Carcinoma","NCI-SNU-886","Homo sapiens (Human)",315,"CCLE","SNU886_LIVER","cell line"
"SNU-886","Hepatocellular Carcinoma","NCI-SNU-886","Homo sapiens (Human)",315,"Cellosaurus","CVCL_5103","cell line"
"TUHR14TKB","Renal Cell Carcinoma","TUHR14TKB","Homo sapiens (Human)",316,"DepMap","ACH-000317","cell line"
"TUHR14TKB","Renal Cell Carcinoma","TUHR14TKB","Homo sapiens (Human)",316,"CCLE","TUHR14TKB_KIDNEY","cell line"
"TUHR14TKB","Renal Cell Carcinoma","TUHR14TKB","Homo sapiens (Human)",316,"Cellosaurus","CVCL_5953","cell line"
"TUHR14TKB","Renal Cell Carcinoma","TUHR-14TKB","Homo sapiens (Human)",316,"DepMap","ACH-000317","cell line"
"TUHR14TKB","Renal Cell Carcinoma","TUHR-14TKB","Homo sapiens (Human)",316,"CCLE","TUHR14TKB_KIDNEY","cell line"
"TUHR14TKB","Renal Cell Carcinoma","TUHR-14TKB","Homo sapiens (Human)",316,"Cellosaurus","CVCL_5953","cell line"
"TUHR14TKB","Renal Cell Carcinoma","14T","Homo sapiens (Human)",316,"DepMap","ACH-000317","cell line"
"TUHR14TKB","Renal Cell Carcinoma","14T","Homo sapiens (Human)",316,"CCLE","TUHR14TKB_KIDNEY","cell line"
"TUHR14TKB","Renal Cell Carcinoma","14T","Homo sapiens (Human)",316,"Cellosaurus","CVCL_5953","cell line"
"TE-10","Esophageal Squamous Cell Carcinoma","TE-10","Homo sapiens (Human)",317,"DepMap","ACH-000318","cell line"
"TE-10","Esophageal Squamous Cell Carcinoma","TE-10","Homo sapiens (Human)",317,"Sanger","SIDM00349","cell line"
"TE-10","Esophageal Squamous Cell Carcinoma","TE-10","Homo sapiens (Human)",317,"CCLE","TE10_OESOPHAGUS","cell line"
"TE-10","Esophageal Squamous Cell Carcinoma","TE-10","Homo sapiens (Human)",317,"COSMIC","753622","cell line"
"TE-10","Esophageal Squamous Cell Carcinoma","TE-10","Homo sapiens (Human)",317,"WTSI","1561","cell line"
"TE-10","Esophageal Squamous Cell Carcinoma","TE-10","Homo sapiens (Human)",317,"Cellosaurus","CVCL_1760","cell line"
"TE-10","Esophageal Squamous Cell Carcinoma","TE10","Homo sapiens (Human)",317,"DepMap","ACH-000318","cell line"
"TE-10","Esophageal Squamous Cell Carcinoma","TE10","Homo sapiens (Human)",317,"Sanger","SIDM00349","cell line"
"TE-10","Esophageal Squamous Cell Carcinoma","TE10","Homo sapiens (Human)",317,"CCLE","TE10_OESOPHAGUS","cell line"
"TE-10","Esophageal Squamous Cell Carcinoma","TE10","Homo sapiens (Human)",317,"COSMIC","753622","cell line"
"TE-10","Esophageal Squamous Cell Carcinoma","TE10","Homo sapiens (Human)",317,"WTSI","1561","cell line"
"TE-10","Esophageal Squamous Cell Carcinoma","TE10","Homo sapiens (Human)",317,"Cellosaurus","CVCL_1760","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP 89","Homo sapiens (Human)",318,"DepMap","ACH-000319","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP 89","Homo sapiens (Human)",318,"Sanger","SIDM00222","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP 89","Homo sapiens (Human)",318,"CCLE","MPP89_PLEURA","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP 89","Homo sapiens (Human)",318,"COSMIC","908150","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP 89","Homo sapiens (Human)",318,"WTSI","2255","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP 89","Homo sapiens (Human)",318,"Cellosaurus","CVCL_1427","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP-89","Homo sapiens (Human)",318,"DepMap","ACH-000319","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP-89","Homo sapiens (Human)",318,"Sanger","SIDM00222","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP-89","Homo sapiens (Human)",318,"CCLE","MPP89_PLEURA","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP-89","Homo sapiens (Human)",318,"COSMIC","908150","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP-89","Homo sapiens (Human)",318,"WTSI","2255","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP-89","Homo sapiens (Human)",318,"Cellosaurus","CVCL_1427","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP89","Homo sapiens (Human)",318,"DepMap","ACH-000319","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP89","Homo sapiens (Human)",318,"Sanger","SIDM00222","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP89","Homo sapiens (Human)",318,"CCLE","MPP89_PLEURA","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP89","Homo sapiens (Human)",318,"COSMIC","908150","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP89","Homo sapiens (Human)",318,"WTSI","2255","cell line"
"MPP 89","Pleural Mesothelioma, Epithelioid Type","MPP89","Homo sapiens (Human)",318,"Cellosaurus","CVCL_1427","cell line"
"PSN1","Pancreatic Adenocarcinoma","PSN1","Homo sapiens (Human)",319,"DepMap","ACH-000320","cell line"
"PSN1","Pancreatic Adenocarcinoma","PSN1","Homo sapiens (Human)",319,"Sanger","SIDM00469","cell line"
"PSN1","Pancreatic Adenocarcinoma","PSN1","Homo sapiens (Human)",319,"CCLE","PSN1_PANCREAS","cell line"
"PSN1","Pancreatic Adenocarcinoma","PSN1","Homo sapiens (Human)",319,"COSMIC","910546","cell line"
"PSN1","Pancreatic Adenocarcinoma","PSN1","Homo sapiens (Human)",319,"WTSI","560","cell line"
"PSN1","Pancreatic Adenocarcinoma","PSN1","Homo sapiens (Human)",319,"Cellosaurus","CVCL_1644","cell line"
"PSN1","Pancreatic Adenocarcinoma","PSN-1","Homo sapiens (Human)",319,"DepMap","ACH-000320","cell line"
"PSN1","Pancreatic Adenocarcinoma","PSN-1","Homo sapiens (Human)",319,"Sanger","SIDM00469","cell line"
"PSN1","Pancreatic Adenocarcinoma","PSN-1","Homo sapiens (Human)",319,"CCLE","PSN1_PANCREAS","cell line"
"PSN1","Pancreatic Adenocarcinoma","PSN-1","Homo sapiens (Human)",319,"COSMIC","910546","cell line"
"PSN1","Pancreatic Adenocarcinoma","PSN-1","Homo sapiens (Human)",319,"WTSI","560","cell line"
"PSN1","Pancreatic Adenocarcinoma","PSN-1","Homo sapiens (Human)",319,"Cellosaurus","CVCL_1644","cell line"
"MOLM-6","Chronic Myelogenous Leukemia","MOLM-6","Homo sapiens (Human)",320,"DepMap","ACH-000321","cell line"
"MOLM-6","Chronic Myelogenous Leukemia","MOLM-6","Homo sapiens (Human)",320,"CCLE","MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"MOLM-6","Chronic Myelogenous Leukemia","MOLM-6","Homo sapiens (Human)",320,"Cellosaurus","CVCL_2122","cell line"
"MOLM-6","Chronic Myelogenous Leukemia","MOLM6","Homo sapiens (Human)",320,"DepMap","ACH-000321","cell line"
"MOLM-6","Chronic Myelogenous Leukemia","MOLM6","Homo sapiens (Human)",320,"CCLE","MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"MOLM-6","Chronic Myelogenous Leukemia","MOLM6","Homo sapiens (Human)",320,"Cellosaurus","CVCL_2122","cell line"
"HT-144","Melanoma","HT-144","Homo sapiens (Human)",321,"DepMap","ACH-000322","cell line"
"HT-144","Melanoma","HT-144","Homo sapiens (Human)",321,"Sanger","SIDM00695","cell line"
"HT-144","Melanoma","HT-144","Homo sapiens (Human)",321,"CCLE","HT144_SKIN","cell line"
"HT-144","Melanoma","HT-144","Homo sapiens (Human)",321,"COSMIC","907067","cell line"
"HT-144","Melanoma","HT-144","Homo sapiens (Human)",321,"WTSI","1193","cell line"
"HT-144","Melanoma","HT-144","Homo sapiens (Human)",321,"Cellosaurus","CVCL_0318","cell line"
"HT-144","Melanoma","HT 144","Homo sapiens (Human)",321,"DepMap","ACH-000322","cell line"
"HT-144","Melanoma","HT 144","Homo sapiens (Human)",321,"Sanger","SIDM00695","cell line"
"HT-144","Melanoma","HT 144","Homo sapiens (Human)",321,"CCLE","HT144_SKIN","cell line"
"HT-144","Melanoma","HT 144","Homo sapiens (Human)",321,"COSMIC","907067","cell line"
"HT-144","Melanoma","HT 144","Homo sapiens (Human)",321,"WTSI","1193","cell line"
"HT-144","Melanoma","HT 144","Homo sapiens (Human)",321,"Cellosaurus","CVCL_0318","cell line"
"HT-144","Melanoma","HT144","Homo sapiens (Human)",321,"DepMap","ACH-000322","cell line"
"HT-144","Melanoma","HT144","Homo sapiens (Human)",321,"Sanger","SIDM00695","cell line"
"HT-144","Melanoma","HT144","Homo sapiens (Human)",321,"CCLE","HT144_SKIN","cell line"
"HT-144","Melanoma","HT144","Homo sapiens (Human)",321,"COSMIC","907067","cell line"
"HT-144","Melanoma","HT144","Homo sapiens (Human)",321,"WTSI","1193","cell line"
"HT-144","Melanoma","HT144","Homo sapiens (Human)",321,"Cellosaurus","CVCL_0318","cell line"
"HT-144","Melanoma","HT144-mel","Homo sapiens (Human)",321,"DepMap","ACH-000322","cell line"
"HT-144","Melanoma","HT144-mel","Homo sapiens (Human)",321,"Sanger","SIDM00695","cell line"
"HT-144","Melanoma","HT144-mel","Homo sapiens (Human)",321,"CCLE","HT144_SKIN","cell line"
"HT-144","Melanoma","HT144-mel","Homo sapiens (Human)",321,"COSMIC","907067","cell line"
"HT-144","Melanoma","HT144-mel","Homo sapiens (Human)",321,"WTSI","1193","cell line"
