"common_name","cancer_type","other_names","species","improve_sample_id","id_source","other_id","model_type"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR 22","Homo sapiens (Human)",791,"CCLE","BICR22_UPPER_AERODIGESTIVE_TRACT","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR 22","Homo sapiens (Human)",791,"COSMIC","1240121","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR 22","Homo sapiens (Human)",791,"WTSI","1575","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR 22","Homo sapiens (Human)",791,"Cellosaurus","CVCL_2310","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR-22","Homo sapiens (Human)",791,"DepMap","ACH-000794","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR-22","Homo sapiens (Human)",791,"Sanger","SIDM00485","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR-22","Homo sapiens (Human)",791,"CCLE","BICR22_UPPER_AERODIGESTIVE_TRACT","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR-22","Homo sapiens (Human)",791,"COSMIC","1240121","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR-22","Homo sapiens (Human)",791,"WTSI","1575","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR-22","Homo sapiens (Human)",791,"Cellosaurus","CVCL_2310","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR22","Homo sapiens (Human)",791,"DepMap","ACH-000794","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR22","Homo sapiens (Human)",791,"Sanger","SIDM00485","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR22","Homo sapiens (Human)",791,"CCLE","BICR22_UPPER_AERODIGESTIVE_TRACT","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR22","Homo sapiens (Human)",791,"COSMIC","1240121","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR22","Homo sapiens (Human)",791,"WTSI","1575","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR22","Homo sapiens (Human)",791,"Cellosaurus","CVCL_2310","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR-22 M","Homo sapiens (Human)",791,"DepMap","ACH-000794","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR-22 M","Homo sapiens (Human)",791,"Sanger","SIDM00485","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR-22 M","Homo sapiens (Human)",791,"CCLE","BICR22_UPPER_AERODIGESTIVE_TRACT","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR-22 M","Homo sapiens (Human)",791,"COSMIC","1240121","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR-22 M","Homo sapiens (Human)",791,"WTSI","1575","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","BICR-22 M","Homo sapiens (Human)",791,"Cellosaurus","CVCL_2310","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","Beatson Institute for Cancer Research 22","Homo sapiens (Human)",791,"DepMap","ACH-000794","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","Beatson Institute for Cancer Research 22","Homo sapiens (Human)",791,"Sanger","SIDM00485","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","Beatson Institute for Cancer Research 22","Homo sapiens (Human)",791,"CCLE","BICR22_UPPER_AERODIGESTIVE_TRACT","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","Beatson Institute for Cancer Research 22","Homo sapiens (Human)",791,"COSMIC","1240121","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","Beatson Institute for Cancer Research 22","Homo sapiens (Human)",791,"WTSI","1575","cell line"
"BICR 22","Oral Cavity Squamous Cell Carcinoma","Beatson Institute for Cancer Research 22","Homo sapiens (Human)",791,"Cellosaurus","CVCL_2310","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT-13","Homo sapiens (Human)",792,"DepMap","ACH-000795","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT-13","Homo sapiens (Human)",792,"Sanger","SIDM00433","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT-13","Homo sapiens (Human)",792,"CCLE","MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT-13","Homo sapiens (Human)",792,"COSMIC","908146","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT-13","Homo sapiens (Human)",792,"WTSI","86","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT-13","Homo sapiens (Human)",792,"Cellosaurus","CVCL_1422","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt-13","Homo sapiens (Human)",792,"DepMap","ACH-000795","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt-13","Homo sapiens (Human)",792,"Sanger","SIDM00433","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt-13","Homo sapiens (Human)",792,"CCLE","MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt-13","Homo sapiens (Human)",792,"COSMIC","908146","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt-13","Homo sapiens (Human)",792,"WTSI","86","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt-13","Homo sapiens (Human)",792,"Cellosaurus","CVCL_1422","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT 13","Homo sapiens (Human)",792,"DepMap","ACH-000795","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT 13","Homo sapiens (Human)",792,"Sanger","SIDM00433","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT 13","Homo sapiens (Human)",792,"CCLE","MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT 13","Homo sapiens (Human)",792,"COSMIC","908146","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT 13","Homo sapiens (Human)",792,"WTSI","86","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT 13","Homo sapiens (Human)",792,"Cellosaurus","CVCL_1422","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt 13","Homo sapiens (Human)",792,"DepMap","ACH-000795","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt 13","Homo sapiens (Human)",792,"Sanger","SIDM00433","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt 13","Homo sapiens (Human)",792,"CCLE","MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt 13","Homo sapiens (Human)",792,"COSMIC","908146","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt 13","Homo sapiens (Human)",792,"WTSI","86","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt 13","Homo sapiens (Human)",792,"Cellosaurus","CVCL_1422","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT13","Homo sapiens (Human)",792,"DepMap","ACH-000795","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT13","Homo sapiens (Human)",792,"Sanger","SIDM00433","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT13","Homo sapiens (Human)",792,"CCLE","MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT13","Homo sapiens (Human)",792,"COSMIC","908146","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT13","Homo sapiens (Human)",792,"WTSI","86","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","MOLT13","Homo sapiens (Human)",792,"Cellosaurus","CVCL_1422","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt13","Homo sapiens (Human)",792,"DepMap","ACH-000795","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt13","Homo sapiens (Human)",792,"Sanger","SIDM00433","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt13","Homo sapiens (Human)",792,"CCLE","MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt13","Homo sapiens (Human)",792,"COSMIC","908146","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt13","Homo sapiens (Human)",792,"WTSI","86","cell line"
"MOLT-13","T-Lymphoblastic Leukemia/Lymphoma","Molt13","Homo sapiens (Human)",792,"Cellosaurus","CVCL_1422","cell line"
"MCAS","Mucinous Ovarian Cancer","MCAS","Homo sapiens (Human)",793,"DepMap","ACH-000796","cell line"
"MCAS","Mucinous Ovarian Cancer","MCAS","Homo sapiens (Human)",793,"Sanger","SIDM00008","cell line"
"MCAS","Mucinous Ovarian Cancer","MCAS","Homo sapiens (Human)",793,"CCLE","MCAS_OVARY","cell line"
"MCAS","Mucinous Ovarian Cancer","MCAS","Homo sapiens (Human)",793,"Cellosaurus","CVCL_3020","cell line"
"HLF-a","Fibroblast, Lung","HLF-a","Homo sapiens (Human)",794,"DepMap","ACH-000797","cell line"
"HLF-a","Fibroblast, Lung","HLF-a","Homo sapiens (Human)",794,"CCLE","HLFA_FIBROBLAST","cell line"
"HLF-a","Fibroblast, Lung","HLF-a","Homo sapiens (Human)",794,"Cellosaurus","CVCL_2255","cell line"
"HLF-a","Fibroblast, Lung","HLFa","Homo sapiens (Human)",794,"DepMap","ACH-000797","cell line"
"HLF-a","Fibroblast, Lung","HLFa","Homo sapiens (Human)",794,"CCLE","HLFA_FIBROBLAST","cell line"
"HLF-a","Fibroblast, Lung","HLFa","Homo sapiens (Human)",794,"Cellosaurus","CVCL_2255","cell line"
"HLF-a","Fibroblast, Lung","HLFA","Homo sapiens (Human)",794,"DepMap","ACH-000797","cell line"
"HLF-a","Fibroblast, Lung","HLFA","Homo sapiens (Human)",794,"CCLE","HLFA_FIBROBLAST","cell line"
"HLF-a","Fibroblast, Lung","HLFA","Homo sapiens (Human)",794,"Cellosaurus","CVCL_2255","cell line"
"CL-40","Colon Adenocarcinoma","CL-40","Homo sapiens (Human)",795,"DepMap","ACH-000798","cell line"
"CL-40","Colon Adenocarcinoma","CL-40","Homo sapiens (Human)",795,"Sanger","SIDM00960","cell line"
"CL-40","Colon Adenocarcinoma","CL-40","Homo sapiens (Human)",795,"CCLE","CL40_LARGE_INTESTINE","cell line"
"CL-40","Colon Adenocarcinoma","CL-40","Homo sapiens (Human)",795,"COSMIC","1240124","cell line"
"CL-40","Colon Adenocarcinoma","CL-40","Homo sapiens (Human)",795,"WTSI","555","cell line"
"CL-40","Colon Adenocarcinoma","CL-40","Homo sapiens (Human)",795,"Cellosaurus","CVCL_1982","cell line"
"CL-40","Colon Adenocarcinoma","CL40","Homo sapiens (Human)",795,"DepMap","ACH-000798","cell line"
"CL-40","Colon Adenocarcinoma","CL40","Homo sapiens (Human)",795,"Sanger","SIDM00960","cell line"
"CL-40","Colon Adenocarcinoma","CL40","Homo sapiens (Human)",795,"CCLE","CL40_LARGE_INTESTINE","cell line"
"CL-40","Colon Adenocarcinoma","CL40","Homo sapiens (Human)",795,"COSMIC","1240124","cell line"
"CL-40","Colon Adenocarcinoma","CL40","Homo sapiens (Human)",795,"WTSI","555","cell line"
"CL-40","Colon Adenocarcinoma","CL40","Homo sapiens (Human)",795,"Cellosaurus","CVCL_1982","cell line"
"Hs 695T","Melanoma","Hs 695T","Homo sapiens (Human)",796,"DepMap","ACH-000799","cell line"
"Hs 695T","Melanoma","Hs 695T","Homo sapiens (Human)",796,"CCLE","HS695T_SKIN","cell line"
"Hs 695T","Melanoma","Hs 695T","Homo sapiens (Human)",796,"Cellosaurus","CVCL_0851","cell line"
"Hs 695T","Melanoma","Hs 695.T","Homo sapiens (Human)",796,"DepMap","ACH-000799","cell line"
"Hs 695T","Melanoma","Hs 695.T","Homo sapiens (Human)",796,"CCLE","HS695T_SKIN","cell line"
"Hs 695T","Melanoma","Hs 695.T","Homo sapiens (Human)",796,"Cellosaurus","CVCL_0851","cell line"
"Hs 695T","Melanoma","Hs-695-T","Homo sapiens (Human)",796,"DepMap","ACH-000799","cell line"
"Hs 695T","Melanoma","Hs-695-T","Homo sapiens (Human)",796,"CCLE","HS695T_SKIN","cell line"
"Hs 695T","Melanoma","Hs-695-T","Homo sapiens (Human)",796,"Cellosaurus","CVCL_0851","cell line"
"Hs 695T","Melanoma","HS-695T","Homo sapiens (Human)",796,"DepMap","ACH-000799","cell line"
"Hs 695T","Melanoma","HS-695T","Homo sapiens (Human)",796,"CCLE","HS695T_SKIN","cell line"
"Hs 695T","Melanoma","HS-695T","Homo sapiens (Human)",796,"Cellosaurus","CVCL_0851","cell line"
"Hs 695T","Melanoma","HS 695T","Homo sapiens (Human)",796,"DepMap","ACH-000799","cell line"
"Hs 695T","Melanoma","HS 695T","Homo sapiens (Human)",796,"CCLE","HS695T_SKIN","cell line"
"Hs 695T","Melanoma","HS 695T","Homo sapiens (Human)",796,"Cellosaurus","CVCL_0851","cell line"
"Hs 695T","Melanoma","Hs695T","Homo sapiens (Human)",796,"DepMap","ACH-000799","cell line"
"Hs 695T","Melanoma","Hs695T","Homo sapiens (Human)",796,"CCLE","HS695T_SKIN","cell line"
"Hs 695T","Melanoma","Hs695T","Homo sapiens (Human)",796,"Cellosaurus","CVCL_0851","cell line"
"Hs 695T","Melanoma","HS695T","Homo sapiens (Human)",796,"DepMap","ACH-000799","cell line"
"Hs 695T","Melanoma","HS695T","Homo sapiens (Human)",796,"CCLE","HS695T_SKIN","cell line"
"Hs 695T","Melanoma","HS695T","Homo sapiens (Human)",796,"Cellosaurus","CVCL_0851","cell line"
"Hs 695T","Melanoma","Hs695","Homo sapiens (Human)",796,"DepMap","ACH-000799","cell line"
"Hs 695T","Melanoma","Hs695","Homo sapiens (Human)",796,"CCLE","HS695T_SKIN","cell line"
"Hs 695T","Melanoma","Hs695","Homo sapiens (Human)",796,"Cellosaurus","CVCL_0851","cell line"
"NCI-H446","Small Cell Lung Cancer","NCI-H446","Homo sapiens (Human)",797,"DepMap","ACH-000800","cell line"
"NCI-H446","Small Cell Lung Cancer","NCI-H446","Homo sapiens (Human)",797,"Sanger","SIDM00965","cell line"
"NCI-H446","Small Cell Lung Cancer","NCI-H446","Homo sapiens (Human)",797,"CCLE","NCIH446_LUNG","cell line"
"NCI-H446","Small Cell Lung Cancer","NCI-H446","Homo sapiens (Human)",797,"COSMIC","688023","cell line"
"NCI-H446","Small Cell Lung Cancer","NCI-H446","Homo sapiens (Human)",797,"WTSI","1222","cell line"
"NCI-H446","Small Cell Lung Cancer","NCI-H446","Homo sapiens (Human)",797,"Cellosaurus","CVCL_1562","cell line"
"NCI-H446","Small Cell Lung Cancer","H446","Homo sapiens (Human)",797,"DepMap","ACH-000800","cell line"
"NCI-H446","Small Cell Lung Cancer","H446","Homo sapiens (Human)",797,"Sanger","SIDM00965","cell line"
"NCI-H446","Small Cell Lung Cancer","H446","Homo sapiens (Human)",797,"CCLE","NCIH446_LUNG","cell line"
"NCI-H446","Small Cell Lung Cancer","H446","Homo sapiens (Human)",797,"COSMIC","688023","cell line"
"NCI-H446","Small Cell Lung Cancer","H446","Homo sapiens (Human)",797,"WTSI","1222","cell line"
"NCI-H446","Small Cell Lung Cancer","H446","Homo sapiens (Human)",797,"Cellosaurus","CVCL_1562","cell line"
"NCI-H446","Small Cell Lung Cancer","H-446","Homo sapiens (Human)",797,"DepMap","ACH-000800","cell line"
"NCI-H446","Small Cell Lung Cancer","H-446","Homo sapiens (Human)",797,"Sanger","SIDM00965","cell line"
"NCI-H446","Small Cell Lung Cancer","H-446","Homo sapiens (Human)",797,"CCLE","NCIH446_LUNG","cell line"
"NCI-H446","Small Cell Lung Cancer","H-446","Homo sapiens (Human)",797,"COSMIC","688023","cell line"
"NCI-H446","Small Cell Lung Cancer","H-446","Homo sapiens (Human)",797,"WTSI","1222","cell line"
"NCI-H446","Small Cell Lung Cancer","H-446","Homo sapiens (Human)",797,"Cellosaurus","CVCL_1562","cell line"
"NCI-H446","Small Cell Lung Cancer","NCI-446","Homo sapiens (Human)",797,"DepMap","ACH-000800","cell line"
"NCI-H446","Small Cell Lung Cancer","NCI-446","Homo sapiens (Human)",797,"Sanger","SIDM00965","cell line"
"NCI-H446","Small Cell Lung Cancer","NCI-446","Homo sapiens (Human)",797,"CCLE","NCIH446_LUNG","cell line"
"NCI-H446","Small Cell Lung Cancer","NCI-446","Homo sapiens (Human)",797,"COSMIC","688023","cell line"
"NCI-H446","Small Cell Lung Cancer","NCI-446","Homo sapiens (Human)",797,"WTSI","1222","cell line"
"NCI-H446","Small Cell Lung Cancer","NCI-446","Homo sapiens (Human)",797,"Cellosaurus","CVCL_1562","cell line"
"NCI-H446","Small Cell Lung Cancer","NCIH446","Homo sapiens (Human)",797,"DepMap","ACH-000800","cell line"
"NCI-H446","Small Cell Lung Cancer","NCIH446","Homo sapiens (Human)",797,"Sanger","SIDM00965","cell line"
"NCI-H446","Small Cell Lung Cancer","NCIH446","Homo sapiens (Human)",797,"CCLE","NCIH446_LUNG","cell line"
"NCI-H446","Small Cell Lung Cancer","NCIH446","Homo sapiens (Human)",797,"COSMIC","688023","cell line"
"NCI-H446","Small Cell Lung Cancer","NCIH446","Homo sapiens (Human)",797,"WTSI","1222","cell line"
"NCI-H446","Small Cell Lung Cancer","NCIH446","Homo sapiens (Human)",797,"Cellosaurus","CVCL_1562","cell line"
"Hs 936.T","Melanoma","Hs 936.T","Homo sapiens (Human)",798,"DepMap","ACH-000801","cell line"
"Hs 936.T","Melanoma","Hs 936.T","Homo sapiens (Human)",798,"CCLE","HS936T_SKIN","cell line"
"Hs 936.T","Melanoma","Hs 936.T","Homo sapiens (Human)",798,"Cellosaurus","CVCL_1033","cell line"
"Hs 936.T","Melanoma","Hs-936-T","Homo sapiens (Human)",798,"DepMap","ACH-000801","cell line"
"Hs 936.T","Melanoma","Hs-936-T","Homo sapiens (Human)",798,"CCLE","HS936T_SKIN","cell line"
"Hs 936.T","Melanoma","Hs-936-T","Homo sapiens (Human)",798,"Cellosaurus","CVCL_1033","cell line"
"Hs 936.T","Melanoma","HS 936.T","Homo sapiens (Human)",798,"DepMap","ACH-000801","cell line"
"Hs 936.T","Melanoma","HS 936.T","Homo sapiens (Human)",798,"CCLE","HS936T_SKIN","cell line"
"Hs 936.T","Melanoma","HS 936.T","Homo sapiens (Human)",798,"Cellosaurus","CVCL_1033","cell line"
"Hs 936.T","Melanoma","HS 936T","Homo sapiens (Human)",798,"DepMap","ACH-000801","cell line"
"Hs 936.T","Melanoma","HS 936T","Homo sapiens (Human)",798,"CCLE","HS936T_SKIN","cell line"
"Hs 936.T","Melanoma","HS 936T","Homo sapiens (Human)",798,"Cellosaurus","CVCL_1033","cell line"
"Hs 936.T","Melanoma","Hs-936.T","Homo sapiens (Human)",798,"DepMap","ACH-000801","cell line"
"Hs 936.T","Melanoma","Hs-936.T","Homo sapiens (Human)",798,"CCLE","HS936T_SKIN","cell line"
"Hs 936.T","Melanoma","Hs-936.T","Homo sapiens (Human)",798,"Cellosaurus","CVCL_1033","cell line"
"Hs 936.T","Melanoma","Hs936.T","Homo sapiens (Human)",798,"DepMap","ACH-000801","cell line"
"Hs 936.T","Melanoma","Hs936.T","Homo sapiens (Human)",798,"CCLE","HS936T_SKIN","cell line"
"Hs 936.T","Melanoma","Hs936.T","Homo sapiens (Human)",798,"Cellosaurus","CVCL_1033","cell line"
"Hs 936.T","Melanoma","Hs936T","Homo sapiens (Human)",798,"DepMap","ACH-000801","cell line"
"Hs 936.T","Melanoma","Hs936T","Homo sapiens (Human)",798,"CCLE","HS936T_SKIN","cell line"
"Hs 936.T","Melanoma","Hs936T","Homo sapiens (Human)",798,"Cellosaurus","CVCL_1033","cell line"
"Hs 936.T","Melanoma","HS936T","Homo sapiens (Human)",798,"DepMap","ACH-000801","cell line"
"Hs 936.T","Melanoma","HS936T","Homo sapiens (Human)",798,"CCLE","HS936T_SKIN","cell line"
"Hs 936.T","Melanoma","HS936T","Homo sapiens (Human)",798,"Cellosaurus","CVCL_1033","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC-905","Homo sapiens (Human)",799,"DepMap","ACH-000802","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC-905","Homo sapiens (Human)",799,"Sanger","SIDM00989","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC-905","Homo sapiens (Human)",799,"CCLE","BFTC905_URINARY_TRACT","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC-905","Homo sapiens (Human)",799,"COSMIC","910926","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC-905","Homo sapiens (Human)",799,"WTSI","1583","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC-905","Homo sapiens (Human)",799,"Cellosaurus","CVCL_1083","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC 905","Homo sapiens (Human)",799,"DepMap","ACH-000802","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC 905","Homo sapiens (Human)",799,"Sanger","SIDM00989","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC 905","Homo sapiens (Human)",799,"CCLE","BFTC905_URINARY_TRACT","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC 905","Homo sapiens (Human)",799,"COSMIC","910926","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC 905","Homo sapiens (Human)",799,"WTSI","1583","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC 905","Homo sapiens (Human)",799,"Cellosaurus","CVCL_1083","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC905","Homo sapiens (Human)",799,"DepMap","ACH-000802","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC905","Homo sapiens (Human)",799,"Sanger","SIDM00989","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC905","Homo sapiens (Human)",799,"CCLE","BFTC905_URINARY_TRACT","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC905","Homo sapiens (Human)",799,"COSMIC","910926","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC905","Homo sapiens (Human)",799,"WTSI","1583","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","BFTC905","Homo sapiens (Human)",799,"Cellosaurus","CVCL_1083","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","Black Foot disease Transitional Carcinoma 905","Homo sapiens (Human)",799,"DepMap","ACH-000802","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","Black Foot disease Transitional Carcinoma 905","Homo sapiens (Human)",799,"Sanger","SIDM00989","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","Black Foot disease Transitional Carcinoma 905","Homo sapiens (Human)",799,"CCLE","BFTC905_URINARY_TRACT","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","Black Foot disease Transitional Carcinoma 905","Homo sapiens (Human)",799,"COSMIC","910926","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","Black Foot disease Transitional Carcinoma 905","Homo sapiens (Human)",799,"WTSI","1583","cell line"
"BFTC-905","Bladder Urothelial Carcinoma","Black Foot disease Transitional Carcinoma 905","Homo sapiens (Human)",799,"Cellosaurus","CVCL_1083","cell line"
"COLO 668","Small Cell Lung Cancer","COLO 668","Homo sapiens (Human)",800,"DepMap","ACH-000803","cell line"
"COLO 668","Small Cell Lung Cancer","COLO 668","Homo sapiens (Human)",800,"Sanger","SIDM00143","cell line"
"COLO 668","Small Cell Lung Cancer","COLO 668","Homo sapiens (Human)",800,"CCLE","COLO668_LUNG","cell line"
"COLO 668","Small Cell Lung Cancer","COLO 668","Homo sapiens (Human)",800,"COSMIC","910692","cell line"
"COLO 668","Small Cell Lung Cancer","COLO 668","Homo sapiens (Human)",800,"WTSI","1072","cell line"
"COLO 668","Small Cell Lung Cancer","COLO 668","Homo sapiens (Human)",800,"Cellosaurus","CVCL_1128","cell line"
"COLO 668","Small Cell Lung Cancer","Colo 668","Homo sapiens (Human)",800,"DepMap","ACH-000803","cell line"
"COLO 668","Small Cell Lung Cancer","Colo 668","Homo sapiens (Human)",800,"Sanger","SIDM00143","cell line"
"COLO 668","Small Cell Lung Cancer","Colo 668","Homo sapiens (Human)",800,"CCLE","COLO668_LUNG","cell line"
"COLO 668","Small Cell Lung Cancer","Colo 668","Homo sapiens (Human)",800,"COSMIC","910692","cell line"
"COLO 668","Small Cell Lung Cancer","Colo 668","Homo sapiens (Human)",800,"WTSI","1072","cell line"
"COLO 668","Small Cell Lung Cancer","Colo 668","Homo sapiens (Human)",800,"Cellosaurus","CVCL_1128","cell line"
"COLO 668","Small Cell Lung Cancer","COLO-668","Homo sapiens (Human)",800,"DepMap","ACH-000803","cell line"
"COLO 668","Small Cell Lung Cancer","COLO-668","Homo sapiens (Human)",800,"Sanger","SIDM00143","cell line"
"COLO 668","Small Cell Lung Cancer","COLO-668","Homo sapiens (Human)",800,"CCLE","COLO668_LUNG","cell line"
"COLO 668","Small Cell Lung Cancer","COLO-668","Homo sapiens (Human)",800,"COSMIC","910692","cell line"
"COLO 668","Small Cell Lung Cancer","COLO-668","Homo sapiens (Human)",800,"WTSI","1072","cell line"
"COLO 668","Small Cell Lung Cancer","COLO-668","Homo sapiens (Human)",800,"Cellosaurus","CVCL_1128","cell line"
"COLO 668","Small Cell Lung Cancer","COLO668","Homo sapiens (Human)",800,"DepMap","ACH-000803","cell line"
"COLO 668","Small Cell Lung Cancer","COLO668","Homo sapiens (Human)",800,"Sanger","SIDM00143","cell line"
"COLO 668","Small Cell Lung Cancer","COLO668","Homo sapiens (Human)",800,"CCLE","COLO668_LUNG","cell line"
"COLO 668","Small Cell Lung Cancer","COLO668","Homo sapiens (Human)",800,"COSMIC","910692","cell line"
"COLO 668","Small Cell Lung Cancer","COLO668","Homo sapiens (Human)",800,"WTSI","1072","cell line"
"COLO 668","Small Cell Lung Cancer","COLO668","Homo sapiens (Human)",800,"Cellosaurus","CVCL_1128","cell line"
"COLO 668","Small Cell Lung Cancer","Colo668","Homo sapiens (Human)",800,"DepMap","ACH-000803","cell line"
"COLO 668","Small Cell Lung Cancer","Colo668","Homo sapiens (Human)",800,"Sanger","SIDM00143","cell line"
"COLO 668","Small Cell Lung Cancer","Colo668","Homo sapiens (Human)",800,"CCLE","COLO668_LUNG","cell line"
"COLO 668","Small Cell Lung Cancer","Colo668","Homo sapiens (Human)",800,"COSMIC","910692","cell line"
"COLO 668","Small Cell Lung Cancer","Colo668","Homo sapiens (Human)",800,"WTSI","1072","cell line"
"COLO 668","Small Cell Lung Cancer","Colo668","Homo sapiens (Human)",800,"Cellosaurus","CVCL_1128","cell line"
"COLO 668","Small Cell Lung Cancer","Colorado 668","Homo sapiens (Human)",800,"DepMap","ACH-000803","cell line"
"COLO 668","Small Cell Lung Cancer","Colorado 668","Homo sapiens (Human)",800,"Sanger","SIDM00143","cell line"
